N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	X1	X2	Class
0.051	110.23	3.18	24	52.1	2.067984181	4.7786	4.242	9	3.026	0.444323942	84.81	85.0	169.81
0.808	490.69	1.54	39	94.1	3.052829246	4.5338	1.108	34	1.661	0.205785526	41.47	471.0	512.47
0.980	51.04	4.94	3	143.6	1.346881506	3.1130	0.661	47	3.692	0.585366871	45.76	415.0	460.76
0.648	110.49	0.25	27	93.3	1.326643927	9.8825	0.684	16	2.288	0.4061572	74.54	84.0	158.54
0.302	546.27	1.57	35	152.0	3.893560094	7.1099	3.234	19	4.389	2.169433354	93.38	213.0	306.38
0.953	587.63	3.36	36	101.4	0.118597415	2.2481	3.935	11	4.801	3.418181505	75.38	66.0	141.38
0.816	600.07	1.51	79	153.3	3.281886531	8.5209	3.649	27	4.927	0.18766782	41.13	332.0	373.13
0.941	243.17	1.59	18	29.9	2.918795691	4.2605	3.790	6	2.399	1.547619485	55.47	153.0	208.47
0.528	370.17	4.28	81	40.8	0.084926171	2.6678	0.091	28	4.987	0.357347237	44.06	144.0	188.06
0.352	99.53	3.90	67	30.4	4.029932364	2.1495	4.268	22	2.199	0.043845797	70.32	294.0	364.32
0.771	670.27	0.29	99	113.6	4.44790134	3.9671	1.349	45	4.757	3.243996277	7.13	302.0	309.13
0.645	374.60	3.01	93	10.0	2.929271808	3.1054	2.261	34	0.359	4.909644968	36.99	296.0	332.99
0.405	465.43	2.67	10	147.5	0.419155797	4.6946	4.736	39	3.730	3.933774397	78.55	214.0	292.55
0.105	602.03	0.55	15	157.5	3.986921726	3.1398	0.843	45	2.708	1.395756873	71.82	154.0	225.82
0.215	154.54	0.53	46	88.4	0.774015173	1.4753	4.899	22	2.596	4.611405291	23.96	14.0	37.96
0.135	620.18	3.89	18	28.0	0.209631096	9.6597	4.186	47	2.249	1.925485115	56.43	305.0	361.43
0.031	278.02	3.69	62	84.9	2.438067112	1.6810	1.298	40	3.053	4.29900625	36.43	108.0	144.43
0.989	418.25	3.13	63	121.6	3.613118776	7.6153	1.103	39	3.819	2.249919429	72.86	65.0	137.86
0.322	320.16	4.85	37	49.1	4.500348245	6.0114	3.304	30	2.634	2.191346333	92.19	241.0	333.19
0.802	50.66	1.68	24	195.3	2.371113742	7.9426	3.208	28	2.797	1.194960091	48.91	112.0	160.91
0.293	657.72	2.45	94	20.2	0.325013683	8.1923	1.930	10	4.099	3.226917106	59.63	95.0	154.63
0.111	296.34	2.33	85	94.2	4.785649359	9.3849	4.700	33	1.894	0.420119618	63.45	424.0	487.45
0.087	533.31	3.09	7	16.4	4.636970975	8.0947	3.286	45	1.023	0.692142623	18.02	293.0	311.02
0.343	347.05	0.55	26	199.0	4.985537534	0.1701	1.620	46	1.703	2.629415332	75.86	468.0	543.86
0.741	751.68	2.06	29	61.0	0.057264206	3.2463	4.204	34	2.132	4.66727199	20.55	67.0	87.55
0.565	441.66	1.12	34	99.5	1.594749658	8.5891	0.579	17	3.558	2.625424864	19.77	419.0	438.77
0.022	670.54	4.40	45	24.2	3.608562246	8.2289	2.445	31	0.326	0.771698968	68.32	378.0	446.32
0.938	217.46	0.60	17	18.3	4.338976635	7.8186	2.740	45	0.598	3.345291445	73.88	192.0	265.88
0.980	662.03	3.10	75	112.0	2.870670772	4.0566	0.083	48	0.681	1.867864951	51.77	109.0	160.77
0.787	724.40	3.29	23	2.8	1.097372495	0.4964	4.129	17	0.677	2.260585661	86.07	238.0	324.07
0.239	470.84	1.66	78	171.1	4.24905103	6.8561	4.319	15	0.526	2.000315037	32.17	17.0	49.17
0.155	308.12	3.96	76	187.3	0.906168527	7.8925	2.926	15	2.538	0.323476454	88.51	315.0	403.51
0.111	556.61	0.38	14	58.0	0.475058572	4.0784	0.104	35	2.129	2.381221715	97.85	9.0	106.85
0.513	272.62	1.23	21	52.2	1.176424197	5.9229	1.076	35	1.333	4.310190022	15.00	79.0	94.00
0.644	174.39	4.61	5	42.1	1.648457814	1.8346	0.577	30	2.156	0.843277946	7.41	339.0	346.41
0.056	650.51	4.14	54	109.5	0.906048985	8.3587	2.726	27	0.132	2.800246586	21.89	441.0	462.89
0.249	225.99	0.66	43	86.3	1.784553455	8.4103	2.175	16	0.289	0.072876462	59.06	315.0	374.06
0.511	463.70	0.73	60	158.8	2.772001627	8.6001	1.342	30	3.999	3.759922858	30.20	165.0	195.20
0.258	423.72	0.82	63	41.3	2.131847494	3.3810	3.531	14	4.811	2.915339972	2.41	37.0	39.41
0.822	666.22	2.54	15	41.4	2.127317606	9.4095	3.243	40	1.722	3.61532221	27.23	93.0	120.23
0.802	210.06	2.83	18	161.9	0.424789846	5.5929	0.878	39	3.359	0.832474277	67.58	473.0	540.58
0.609	413.09	1.44	96	149.4	4.623702264	9.7926	0.047	34	2.478	1.684238861	5.17	143.0	148.17
0.568	434.98	0.61	94	63.7	2.121380603	6.3871	1.379	50	2.807	0.21369728	57.74	22.0	79.74
0.929	162.59	4.96	33	46.8	1.107552987	5.2214	0.151	45	2.281	2.193315635	95.72	343.0	438.72
0.701	193.06	1.54	91	42.2	0.365704234	7.2758	2.046	38	1.767	3.728126586	29.03	292.0	321.03
0.247	267.26	3.89	86	181.1	4.298116342	0.8704	3.723	43	0.805	1.606760789	77.09	392.0	469.09
0.095	702.99	4.79	90	59.1	0.446186021	4.2216	3.248	6	3.538	1.468291995	54.54	393.0	447.54
0.380	282.34	2.87	7	145.5	1.754783298	1.6241	0.188	34	2.526	4.355098791	89.52	196.0	285.52
0.711	773.75	4.83	12	197.7	1.005965292	2.8575	4.261	42	3.844	0.098504977	32.79	201.0	233.79
0.608	198.08	1.47	39	16.0	3.399077996	3.4468	3.728	6	2.622	3.909561493	14.29	326.0	340.29
0.633	582.32	3.24	37	12.8	1.571097466	9.0995	0.268	46	3.655	3.996380604	56.43	423.0	479.43
0.732	338.47	1.50	56	140.0	2.133789886	0.9282	2.252	45	2.375	1.943671097	26.01	179.0	205.01
0.990	523.25	3.95	64	177.3	0.195875633	7.0763	4.653	21	2.415	1.7457504	77.50	152.0	229.50
0.387	285.45	0.97	44	60.3	1.039030214	3.3962	3.217	33	0.909	0.458415386	66.11	73.0	139.11
0.855	251.03	2.46	52	153.1	2.47738826	9.2349	2.533	35	3.442	3.232586694	22.53	314.0	336.53
0.191	479.19	4.45	67	44.9	3.570691663	2.1642	4.672	28	3.876	1.525447186	77.16	122.0	199.16
0.512	278.70	4.24	97	141.6	2.07802526	8.4907	2.864	42	1.326	1.608818659	85.70	445.0	530.70
0.126	644.25	1.88	28	65.0	4.591372759	3.1171	1.221	8	0.324	1.57194029	21.70	435.0	456.70
0.517	199.32	0.85	69	173.6	3.929239671	1.7457	4.417	6	0.122	2.141524034	3.95	62.0	65.95
0.756	37.30	3.25	92	28.0	1.753431739	6.6765	3.908	48	3.898	1.755989604	85.41	235.0	320.41
0.486	397.38	4.81	48	9.1	1.524137013	2.8763	0.379	9	1.129	2.726879987	12.68	320.0	332.68
0.198	137.63	1.73	60	20.9	0.620815582	9.3414	2.108	8	3.159	1.757738499	10.47	12.0	22.47
0.293	118.10	0.15	94	151.8	1.547422529	6.3553	4.392	6	0.189	3.698410111	76.87	241.0	317.87
0.171	153.75	0.74	22	149.7	1.00469438	3.1910	1.988	11	2.206	2.589261316	34.53	347.0	381.53
0.858	388.44	4.15	26	179.4	2.681673261	6.5647	1.650	24	4.526	3.014964925	28.38	273.0	301.38
0.329	7.05	0.06	14	67.7	4.099401043	5.4518	4.274	17	1.334	2.264388463	87.42	95.0	182.42
0.681	319.10	2.04	91	4.3	3.623156187	8.1455	4.909	26	1.248	3.940430713	75.29	75.0	150.29
0.953	434.58	1.88	28	178.2	3.789029173	8.3672	1.578	31	1.540	1.91306076	66.89	287.0	353.89
0.626	456.77	4.52	30	73.0	4.67129807	3.6870	3.453	8	1.131	0.906992387	59.82	39.0	98.82
0.581	656.69	2.36	19	33.4	0.120599691	9.3582	2.918	20	1.783	3.507900089	42.03	185.0	227.03
0.020	422.02	2.23	80	84.2	3.600044592	8.1793	0.881	36	1.122	4.43212714	45.38	323.0	368.38
0.929	40.80	4.33	21	87.1	2.167822253	4.9351	0.820	34	1.515	4.835385037	12.32	116.0	128.32
0.816	340.04	2.69	52	79.7	2.33613334	9.6623	3.951	38	4.203	3.760214662	87.85	251.0	338.85
0.686	471.99	1.51	93	124.4	4.07742036	5.3272	3.332	6	1.136	3.908915785	32.93	198.0	230.93
0.901	123.65	3.69	13	188.7	3.712640972	2.5067	4.009	13	2.924	4.97846085	76.44	260.0	336.44
0.001	711.35	1.12	11	109.0	0.090721276	4.6168	1.210	45	3.622	1.317445575	57.48	38.0	95.48
0.531	171.15	0.49	46	145.8	2.201178252	0.2092	0.508	49	1.075	4.003640231	72.46	236.0	308.46
0.512	634.54	4.06	83	94.0	4.183710056	2.2994	1.028	42	1.005	3.897094879	44.93	490.0	534.93
0.475	797.55	1.24	16	99.9	3.212055716	4.7636	4.632	47	1.339	2.694463014	72.31	451.0	523.31
0.952	504.20	0.34	82	32.4	2.880069965	9.5057	4.387	37	4.832	2.663512497	60.65	384.0	444.65
0.401	99.37	1.66	25	11.5	0.38642899	7.4590	3.626	37	3.631	4.735484628	26.74	399.0	425.74
0.232	468.06	3.08	46	188.6	1.973427688	5.5285	2.552	46	3.774	1.488943993	12.81	45.0	57.81
0.490	632.11	0.42	1	10.8	1.603203443	7.0985	2.755	25	2.221	2.05253112	15.99	59.0	74.99
0.265	688.61	4.16	95	12.0	1.930124452	5.6200	2.572	8	2.517	2.256543446	69.75	181.0	250.75
0.962	98.14	2.15	42	111.0	4.409525953	7.0122	3.515	29	1.205	4.532397991	27.82	326.0	353.82
0.518	591.34	1.82	64	124.8	2.837492865	0.8345	2.840	15	3.846	2.07511454	99.71	434.0	533.71
0.254	372.79	0.82	60	93.4	2.429276225	5.2504	3.297	28	4.206	2.625513305	21.11	22.0	43.11
0.936	679.55	2.76	22	39.5	4.494616101	5.0600	4.629	50	3.549	1.652418085	12.99	434.0	446.99
0.427	699.09	1.70	31	30.5	3.818193318	2.5430	0.401	37	1.941	2.524489395	67.56	10.0	77.56
0.250	417.47	3.62	87	140.8	0.042975226	1.3236	0.981	11	2.183	3.061187663	69.67	487.0	556.67
0.031	184.72	1.41	96	180.7	4.81482957	0.2201	3.661	36	4.848	2.546337382	47.37	260.0	307.37
0.757	474.62	2.09	13	8.9	4.570457266	2.3607	1.389	31	4.335	2.684436669	65.85	399.0	464.85
0.854	161.45	1.91	87	56.4	1.127829199	0.8257	3.583	38	1.275	1.865661786	6.45	135.0	141.45
0.714	110.86	4.01	60	156.8	4.447696364	3.7479	4.088	13	2.649	1.255233591	48.71	53.0	101.71
0.763	51.28	3.51	0	17.7	4.560031406	7.5337	0.794	7	1.184	1.40403308	27.89	166.0	193.89
0.397	56.40	1.41	93	138.2	2.495156691	0.2298	2.209	38	2.683	0.481039535	92.19	218.0	310.19
0.101	158.41	2.43	44	47.4	3.968650713	7.7732	4.413	45	4.246	4.179875249	12.43	2.0	14.43
0.826	691.88	3.35	46	175.0	1.66828906	0.4322	0.964	29	3.129	4.604645031	5.22	150.0	155.22
0.511	554.22	0.92	60	150.0	3.836139354	1.4750	4.871	22	2.180	1.237047967	26.14	499.0	525.14
0.022	338.61	0.19	32	108.7	3.154845643	2.1950	3.696	31	0.986	1.451795452	24.07	93.0	117.07
0.418	97.62	1.28	92	173.7	0.169052096	0.3672	1.822	39	2.577	0.102535531	98.29	470.0	568.29
0.221	175.56	4.70	93	1.7	3.208616261	7.8731	2.539	5	2.258	4.624900096	13.17	40.0	53.17
0.451	53.21	4.73	14	114.7	4.206333596	4.6978	4.937	35	0.360	3.1971011	16.45	106.0	122.45
0.328	161.20	4.90	62	25.3	1.037430411	5.1646	4.536	23	2.877	3.567402895	79.60	13.0	92.60
0.066	129.14	4.32	97	23.4	1.523889283	5.8257	4.562	37	4.420	0.378128503	44.15	151.0	195.15
0.130	95.54	4.34	10	95.1	0.302862301	4.1965	2.821	32	3.157	2.978743899	34.41	478.0	512.41
0.255	71.24	3.95	59	76.5	1.771532089	9.2667	0.883	7	1.267	0.089522505	6.85	231.0	237.85
0.789	476.44	3.27	99	196.5	1.111193542	6.3268	0.542	41	0.451	2.499098296	18.09	157.0	175.09
0.151	300.62	0.97	81	63.9	1.40656366	2.3977	1.555	8	0.414	4.673361046	71.89	340.0	411.89
0.037	94.72	4.05	13	163.7	1.157734243	7.4504	0.720	8	0.888	1.65805227	48.42	19.0	67.42
0.290	760.04	1.62	99	5.2	1.372533346	6.9238	1.825	38	1.871	1.600678516	70.84	271.0	341.84
0.652	301.89	1.77	10	191.9	4.479205583	8.3803	0.808	24	1.126	3.790400424	4.85	53.0	57.85
0.158	434.72	0.15	60	118.6	3.883846091	6.1141	2.920	25	2.259	1.928309491	74.61	146.0	220.61
0.756	640.48	1.11	18	14.8	3.871259285	6.0829	2.722	42	3.808	2.018720574	4.66	127.0	131.66
0.067	706.66	1.45	74	105.4	1.685967723	7.3074	4.948	34	0.449	2.536416741	46.89	355.0	401.89
0.892	527.57	2.20	96	115.8	1.811659047	5.7710	4.803	40	0.652	2.289651697	77.98	36.0	113.98
0.516	66.31	1.99	2	74.0	3.262045403	2.6244	0.883	19	0.585	4.781626063	20.07	377.0	397.07
0.307	351.98	1.06	3	192.3	0.288931566	1.8204	2.690	26	1.298	0.487633473	21.88	133.0	154.88
0.402	656.97	0.20	31	52.0	3.246110918	5.6418	3.357	17	2.112	1.963260946	91.75	334.0	425.75
0.442	675.50	0.12	66	64.0	3.766556555	3.7065	4.345	15	0.314	2.251935515	52.54	201.0	253.54
0.041	58.39	3.61	4	126.7	3.566026109	4.7143	3.998	41	0.749	1.056957719	9.49	265.0	274.49
0.553	539.03	2.14	39	65.1	2.722364824	0.0291	4.250	14	2.502	3.867040642	77.03	411.0	488.03
0.707	225.33	1.40	69	139.2	3.972455073	0.3094	0.001	38	4.866	2.883855714	13.64	138.0	151.64
0.480	596.41	4.00	83	71.5	0.589611748	8.7176	0.659	31	4.229	1.918663399	19.73	194.0	213.73
0.099	289.74	4.54	60	84.9	1.704682962	0.4968	1.022	25	4.566	3.65291403	64.90	480.0	544.90
0.063	739.08	4.60	9	56.8	0.824519087	5.8091	0.457	48	3.476	1.117824941	71.67	338.0	409.67
0.828	238.06	4.89	38	47.5	3.054838225	1.6830	1.700	41	3.854	3.06023974	85.45	243.0	328.45
0.350	653.67	0.17	47	64.1	3.808347487	2.4342	0.486	21	2.175	3.466202953	95.33	484.0	579.33
0.146	191.94	3.40	91	107.2	3.992406371	2.0263	2.502	14	2.058	3.035386841	56.95	242.0	298.95
0.084	742.07	3.58	17	2.9	4.887444966	8.0473	3.234	29	4.205	4.325422707	58.15	212.0	270.15
0.804	410.78	4.16	17	197.0	3.577289472	8.4309	4.020	13	2.234	0.657379138	86.26	343.0	429.26
0.104	223.39	2.10	68	127.1	1.803503095	5.5125	4.915	31	1.693	0.792115825	16.36	269.0	285.36
0.759	625.09	3.87	96	12.9	4.962805031	8.1046	2.506	26	1.064	4.878620333	99.73	173.0	272.73
0.123	0.01	0.97	19	165.3	2.010229969	1.4884	3.170	45	2.942	1.205193797	40.06	409.0	449.06
0.853	471.88	1.29	11	79.8	3.040517654	0.4343	4.611	48	4.264	0.954667555	98.78	468.0	566.78
0.085	461.29	3.25	3	62.6	3.720633944	5.6146	1.160	13	3.413	0.20753178	31.29	28.0	59.29
0.304	259.07	3.28	56	8.0	4.683101602	8.4891	0.087	5	4.373	0.086003445	6.74	58.0	64.74
0.101	268.38	0.11	72	25.0	2.707835952	6.2063	1.071	8	2.812	1.401906236	27.66	40.0	67.66
0.031	193.51	3.43	57	91.9	0.008867033	3.2489	2.462	10	4.873	3.779654542	83.81	422.0	505.81
0.572	167.10	1.88	80	198.7	2.660706185	5.7514	2.283	29	1.435	0.918232785	47.15	296.0	343.15
0.214	478.12	4.03	59	107.1	0.025272101	4.8437	3.612	34	1.852	4.219905583	49.47	80.0	129.47
0.443	575.05	4.88	76	2.0	1.139992069	5.1757	2.118	37	0.281	1.700434267	4.90	301.0	305.90
0.848	692.60	3.64	58	28.2	4.76075339	0.5281	1.777	20	3.117	2.472955983	34.73	356.0	390.73
0.980	405.83	1.13	1	100.5	1.818623591	7.7386	2.117	29	4.215	2.603103544	35.53	473.0	508.53
0.151	329.49	3.88	22	154.6	4.280134919	6.2650	3.675	11	0.159	1.339672218	15.77	29.0	44.77
0.675	109.50	0.03	52	20.9	0.144391378	8.3199	2.880	50	4.962	4.86133726	60.68	140.0	200.68
0.083	265.40	4.15	83	33.9	4.846437874	8.9110	3.964	50	2.078	4.645905884	60.76	425.0	485.76
0.972	370.58	4.81	18	34.7	2.683585826	5.7320	2.737	46	3.733	2.80184861	95.32	388.0	483.32
0.405	519.45	2.78	25	39.7	1.327487626	3.0291	1.078	49	0.032	1.120835941	4.01	472.0	476.01
0.799	325.73	2.46	43	11.6	1.145987065	1.2310	2.785	19	4.777	4.884516766	9.31	334.0	343.31
0.647	689.47	2.79	35	134.0	0.496291235	5.2008	0.506	22	3.769	1.484339616	52.07	417.0	469.07
0.363	630.75	0.01	79	1.1	0.389530978	2.4310	4.168	30	3.280	1.934206008	15.57	122.0	137.57
0.400	212.81	2.48	74	89.8	3.306490494	3.0774	1.220	38	1.931	1.954197299	13.45	496.0	509.45
0.256	489.94	1.14	2	74.2	3.474712368	0.5512	0.190	11	0.893	3.730616958	7.91	259.0	266.91
0.267	621.84	1.37	48	63.9	3.260087847	7.6666	2.893	24	4.652	4.945212198	40.48	362.0	402.48
0.664	127.79	0.73	42	19.8	1.21749793	0.2783	4.977	12	4.138	1.955272194	1.33	159.0	160.33
0.795	272.39	3.74	62	10.3	0.125235792	3.4904	1.805	25	1.789	3.317919717	70.56	125.0	195.56
0.596	679.15	4.63	69	126.8	4.797502652	5.8089	0.499	25	4.071	2.892676678	96.32	461.0	557.32
0.952	423.90	4.77	87	44.7	4.06511642	3.1172	3.022	20	1.757	0.239121805	38.69	414.0	452.69
0.444	594.16	2.32	29	175.2	3.230775481	1.2661	3.411	23	1.732	2.262183238	67.01	431.0	498.01
0.767	642.18	4.15	20	102.6	1.70811708	1.6938	0.577	22	3.977	4.831942879	35.15	304.0	339.15
0.626	507.23	0.29	34	157.7	0.622575215	7.0436	2.551	39	2.351	3.735637158	0.08	293.0	293.08
0.868	150.14	3.95	90	103.9	2.068826687	0.8125	2.234	5	3.020	1.312014546	62.46	147.0	209.46
0.133	74.96	3.74	30	191.7	0.449960264	0.0381	1.025	31	1.841	4.279758476	12.08	40.0	52.08
0.229	106.54	1.32	42	11.2	2.903595602	8.9707	3.663	21	1.679	4.802548515	13.41	403.0	416.41
0.344	706.57	3.68	73	186.7	3.112407087	9.3081	1.473	6	1.216	3.158214233	33.10	81.0	114.10
0.224	219.89	0.47	90	39.1	1.828153858	4.7245	3.621	19	4.356	3.513407119	32.11	500.0	532.11
0.802	212.72	4.86	97	82.2	4.955596296	8.2370	1.733	43	2.649	2.165745746	77.51	111.0	188.51
0.708	85.04	3.69	95	195.2	1.478714976	7.1068	4.796	22	1.189	3.088311468	99.21	323.0	422.21
0.963	218.22	4.60	44	44.6	2.974778693	5.3693	1.921	46	1.588	1.882314411	62.55	126.0	188.55
0.449	277.47	3.64	84	175.6	2.347522878	5.1315	3.740	35	2.804	4.957964998	72.81	450.0	522.81
0.384	538.45	0.40	57	11.0	4.968555539	9.9350	3.279	36	2.370	4.086406391	38.06	304.0	342.06
0.651	505.66	1.06	41	87.3	1.110219669	4.5442	1.214	20	4.974	2.104113251	17.62	216.0	233.62
0.406	456.82	2.88	44	96.1	2.381794616	0.1096	4.530	29	1.991	2.32086665	36.68	41.0	77.68
0.094	253.41	0.27	67	34.9	1.609700727	3.3331	3.621	32	1.018	1.209897019	47.93	352.0	399.93
0.015	372.29	3.00	60	180.3	2.41642143	7.0360	1.784	16	2.520	3.196735052	6.36	85.0	91.36
0.364	486.06	0.56	32	89.6	0.198689692	0.1979	2.519	44	0.931	0.872169835	72.11	269.0	341.11
0.263	372.29	1.38	60	196.2	4.446784506	8.7383	1.544	34	1.032	4.499082277	17.15	67.0	84.15
0.978	510.08	3.54	15	26.7	1.909666263	3.9588	1.747	37	4.361	0.500575149	86.52	489.0	575.52
0.335	321.29	3.71	74	183.6	2.836255704	9.9814	0.136	48	3.271	3.106923588	46.70	73.0	119.70
0.444	450.73	4.12	18	135.4	4.691897509	7.9310	1.309	5	1.097	4.883622138	21.57	499.0	520.57
0.222	751.50	0.56	14	66.2	4.896504673	8.1792	4.692	36	0.038	4.684677642	11.39	335.0	346.39
0.032	558.42	1.47	19	3.0	3.599816716	1.3345	4.097	30	4.853	4.43481462	88.74	39.0	127.74
0.327	592.72	1.36	95	97.9	2.731250061	2.9270	0.793	5	4.657	3.237843533	6.34	148.0	154.34
0.489	690.50	3.84	43	122.9	0.182989059	7.6419	2.447	20	2.575	1.236819235	13.66	83.0	96.66
0.411	157.21	4.70	93	177.9	0.766973763	7.3091	0.783	8	2.078	2.986303912	78.92	499.0	577.92
0.354	652.50	2.06	33	16.8	3.277445163	7.4187	4.868	5	2.888	1.64760274	98.15	306.0	404.15
0.422	674.06	0.49	13	172.3	4.648706361	2.3520	1.562	32	4.141	4.993342241	51.49	142.0	193.49
0.817	727.11	0.50	38	193.9	3.687922014	4.4730	4.870	7	0.167	4.386133899	31.09	145.0	176.09
0.276	478.01	2.80	47	81.9	0.699455792	4.1180	3.453	37	0.746	0.277007725	6.92	455.0	461.92
0.386	373.78	1.94	89	197.1	2.718796472	9.7209	0.070	24	2.856	2.786392618	28.95	324.0	352.95
0.021	347.99	2.85	89	123.4	2.585671539	6.2292	2.613	45	4.466	3.356162897	90.61	191.0	281.61
0.153	604.72	3.53	82	163.2	0.366989078	6.1955	4.717	30	0.504	2.163103069	99.67	433.0	532.67
0.316	5.69	2.21	35	176.4	3.873953973	2.3096	3.407	29	1.594	1.149005991	41.31	385.0	426.31
0.038	531.79	3.19	25	58.7	0.539559429	6.8645	2.730	40	1.076	2.744066394	24.01	168.0	192.01
0.347	348.67	4.60	94	161.1	4.205751091	1.4798	0.887	14	4.092	4.303372028	37.45	112.0	149.45
0.321	491.06	4.58	20	103.0	2.228447964	5.8681	3.968	14	0.473	1.008092977	58.09	400.0	458.09
0.104	269.72	3.13	32	135.4	4.833589754	1.7076	1.604	5	3.546	2.493036278	22.10	273.0	295.10
0.215	577.45	1.92	33	179.7	3.690063967	1.9482	1.474	34	3.687	2.81783461	96.09	409.0	505.09
0.093	475.26	4.50	90	135.2	4.847252619	4.7595	2.641	26	3.050	2.13191449	90.96	83.0	173.96
0.610	176.61	2.07	24	77.6	2.485036228	5.5645	0.456	42	1.971	0.621544924	4.97	250.0	254.97
0.640	641.96	3.47	59	136.4	2.766030956	9.5226	2.021	11	3.880	4.912430889	32.12	457.0	489.12
0.387	448.87	4.99	19	51.6	3.957425487	0.2893	0.898	44	4.108	4.02327682	25.61	157.0	182.61
0.526	667.04	1.20	52	118.2	0.63132644	9.4000	4.971	45	3.962	0.122358218	72.46	276.0	348.46
0.319	89.84	0.95	32	148.5	2.322016747	4.4640	4.170	5	0.735	2.199937534	59.99	374.0	433.99
0.976	395.27	1.81	80	59.3	2.040473423	3.7012	0.378	30	2.549	2.052116286	2.66	400.0	402.66
0.438	376.65	2.47	60	148.7	2.298107913	1.0431	2.037	41	2.558	3.536792936	71.56	340.0	411.56
0.944	490.91	0.36	60	135.7	2.884714188	1.0079	0.469	41	1.857	4.772639143	68.45	419.0	487.45
0.907	655.78	3.68	45	113.6	0.132118443	2.1888	2.265	6	0.455	4.41408847	57.12	14.0	71.12
0.433	519.76	3.23	26	194.4	4.121418148	6.9362	3.162	24	4.201	3.669278469	29.93	210.0	239.93
0.223	38.35	3.43	14	186.2	0.022024922	1.1330	3.498	23	4.389	2.171635275	89.99	482.0	571.99
0.779	70.40	1.29	4	35.2	1.180875635	5.3231	1.020	23	1.938	1.083298311	2.64	414.0	416.64
0.108	790.93	1.99	76	95.8	3.747483671	5.8226	0.398	26	2.965	1.253822436	10.53	397.0	407.53
0.367	67.62	1.08	39	136.5	3.781071262	2.0268	3.383	45	4.365	2.860072798	70.31	150.0	220.31
0.661	14.68	3.98	30	107.4	4.319390721	8.8788	0.060	40	3.462	3.742804217	56.54	333.0	389.54
0.721	34.01	3.42	1	96.0	0.786492675	0.8081	3.314	9	2.105	4.914679851	37.90	196.0	233.90
0.290	40.47	0.35	62	133.7	4.715651849	1.2076	2.962	38	2.747	0.080343684	42.59	299.0	341.59
0.684	321.27	2.85	80	40.0	2.882419184	1.1307	3.477	5	2.692	1.141355824	56.90	26.0	82.90
0.229	644.52	3.45	19	184.2	2.076996946	2.7698	1.239	50	0.381	4.701085472	36.14	365.0	401.14
0.753	714.14	0.09	13	120.7	0.581382518	5.0729	0.011	11	3.958	3.242784106	50.08	121.0	171.08
0.181	542.53	3.72	75	177.9	1.265944443	3.4657	1.403	5	3.772	3.071585505	78.49	369.0	447.49
0.205	726.81	1.72	19	139.1	0.486614739	4.0685	0.387	46	1.278	4.284571841	82.87	426.0	508.87
0.133	730.96	2.36	38	60.9	3.011684565	3.3529	1.465	28	4.837	0.958258941	60.26	186.0	246.26
0.679	425.32	3.45	91	137.0	0.730650332	6.7177	1.295	47	2.864	2.95754014	41.69	136.0	177.69
0.740	112.58	0.16	1	50.1	4.227789898	7.9616	3.424	7	4.096	0.193098881	65.29	488.0	553.29
0.201	138.32	3.30	17	121.5	2.271012471	0.4169	2.545	45	3.951	0.540652558	83.10	459.0	542.10
0.516	139.98	0.57	39	61.1	2.423526122	6.8798	0.827	12	3.214	1.590510592	81.70	120.0	201.70
0.387	677.04	2.33	94	70.1	0.138164146	3.2122	0.414	22	2.891	1.954776035	78.22	414.0	492.22
0.851	372.96	4.41	8	113.6	4.901495204	7.6381	1.435	34	0.885	3.359912308	88.39	73.0	161.39
0.914	413.60	0.83	71	179.8	1.580312604	2.2831	1.012	47	1.327	3.80080422	55.35	237.0	292.35
0.181	739.92	4.55	24	36.7	1.101151394	9.3072	0.461	38	4.535	3.888859087	88.61	213.0	301.61
0.317	248.85	1.70	59	42.9	3.182038902	4.3011	4.368	14	1.957	2.989193715	5.37	390.0	395.37
0.440	277.77	3.14	37	18.8	1.679125908	9.8976	3.168	7	4.241	4.12251866	33.49	88.0	121.49
0.157	466.78	2.51	51	199.5	4.687353905	9.5701	2.472	44	3.939	1.684468625	61.19	413.0	474.19
0.013	702.94	4.33	35	0.4	3.237694531	0.2137	4.996	36	3.116	3.852289283	13.14	139.0	152.14
0.971	778.21	0.70	79	44.4	0.130237613	4.9098	3.406	13	3.495	1.737303354	6.42	66.0	72.42
0.526	47.19	2.95	38	39.3	4.258473709	6.2225	4.704	31	4.363	3.987886691	85.60	487.0	572.60
0.584	35.74	3.75	72	172.9	3.087581579	5.1466	4.647	12	1.114	2.278944929	84.56	135.0	219.56
0.041	663.29	2.04	95	149.9	2.278162351	6.2819	3.485	35	2.081	2.23234045	66.88	261.0	327.88
0.310	302.27	4.25	15	61.3	0.481528662	5.8686	4.282	38	0.581	2.233650399	97.49	12.0	109.49
0.969	305.11	2.94	93	69.3	1.11577603	5.6319	0.584	36	3.996	2.472481545	7.18	233.0	240.18
0.917	785.50	4.02	65	82.1	3.383938954	1.6054	2.337	45	1.690	1.917008248	8.89	208.0	216.89
0.730	261.10	0.89	78	152.4	4.751435786	5.2353	2.000	14	3.088	1.309120953	60.62	430.0	490.62
0.931	751.75	3.24	72	79.8	3.728635011	5.3226	3.544	17	4.400	2.593721045	20.89	472.0	492.89
