N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
0.122	796.04	4.98	28	113.0	474.8017767	8.0831	4.977	17	1.734	2.097150473	3.52	119.0	949.6035533
0.033	299.21	3.79	83	17.3	217.0933892	1.0735	2.840	23	1.811	2.49105096	1.35	47.0	434.1867783
0.641	389.86	0.68	87	89.3	0.959805259	3.7716	3.384	47	4.721	3.99709929	1.79	184.0	1.919610518
0.084	778.05	2.09	18	191.0	69.13129164	7.9116	4.490	8	1.102	4.856529076	2.70	196.0	138.2625833
0.295	790.08	3.16	24	66.8	154.0791092	0.7959	4.031	24	1.450	3.816748813	1.31	185.0	308.1582185
0.694	796.46	0.87	97	34.4	373.9137265	5.8525	0.396	5	3.602	0.700103348	2.59	160.0	747.827453
0.490	622.67	1.26	64	97.8	3.03393458	5.4162	2.068	29	0.808	1.531239191	3.53	143.0	6.06786916
0.080	707.87	4.79	51	20.0	362.4096014	0.3130	4.636	21	4.891	3.395176298	3.69	125.0	724.8192029
0.364	256.46	1.72	56	49.0	227.5237245	9.4148	4.297	11	0.343	3.638608094	4.16	189.0	455.0474491
0.741	348.12	0.83	85	6.7	315.8065346	5.5466	4.836	40	4.077	0.560457984	4.91	198.0	631.6130692
0.631	245.13	0.22	88	40.6	330.092143	3.1543	2.619	14	4.233	4.44827413	4.09	90.0	660.184286
0.412	791.01	1.73	52	34.3	69.77292143	4.8822	4.860	40	4.064	3.124525093	4.76	118.0	139.5458429
0.328	267.07	3.72	8	181.9	312.2396186	6.1291	2.227	28	4.413	0.181517915	0.99	174.0	624.4792373
0.397	451.04	2.55	92	94.1	166.1664516	5.8088	3.373	18	0.651	3.856105603	4.30	54.0	332.3329032
0.862	665.56	4.87	91	99.0	368.0727962	2.1136	4.161	27	1.113	1.664701609	3.33	45.0	736.1455925
0.144	519.61	0.34	67	59.6	198.930341	1.9800	0.456	33	0.352	4.912385309	1.91	6.0	397.8606821
0.946	50.18	3.96	69	141.8	461.036408	4.0348	0.543	14	1.483	4.036309234	4.20	71.0	922.072816
0.882	735.79	3.50	34	48.4	61.10444181	4.4036	0.805	9	0.681	2.062726158	0.35	155.0	122.2088836
0.428	48.57	3.09	64	84.9	270.605093	3.1937	4.088	26	0.695	3.560839128	3.85	107.0	541.2101859
0.843	294.54	2.23	58	50.6	63.04329549	7.2883	2.757	31	3.458	4.721410869	2.71	77.0	126.086591
0.568	23.81	2.02	29	75.1	412.7017698	0.9649	0.791	27	1.421	4.305572769	1.02	35.0	825.4035396
0.357	434.00	1.74	19	176.8	13.8501905	9.4143	4.547	49	3.853	1.515746639	3.46	185.0	27.700381
0.742	181.36	4.98	25	4.7	361.0140477	9.9379	0.233	5	1.280	2.806570363	4.66	68.0	722.0280955
0.518	482.20	4.41	38	156.0	135.0821989	3.6371	1.642	16	0.429	4.589579742	0.64	14.0	270.1643978
0.480	548.96	1.15	73	15.5	96.70978319	5.7062	3.960	6	2.235	3.519825548	1.81	156.0	193.4195664
0.766	769.33	4.34	77	15.7	42.66535921	3.3175	3.853	24	3.313	1.608895833	1.29	43.0	85.33071842
0.850	696.19	1.37	48	5.0	121.0355548	6.8790	3.898	50	4.137	4.772290488	1.23	192.0	242.0711095
0.544	622.06	4.52	92	78.9	173.412299	4.0499	3.983	41	2.458	3.419658444	0.69	187.0	346.8245981
0.854	261.40	1.58	14	68.6	96.43375843	3.6200	4.203	48	3.940	3.499079777	1.30	65.0	192.8675169
0.530	230.45	4.42	89	92.5	23.91333387	2.5953	3.368	18	4.725	0.539191163	1.53	14.0	47.82666775
0.445	222.42	2.70	99	1.5	5.491181772	5.3028	0.965	34	4.877	1.936562528	4.66	53.0	10.98236354
0.232	601.98	4.00	31	18.5	269.474977	4.7768	2.101	39	3.173	1.728058841	0.22	77.0	538.949954
0.634	413.22	0.87	70	40.8	150.0713179	9.5193	1.901	24	4.866	2.270623124	4.17	164.0	300.1426359
0.280	394.23	4.03	97	74.6	195.3587884	9.8658	4.162	45	4.928	3.988573926	4.39	150.0	390.7175769
0.069	556.77	2.34	73	11.1	45.65955081	5.8987	4.330	44	4.543	3.892588641	4.94	187.0	91.31910161
0.381	459.92	3.98	52	194.4	64.76901354	5.1520	3.462	20	4.708	3.287437902	4.32	64.0	129.5380271
0.233	390.95	4.98	74	53.2	222.6299334	6.5874	0.722	22	2.902	3.079410923	4.20	32.0	445.2598668
0.096	659.38	2.45	24	87.2	279.4307172	0.2726	1.157	46	1.775	4.96987181	3.50	175.0	558.8614343
0.043	138.01	2.52	98	70.1	303.7908636	3.6770	2.237	9	3.566	3.496797512	1.53	35.0	607.5817273
0.785	169.92	0.66	48	109.4	136.8612762	9.2521	2.914	6	2.729	0.190787078	4.53	105.0	273.7225525
0.003	78.00	1.44	23	171.8	225.1437535	3.9759	0.556	12	0.959	1.888536337	4.42	187.0	450.287507
0.281	182.21	2.51	13	111.7	416.3962017	1.8025	0.950	8	3.475	0.756658241	4.85	13.0	832.7924034
0.717	215.29	1.75	18	106.6	287.9063975	1.2050	3.276	12	4.423	4.400517359	4.41	6.0	575.8127949
0.739	189.06	0.22	67	154.1	305.7908172	9.2801	1.611	28	2.222	1.378686353	3.75	76.0	611.5816343
0.616	366.37	1.88	37	63.6	336.6219625	7.1642	4.234	40	4.667	3.378401706	1.23	184.0	673.243925
0.289	445.70	2.15	58	185.3	366.8031249	7.8618	2.641	15	2.587	2.460338753	1.61	35.0	733.6062497
0.799	338.70	3.51	98	133.1	376.4594244	3.3220	3.007	15	1.831	3.847472243	3.36	26.0	752.9188488
0.016	510.50	1.74	88	183.0	91.70521914	1.9263	4.921	45	0.265	4.877363763	3.27	92.0	183.4104383
0.264	647.53	3.17	20	58.5	395.5540818	5.1267	0.878	5	0.065	1.444390252	4.23	76.0	791.1081636
0.787	8.30	3.40	43	28.8	38.31627151	3.5061	1.969	17	0.898	4.399660513	3.41	169.0	76.63254301
0.287	665.21	3.94	62	134.1	269.643338	7.5928	0.153	14	4.483	1.616052744	4.52	16.0	539.286676
0.336	56.73	0.26	62	18.6	235.9163377	3.6696	2.849	24	0.428	3.110485198	0.58	40.0	471.8326753
0.858	548.60	4.97	26	96.1	24.27045566	5.7313	4.638	17	0.262	0.945514307	4.93	72.0	48.54091131
0.220	69.18	3.09	10	30.8	167.0412706	8.2807	1.713	7	1.703	4.773702729	4.69	3.0	334.0825412
0.661	652.82	3.77	11	155.8	48.93358392	8.4177	0.983	33	4.753	2.461972326	4.77	184.0	97.86716784
0.139	618.91	1.06	95	147.1	346.3491817	7.0476	4.140	40	1.104	2.401093928	0.48	82.0	692.6983634
0.877	161.28	0.97	42	182.2	16.69676885	9.6207	1.907	20	3.949	2.223097341	2.36	174.0	33.3935377
0.800	231.15	3.87	5	64.1	489.4890085	8.1160	2.518	8	3.576	4.231844762	4.51	59.0	978.9780171
0.134	148.11	2.05	12	6.1	414.9222625	0.7175	0.685	14	4.110	3.033289982	4.02	116.0	829.844525
0.081	524.09	3.36	74	48.3	61.51274078	3.7564	1.189	50	2.770	4.078560237	3.48	41.0	123.0254816
0.566	293.61	2.70	13	120.9	127.419215	9.5353	4.737	46	1.235	4.748685314	4.38	189.0	254.8384299
0.545	401.22	2.51	96	53.8	364.2273748	4.6407	4.526	17	0.720	0.866043343	2.96	5.0	728.4547495
0.234	162.44	3.94	93	50.3	136.4653006	1.1569	1.169	43	1.566	3.685490142	3.26	85.0	272.9306012
0.736	144.30	0.10	97	160.4	147.721883	5.6835	4.834	15	3.234	4.566589474	0.01	89.0	295.443766
0.076	356.44	2.94	15	188.7	299.9348379	5.3942	1.353	25	4.860	2.797013569	0.22	156.0	599.8696758
0.872	412.41	4.06	42	12.5	390.7809363	4.9628	3.393	38	2.114	3.315401887	0.91	154.0	781.5618726
0.677	483.36	3.46	57	169.8	93.11148499	2.5416	1.089	22	3.302	1.286727757	2.74	56.0	186.22297
0.930	439.97	2.31	95	108.7	271.4937364	2.7889	3.945	47	0.944	4.289982747	4.30	155.0	542.9874729
0.329	200.80	3.85	52	20.4	45.55381612	3.6809	2.394	27	1.167	0.317683975	1.35	137.0	91.10763225
0.720	636.93	2.08	67	39.3	133.5875227	8.6748	1.517	15	0.567	4.746118131	3.79	62.0	267.1750454
0.098	667.09	3.50	13	155.1	305.6354212	3.2668	3.804	25	1.232	0.834663701	0.14	58.0	611.2708424
0.238	354.56	1.29	29	169.8	289.6886048	8.0508	2.853	41	2.372	3.799871252	3.08	193.0	579.3772095
0.771	648.70	1.13	33	46.1	163.6326124	1.3615	4.850	46	0.604	1.816633081	1.36	88.0	327.2652247
0.799	207.26	1.29	3	22.4	297.5192622	2.7508	4.668	49	4.146	1.077638637	2.81	4.0	595.0385243
0.068	434.96	4.85	98	114.2	240.7482098	7.0380	1.637	12	0.961	2.133599676	3.42	76.0	481.4964196
0.311	200.62	4.60	4	149.7	280.5956809	1.7292	0.062	17	3.710	1.032813459	4.49	69.0	561.1913619
0.327	753.50	4.20	78	51.5	466.5870629	9.0890	1.532	28	1.645	3.240726457	1.17	166.0	933.1741257
0.859	658.82	1.89	85	127.9	137.1342142	3.3418	2.834	16	4.971	1.194302328	0.21	160.0	274.2684285
0.180	768.62	3.49	85	46.6	267.6426691	2.2727	0.979	15	1.391	1.729058315	4.42	6.0	535.2853382
0.415	774.10	2.51	57	169.9	175.6301212	7.4814	0.689	43	1.757	1.157500966	2.81	160.0	351.2602425
0.734	281.52	4.66	23	128.3	83.57372908	5.6611	1.919	13	2.328	4.487302716	0.20	54.0	167.1474582
0.432	796.11	0.97	98	15.5	428.9675819	2.1890	4.061	36	1.140	3.998877267	4.54	35.0	857.9351638
0.758	238.14	3.61	51	94.5	24.66791986	2.6053	2.289	7	3.432	1.124893132	3.52	42.0	49.33583972
0.148	318.47	2.59	7	141.4	258.7842836	4.9841	3.478	36	0.396	2.861759188	0.24	59.0	517.5685672
0.532	666.74	4.15	5	197.2	449.5159709	5.3085	0.173	12	1.276	4.402633848	0.12	163.0	899.0319417
0.501	709.30	1.88	80	127.7	186.314749	1.0227	2.018	37	1.055	0.36378476	3.80	60.0	372.6294979
0.708	734.05	4.29	8	163.1	459.8269277	8.5281	1.720	43	3.867	1.483077706	1.05	9.0	919.6538553
0.637	255.10	0.95	97	193.1	443.4608526	5.2354	4.582	19	4.905	2.606729975	4.31	121.0	886.9217051
0.896	488.50	0.12	98	190.9	332.9575958	5.0069	2.031	8	2.191	2.499827521	0.93	51.0	665.9151917
0.392	510.45	3.22	70	71.8	299.5482226	1.4064	4.332	39	0.702	2.906673244	4.14	157.0	599.0964453
0.748	526.35	3.15	58	28.0	391.0819158	5.9672	4.205	17	1.228	0.328463333	2.97	10.0	782.1638315
0.277	681.94	0.05	13	18.1	495.6441332	9.8883	4.501	33	1.686	2.956004099	0.99	56.0	991.2882663
0.428	168.93	3.74	98	114.9	175.4621426	9.3279	3.749	11	3.998	4.681643926	2.58	167.0	350.9242853
0.516	190.64	2.85	40	134.2	76.70268859	8.1907	2.324	12	1.677	3.447417583	3.33	196.0	153.4053772
0.791	624.06	4.62	22	49.5	116.4715105	4.5977	3.424	34	4.840	2.190598872	2.24	162.0	232.943021
0.780	745.81	0.05	86	82.5	120.257161	4.3665	2.295	19	1.690	2.652325341	4.97	0.0	240.5143219
0.853	328.55	1.93	89	76.3	355.7106299	8.5181	2.391	25	4.696	2.329699688	4.18	54.0	711.4212597
0.257	776.75	3.99	2	165.3	447.8500426	0.9717	3.694	6	0.357	0.774501606	4.95	111.0	895.7000853
0.978	390.26	0.47	97	7.1	7.429389247	8.9508	1.853	27	2.456	2.968522886	2.82	40.0	14.85877849
0.697	181.97	4.14	58	25.3	251.5553619	5.6974	2.400	6	0.315	1.905484373	0.61	90.0	503.1107238
0.360	765.96	2.80	24	63.0	119.2895969	5.7212	4.930	38	3.586	1.442159025	0.36	9.0	238.5791938
0.431	542.07	0.44	54	135.4	470.630851	5.8880	2.616	28	1.967	4.499992294	2.21	112.0	941.261702
0.901	148.61	1.84	53	111.9	322.4942307	7.0877	0.322	45	1.429	3.694117851	4.72	92.0	644.9884613
0.506	390.55	0.95	29	5.5	62.57545604	8.5107	4.505	34	1.927	1.438329255	3.98	66.0	125.1509121
0.812	743.37	2.54	15	199.1	115.883348	1.3130	4.238	25	2.544	4.313219708	3.91	139.0	231.766696
0.242	638.57	4.18	42	64.6	211.3760438	4.1163	1.437	11	3.712	1.306968246	0.84	174.0	422.7520876
0.595	239.23	1.15	58	120.8	391.0493316	4.2470	1.296	48	2.683	0.22454975	1.86	58.0	782.0986633
0.720	234.19	3.07	87	144.5	488.3219267	1.8432	2.854	11	1.667	3.720575586	2.38	34.0	976.6438534
0.433	16.29	1.74	6	57.9	487.4552136	9.9781	4.480	35	3.764	4.726468628	0.56	152.0	974.9104272
0.287	440.42	3.18	65	66.8	398.2329603	3.3045	4.619	7	3.219	0.783829695	0.44	32.0	796.4659206
0.052	274.40	1.02	48	136.8	429.8399354	7.6832	4.185	34	4.513	1.345177408	3.49	17.0	859.6798709
0.567	631.10	2.74	91	133.2	304.8209374	9.8518	1.785	10	1.976	1.37576283	3.41	67.0	609.6418749
0.837	455.01	2.75	58	134.6	284.5728064	4.5721	0.835	18	2.416	1.010672354	0.04	69.0	569.1456128
0.063	689.81	3.25	64	54.4	54.1664284	1.6442	3.339	42	2.448	3.616120715	0.69	110.0	108.3328568
0.324	519.64	3.40	58	137.5	394.8375549	2.6856	1.642	45	4.770	4.607923908	3.90	25.0	789.6751098
0.452	367.12	4.53	4	71.1	453.5250002	9.6560	0.349	20	4.530	1.747068065	3.36	108.0	907.0500004
0.494	3.14	0.92	98	114.1	75.10512099	6.8909	1.527	16	4.495	0.504623832	4.16	89.0	150.210242
0.710	745.92	4.06	74	157.6	129.4126517	7.8345	4.712	10	2.342	2.070362743	1.24	171.0	258.8253033
0.894	359.21	3.32	82	123.5	425.8721276	1.8131	2.522	6	1.210	3.946267462	1.15	138.0	851.7442551
0.049	306.37	1.80	50	82.5	289.1617148	0.6736	4.125	16	3.734	2.283467639	3.35	148.0	578.3234296
0.868	352.96	2.26	79	2.7	173.3696408	7.7634	2.600	17	4.688	2.113440967	4.16	22.0	346.7392816
0.123	339.94	2.76	39	181.7	221.4057829	6.8031	2.207	18	4.794	4.080110544	4.63	185.0	442.8115658
0.654	258.26	0.61	92	69.8	389.8260156	8.2848	2.169	33	0.907	2.270062694	2.87	83.0	779.6520312
0.495	448.93	1.52	73	37.8	159.0306477	1.6164	3.180	47	3.856	4.746584296	2.65	93.0	318.0612953
0.586	733.90	2.05	6	182.6	71.10187022	4.7660	1.066	33	2.815	3.949338947	0.00	198.0	142.2037404
0.314	693.49	0.00	73	139.6	286.3696372	2.0180	4.809	17	2.365	2.187323149	0.87	40.0	572.7392745
0.660	666.17	4.18	5	161.5	139.7679989	3.6533	2.314	34	1.777	0.083205341	1.72	8.0	279.5359979
0.829	320.63	1.81	51	68.3	79.26592756	0.4746	3.514	16	0.922	2.392846443	4.92	152.0	158.5318551
0.346	559.57	4.92	87	99.3	244.5647149	6.5480	2.906	37	4.550	0.77943151	2.39	91.0	489.1294298
0.748	276.98	0.94	41	29.7	268.8648623	6.9295	4.784	47	2.983	0.834963269	2.54	69.0	537.7297245
0.241	364.53	0.03	15	138.0	473.4888447	8.2320	0.846	24	4.202	2.559360323	1.73	89.0	946.9776894
0.135	435.68	1.19	50	150.2	429.8520098	3.8094	2.261	39	3.299	0.676964154	4.47	20.0	859.7040195
0.728	411.44	4.99	38	114.5	439.621464	5.1490	2.181	36	1.957	1.364945635	4.43	37.0	879.242928
0.924	190.25	3.30	92	150.9	213.6430232	1.0966	4.391	41	0.264	0.199139483	0.53	183.0	427.2860464
0.040	79.97	1.62	75	15.2	369.6371115	7.9013	0.676	44	3.806	4.633346158	1.30	96.0	739.274223
0.911	494.66	2.84	98	46.5	15.3616411	6.6762	3.125	35	1.934	0.695035773	4.38	163.0	30.7232822
0.238	179.64	4.11	63	15.6	2.613227249	1.9502	0.318	11	4.368	1.98494992	1.83	52.0	5.226454497
0.935	691.66	1.03	96	119.1	407.3620625	7.2015	0.086	16	1.297	0.920826766	2.09	33.0	814.7241249
0.691	249.34	0.03	45	27.4	455.3692332	2.0945	3.791	16	0.110	3.705129678	4.56	14.0	910.7384664
0.408	293.87	2.87	53	27.0	96.87134137	2.6197	1.778	20	4.635	1.822801239	2.83	145.0	193.7426827
0.550	569.86	1.53	64	98.2	488.4804123	7.7096	4.508	35	2.591	2.405333663	2.83	77.0	976.9608246
0.892	239.36	4.06	4	37.1	206.2734029	5.5915	1.689	23	1.400	1.546944436	4.42	142.0	412.5468058
0.423	733.85	3.38	31	197.2	311.9841169	4.3468	2.941	26	1.341	2.55936355	1.54	6.0	623.9682338
0.734	355.85	4.08	10	89.0	9.884065358	1.8550	2.364	47	3.538	3.508532628	4.84	187.0	19.76813072
0.515	368.65	2.07	3	153.3	417.9062951	3.6396	0.090	46	4.120	3.85745631	0.30	27.0	835.8125902
0.325	481.30	0.87	96	89.0	110.822545	0.7424	3.759	41	0.855	2.098737942	0.72	88.0	221.6450901
0.560	726.59	3.01	21	186.5	32.70916114	5.8738	1.396	22	1.258	0.563844882	3.14	139.0	65.41832228
0.181	792.49	3.07	30	16.0	212.8772815	8.0335	1.428	9	4.931	3.471219375	2.65	22.0	425.754563
0.560	147.47	4.52	52	160.8	306.5969217	5.6345	4.490	7	1.212	2.400277051	4.39	68.0	613.1938434
0.532	506.21	1.91	37	193.2	323.3708376	3.0957	3.634	40	1.329	0.179774038	4.38	72.0	646.7416751
0.903	734.44	4.09	14	88.0	354.9498185	9.6645	2.894	40	2.023	0.64297829	3.79	171.0	709.8996371
0.116	699.09	0.43	43	34.6	484.0932776	9.1468	4.945	16	3.758	0.657973156	1.75	160.0	968.1865552
0.257	629.88	4.13	15	45.5	93.12593286	2.4564	1.033	6	0.947	1.404798255	3.02	50.0	186.2518657
0.558	323.14	2.16	91	65.9	24.52876089	7.9268	4.622	34	1.269	3.771705874	0.27	171.0	49.05752178
0.889	490.36	4.89	16	91.2	206.9756021	2.1857	0.894	32	1.545	3.29461245	3.59	87.0	413.9512042
0.199	139.23	4.83	51	144.9	433.3156686	2.0678	3.174	33	1.702	2.523414027	4.06	89.0	866.6313371
0.352	119.43	2.70	14	149.4	7.068641376	5.4330	0.049	36	0.150	4.959322094	2.85	172.0	14.13728275
0.690	181.71	4.31	82	15.4	479.7534072	3.6091	2.735	15	2.145	3.708891632	1.35	31.0	959.5068144
0.953	369.46	1.41	88	149.2	347.1798762	5.4771	0.517	34	1.885	0.716018237	2.35	50.0	694.3597523
0.474	309.80	3.44	86	190.7	167.5122195	3.3305	3.601	25	0.729	3.294220875	0.97	75.0	335.0244391
0.838	45.05	0.55	13	126.7	459.9706647	3.6585	4.718	17	0.415	4.40383597	1.05	114.0	919.9413294
0.587	461.71	3.49	5	37.1	163.6165445	4.2935	4.453	14	3.668	0.377781961	4.86	81.0	327.2330889
0.418	651.53	2.99	32	89.1	367.5508249	8.4783	4.637	43	0.561	4.17891177	1.78	17.0	735.1016499
0.583	121.71	3.78	53	189.0	321.7496238	1.2559	1.394	17	4.663	3.75091971	1.19	51.0	643.4992476
0.632	188.49	0.08	92	95.3	231.9908817	5.7430	2.925	16	3.211	2.164686495	1.19	59.0	463.9817635
0.821	762.28	2.63	11	66.2	192.2372812	0.1927	2.465	44	3.337	2.415145273	0.89	23.0	384.4745625
0.917	675.88	4.17	9	170.2	489.718483	0.7597	1.059	27	2.139	2.511867631	2.75	15.0	979.436966
0.136	574.35	3.87	62	0.7	395.8910825	0.2893	1.156	29	1.549	3.299968688	4.89	169.0	791.7821649
0.090	589.26	0.50	34	149.6	328.1601787	4.2954	0.127	34	4.982	2.384529926	1.74	194.0	656.3203574
0.585	640.98	0.62	38	33.9	487.9699845	6.7338	2.915	49	3.116	1.851484015	1.98	30.0	975.9399691
0.060	374.47	1.57	91	33.4	36.93564714	8.2368	4.757	38	1.269	4.796642865	3.89	53.0	73.87129429
0.895	85.07	2.11	37	198.9	327.8448828	3.0000	3.727	21	1.266	4.557425173	1.27	12.0	655.6897657
0.818	510.17	2.10	54	136.0	0.993809261	3.2648	3.735	29	0.328	1.829673052	1.93	76.0	1.987618523
0.859	740.50	2.73	13	103.8	422.9212257	7.2451	2.784	8	4.669	1.704555934	1.58	145.0	845.8424513
0.248	147.61	2.84	45	122.8	4.980399937	7.2211	2.351	6	1.925	0.422629063	1.46	195.0	9.960799875
0.936	575.31	0.77	91	128.9	453.4328715	7.0630	3.911	9	0.676	1.709298012	2.89	90.0	906.865743
0.393	494.97	4.43	19	39.5	15.68144795	9.7466	3.226	6	0.119	1.38718426	1.55	129.0	31.3628959
0.039	481.04	2.79	94	45.0	375.1737106	3.8145	2.403	29	1.863	0.218739148	1.22	6.0	750.3474213
0.582	785.81	4.66	88	192.9	231.484402	3.0662	2.914	12	2.111	2.70237145	0.86	122.0	462.968804
0.933	393.29	3.27	75	91.5	96.03395316	1.4027	4.580	18	2.437	3.961672126	4.72	0.0	192.0679063
0.079	416.53	0.07	23	167.9	4.835154893	6.5200	0.199	32	3.187	1.536351564	2.11	95.0	9.670309785
0.647	174.03	2.07	9	119.6	9.924968291	6.7374	4.211	35	3.917	1.219617048	0.09	65.0	19.84993658
0.617	747.16	2.07	40	125.7	104.7478632	8.8504	3.948	42	2.781	2.301019488	2.89	192.0	209.4957264
0.732	755.11	3.47	79	56.6	423.574618	1.4239	0.271	29	4.235	4.396817173	2.74	45.0	847.149236
0.696	459.63	3.30	79	41.1	383.7549009	1.5246	2.214	12	2.022	3.406462348	1.54	160.0	767.5098018
0.090	725.05	4.70	18	56.1	9.083794327	9.4772	0.593	16	0.438	2.087317238	4.05	170.0	18.16758865
0.358	652.91	3.15	58	133.0	307.8751476	8.7182	3.219	29	1.752	1.411592638	0.77	95.0	615.7502952
0.066	596.55	0.41	50	23.6	356.6021448	5.0972	0.446	26	2.896	4.502168596	0.60	107.0	713.2042896
0.751	270.19	1.50	75	101.4	344.3260638	4.7583	3.829	42	2.034	3.350984565	0.92	117.0	688.6521276
0.616	614.66	1.76	44	5.6	94.52579328	8.0587	4.639	34	4.578	1.698659969	4.79	104.0	189.0515866
0.092	623.28	4.87	36	35.6	52.70206763	8.4515	4.651	5	0.896	1.004139036	0.73	158.0	105.4041353
0.843	178.98	3.77	32	162.9	453.7523128	8.6981	4.618	12	2.035	2.92403562	3.95	115.0	907.5046256
0.769	762.99	3.23	90	39.7	259.8762052	4.2579	0.637	47	4.197	1.922206012	0.40	12.0	519.7524105
0.090	657.79	1.12	29	114.9	318.0475339	2.4034	4.226	47	3.532	3.914171497	0.88	173.0	636.0950679
0.223	746.59	0.75	39	42.1	373.3277294	3.6736	4.326	23	4.895	0.148130939	4.66	178.0	746.6554587
0.417	199.86	4.67	5	94.7	10.72068913	1.9650	4.751	43	2.396	3.88028574	0.70	159.0	21.44137826
0.020	163.45	0.53	68	46.2	127.8415221	3.9580	0.869	36	1.558	3.985626465	0.62	195.0	255.6830442
0.677	426.11	0.33	28	126.4	174.2154032	8.5784	4.852	48	1.836	1.202305331	4.69	87.0	348.4308065
0.775	154.04	1.62	70	163.3	358.6312152	9.5621	3.756	17	0.483	4.75633443	0.34	153.0	717.2624305
0.948	608.11	4.54	92	8.9	18.71375205	9.7954	2.084	31	4.809	3.268112657	0.24	161.0	37.42750411
0.613	782.57	2.81	50	62.2	306.4116782	9.2625	3.109	45	2.504	3.5712601	3.23	33.0	612.8233564
0.427	441.87	4.09	36	77.1	384.8458274	8.8447	1.730	38	3.743	0.94991442	0.84	129.0	769.6916548
0.420	607.62	0.04	92	59.1	185.947376	7.6534	3.618	26	4.179	1.637503382	1.24	101.0	371.8947521
0.093	709.90	0.13	70	180.4	447.0554178	6.0133	4.226	34	4.601	4.044073231	4.59	141.0	894.1108356
0.270	222.24	1.19	32	27.1	453.7681816	2.8887	2.314	44	2.839	1.033199598	1.94	116.0	907.5363631
0.423	26.27	3.72	1	38.6	106.0768816	9.1487	3.339	26	1.632	0.947353087	0.25	174.0	212.1537632
0.698	502.90	1.31	63	136.3	21.85052927	3.1208	2.816	19	1.588	3.812514259	2.53	107.0	43.70105854
0.104	344.63	1.10	24	160.0	318.7138177	9.5239	1.207	28	2.916	4.800890581	3.58	94.0	637.4276354
0.539	566.47	1.36	15	116.9	236.8572609	7.1948	0.588	26	0.581	3.735460667	3.81	84.0	473.7145217
0.800	386.97	2.09	75	113.3	422.3658644	4.9431	3.501	19	2.678	4.591405527	0.29	150.0	844.7317289
0.481	501.37	4.23	5	77.1	179.1350517	1.5243	4.440	16	2.128	3.197057292	4.11	156.0	358.2701034
0.880	606.62	0.31	73	166.9	88.45181535	2.4804	4.070	23	4.456	2.603936268	4.50	164.0	176.9036307
0.533	793.93	4.12	90	80.6	355.8860023	0.8654	0.563	29	0.410	0.159268439	4.20	169.0	711.7720045
0.306	523.88	2.59	5	86.9	243.1132542	7.4639	4.003	11	3.794	3.199593927	4.72	16.0	486.2265084
0.829	92.95	3.54	99	185.1	367.3590539	9.1779	2.738	50	0.809	1.418804413	1.65	48.0	734.7181078
0.081	255.68	1.95	63	73.2	399.8500079	3.5900	1.148	35	0.004	4.713049965	4.15	73.0	799.7000157
0.770	574.19	2.33	39	105.8	64.49630109	2.3444	3.671	48	1.868	4.593491888	0.13	138.0	128.9926022
0.299	379.64	3.83	55	180.3	190.6616537	8.9577	3.177	33	1.299	2.505474048	3.17	83.0	381.3233074
0.590	383.57	1.54	63	41.1	158.967317	9.1323	1.964	31	0.284	0.54458083	4.68	55.0	317.934634
0.280	448.75	4.51	15	151.0	205.9750123	8.5211	2.728	12	4.381	3.686430902	3.19	189.0	411.9500247
0.362	446.88	3.61	11	20.4	55.46127678	5.9898	1.188	20	0.290	3.239919866	4.42	152.0	110.9225536
0.777	100.78	4.13	14	173.3	409.3637899	8.1294	3.837	26	2.356	4.317109415	2.62	55.0	818.7275799
0.904	360.77	2.32	73	106.4	280.7171393	2.1989	0.192	14	3.045	4.730949464	0.26	103.0	561.4342787
0.214	451.07	3.12	41	65.5	40.02983076	2.1121	0.211	28	4.108	1.714949379	0.55	35.0	80.05966152
0.876	298.63	1.66	48	115.0	391.6491921	2.6941	3.642	44	1.699	0.660707499	1.81	136.0	783.2983842
0.019	682.23	0.81	14	106.0	209.3408922	3.0354	1.293	39	0.676	2.081748813	4.30	104.0	418.6817844
0.413	143.27	1.33	13	87.6	105.6244968	8.2433	1.282	20	0.774	2.14856978	4.66	148.0	211.2489937
0.269	205.37	1.85	94	148.7	385.7331964	1.7530	4.479	14	3.773	4.942966073	4.32	180.0	771.4663928
0.576	325.75	1.58	58	13.1	419.5947957	7.4433	0.023	25	4.916	2.539556792	1.88	38.0	839.1895913
0.156	437.82	2.02	17	74.3	450.4719455	6.6681	0.179	47	3.842	1.918146307	2.78	92.0	900.9438911
0.491	551.78	4.13	26	61.1	30.00408737	7.4979	3.214	27	0.830	2.362330644	2.79	150.0	60.00817474
0.673	332.02	2.25	77	58.1	322.5596185	3.6674	2.394	16	2.429	4.009161565	2.83	140.0	645.119237
0.251	764.14	3.43	14	153.8	284.794937	7.3680	4.567	37	2.185	3.694131353	2.35	8.0	569.5898739
0.809	553.56	4.59	87	73.0	91.37539343	5.7377	4.450	18	0.339	2.524826709	1.94	60.0	182.7507869
0.959	712.81	3.99	87	47.9	254.9856829	9.1294	0.407	42	1.977	0.368554554	4.84	152.0	509.9713658
0.629	450.86	3.36	27	141.7	487.6530309	9.2983	0.822	10	2.335	3.197278201	1.49	58.0	975.3060618
0.639	393.62	4.06	92	128.4	61.36427342	9.9514	2.616	17	2.032	0.306753467	4.24	166.0	122.7285468
