FSC.H	SSC.H	FL1.H	FL2.H	FL3.H	FL4.H	Y
136	147	0	141.4285736	7.377403736	255.4816437	3
118	347	0	213.3214264	104.5132217	236.1595001	5
393	84	0	189.75	131.5637054	42.93809128	3
240	135	116.6785736	272.25	18.44351006	296.2728271	2
111	50	0	20.0357151	134.0228424	194.2948608	3
130	87	120.2142868	241.6071472	51.64182663	310.2276917	3
151	65	0	36.5357132	98.36538696	136.3284302	3
134	51	0	53.0357132	200.4194641	235.0860443	3
263	139	182.6785736	142.6071472	190.5829315	0	5
424	110	0	0	163.5324554	218.9842529	3
133	70	133.1785736	160.2857208	99.59495544	330.623291	3
169	91	7.071428776	182.6785736	188.1237946	199.6621246	3
162	42	358.2857056	0	478.3016968	203.9559326	5
207	93	199.1785736	201.5357208	111.890625	109.4921265	5
61	34	0	0	17.21394157	231.8656921	3
150	101	176.7857208	128.4642792	145.0889435	267.2896118	3
198	104	0	133.1785736	260.6682739	206.102829	3
360	126	200.3571472	774.3214111	616.0132446	765.37146	1
112	102	0	0	143.859375	108.4186783	3
236	58	87.2142868	133.1785736	4.918269157	202.8824768	3
161	39	0	95.4642868	2.459134579	214.6904449	3
66	52	0	0	0	191.0745087	3
221	130	87.2142868	225.1071472	323.3761902	205.0293884	2
159	170	312.3214417	330	274.193512	288.758667	1
190	84	0	48.32143021	180.7463989	158.8709412	3
1022	728	398.3571472	438.4285583	472.1538391	499.155304	1
67	37	0	27.1071434	14.75480747	132.0346222	3
268	167	0	134.3571472	150.0072174	251.1878204	2
184	127	0	104.8928604	115.5793304	449.7764893	2
416	144	22.3928566	206.25	124.1862946	201.809021	2
149	101	609.3214111	162.6428528	734.0516968	293.0524597	5
234	128	552.75	0	629.5384521	281.2444763	5
434	103	14.14285755	102.5357132	0	0	3
242	179	0	63.6428566	0	264.0692444	3
305	79	559.8214111	0	495.515625	254.4081879	5
65	14	47.1428566	165	249.6021576	212.5435486	3
244	133	126.1071396	71.89286041	38.11658478	265.1427002	3
142	80	0	69.5357132	127.875	242.6002045	3
106	118	553.9285889	298.1785583	731.5925293	245.8205719	5
103	80	0	249.8571472	98.36538696	148.1364136	3
159	75	513.8571167	242.7857208	659.0480957	232.9391327	5
226	279	167.3571472	304.0714417	141.400238	317.7418823	4
256	80	68.35713959	115.5	104.5132217	355.3126831	3
153	155	300.5357056	245.1428528	196.7307739	234.0125885	2
580	187	175.6071472	744.8571167	655.359375	806.1626587	1
524	132	106.0714264	0	81.15144348	261.9223633	2
60	234	97.82142639	133.1785736	125.415863	261.9223633	2
139	98	129.6428528	161.4642792	145.0889435	211.4700928	3
204	113	0	108.4285736	66.39663696	249.0409241	3
229	88	0	22.3928566	143.859375	114.8593903	3
93	68	438.4285583	0	485.6790771	323.1091309	2
158	57	0	0	0	247.9674683	3
208	125	157.9285736	0	0	207.1762848	3
91	94	2.357142925	0	108.2019196	294.1259155	3
112	89	71.89286041	45.9642868	237.306488	408.985321	3
325	96	516.2142944	0	536.0913696	278.0241394	5
203	114	75.42857361	243.9642792	54.10095978	247.9674683	3
209	71	170.8928528	81.32142639	147.5480804	284.4648438	3
132	173	54.2142868	93.10713959	67.62620544	186.7806854	3
216	417	242.7857208	287.5714417	311.0805359	291.9790039	4
446	161	113.1428604	234.5357208	89.75841522	16.10178375	5
342	86	583.3928833	93.10713959	565.6009521	302.7135315	5
154	277	226.2857208	258.1071472	274.193512	358.5330505	4
511	109	57.75	658.8214111	529.9434814	773.9591064	1
118	40	20.0357151	0	0	135.2549896	3
82	41	0	202.7142792	161.0733185	132.0346222	3
179	260	267.5357056	312.3214417	247.1430359	355.3126831	4
105	264	312.3214417	319.3928528	135.2524109	343.5047302	4
297	97	101.3571396	208.6071472	72.54447174	289.8321228	2
139	107	222.75	299.3571472	228.6995239	187.8541412	2
97	187	0	106.0714264	109.431488	311.3011475	3
221	121	0	192.1071472	8.606970787	0	3
153	99	117.8571396	552.75	708.2307739	661.246582	1
282	164	222.75	324.1071472	129.1045685	299.4931946	1
231	132	111.9642868	255.75	49.18269348	333.8436584	2
232	102	163.8214264	53.0357132	68.8557663	310.2276917	3
151	66	533.8928833	0	727.9038696	241.5267639	5
299	180	0	9.428571701	88.52884674	120.2266541	3
82	96	29.4642849	51.8571434	118.0384598	188.927597	3
438	111	58.92856979	273.4285583	49.18269348	84.80272675	5
139	64	522.1071167	200.3571472	666.4254761	137.401886	5
201	117	18.8571434	0	138.9411011	333.8436584	3
154	208	241.6071472	345.3214417	146.318512	224.3515167	4
217	133	29.4642849	255.75	15.984375	237.2329559	3
74	146	0	0	0	210.396637	3
503	139	614.0357056	111.9642868	659.0480957	197.515213	5
86	37	0	96.64286041	0	256.5550842	3
247	263	340.6071472	337.0714417	275.4230652	341.3578186	4
205	130	28.2857151	606.9642944	622.1610718	706.331604	1
205	78	509.1428528	48.32143021	694.7055054	283.3913879	5
218	514	66	299.3571472	193.0420685	252.2612762	4
87	135	0	48.32143021	0	236.1595001	3
145	52	38.8928566	0	0	202.8824768	3
111	122	37.7142868	182.6785736	150.0072174	184.6337891	3
94	36	0	0	44.26442337	54.74606323	3
74	110	0	160.2857208	0	256.5550842	3
347	73	572.7857056	128.4642792	649.2115479	35.42392349	5
139	55	0	154.3928528	14.75480747	194.2948608	3
136	71	0	43.6071434	240.9951935	0	3
278	186	83.67857361	130.8214264	2.459134579	291.9790039	2
342	66	220.3928528	93.10713959	13.52523994	59.03987503	5
125	82	0	199.1785736	0	250.1143799	3
129	152	255.75	284.0357056	90.9879837	246.8940125	2
292	128	70.7142868	0	97.13581848	461.5844727	2
135	206	115.5	87.2142868	132.7932739	231.8656921	5
92	61	0	140.25	170.9098511	165.3116455	3
96	175	76.60713959	0	30.73918343	226.4984283	3
112	82	529.1785889	0	750.0360718	254.4081879	5
270	113	155.5714264	97.82142639	46.72355652	301.6400757	3
252	97	518.5714111	0	693.4759521	287.6852112	5
171	112	64.82142639	185.0357208	167.2211609	392.8835144	2
92	66	0	0	120.4975967	0	3
207	100	0	0	63.9375	427.2340088	3
103	82	17.6785717	63.6428566	0	259.7754517	3
300	96	606.9642944	0	688.5576782	180.3399811	5
70	38	42.42856979	187.3928528	0	223.2780762	3
402	95	592.8214111	0	590.1923218	106.2717743	5
176	198	247.5	276.9642944	324.6057739	284.4648438	4
76	104	103.7142868	186.2142792	121.7271652	201.809021	3
309	124	0	223.9285736	7.377403736	276.9506836	3
246	104	113.1428604	207.4285736	148.7776489	298.4197388	2
267	137	90.75	48.32143021	0	331.6967468	3
296	200	142.6071472	223.9285736	146.318512	197.515213	5
221	130	198	213.3214264	161.0733185	310.2276917	2
127	63	95.4642868	83.67857361	116.8088913	279.0975952	3
429	108	615.2142944	199.1785736	655.359375	198.5886688	5
224	131	60.1071434	114.3214264	0	311.3011475	3
214	133	84.85713959	155.5714264	0	370.3410339	2
181	81	543.3214111	28.2857151	574.2079468	163.1647491	5
339	79	1.178571463	0	119.2680283	235.0860443	3
208	99	54.2142868	670.6071167	659.0480957	702.0377808	1
183	153	93.10713959	103.7142868	162.302887	125.5939102	5
306	194	144.9642792	111.9642868	164.7620239	268.3630676	2
416	87	141.4285736	0	197.9603424	246.8940125	5
103	100	0	0	120.4975967	181.4134369	3
425	98	616.3928833	9.428571701	704.5420532	185.7072449	5
79	32	89.57142639	0	0	256.5550842	3
417	108	155.5714264	142.6071472	157.384613	617.2350464	1
140	93	160.2857208	132	162.302887	294.1259155	3
158	106	226.2857208	221.5714264	163.5324554	307.0073547	2
212	91	0	0	152.4663391	143.8426056	3
197	218	235.7142792	285.2142944	244.6838989	311.3011475	4
60	28	0	0	0	213.6170044	3
59	28	77.7857132	2.357142925	97.13581848	178.1930695	3
444	96	141.4285736	700.0714111	580.3557739	720.286438	1
256	110	29.4642849	680.0357056	661.5072021	719.2130127	1
114	31	0	106.0714264	165.9915924	20.39559364	3
91	43	146.1428528	289.9285583	17.21394157	376.7817383	3
334	113	31.8214283	0	292.6370239	216.8373566	3
242	117	535.0714111	0	558.2235718	227.5718842	5
359	94	586.9285889	24.75	592.6514282	105.1983185	5
120	125	76.60713959	187.3928528	147.5480804	268.3630676	3
62	12	136.7142792	0	194.271637	213.6170044	3
72	53	0	193.2857208	169.6802826	0	3
272	236	239.25	325.2857056	272.9639282	301.6400757	4
138	95	78.9642868	0	161.0733185	352.0923462	3
472	103	635.25	172.0714264	630.7680054	205.0293884	5
81	224	0	90.75	0	266.216156	3
154	38	0	0	78.69230652	231.8656921	3
197	116	77.7857132	149.6785736	0	19.32213974	3
237	130	588.1071167	152.0357208	644.2932739	145.989502	5
723	310	529.1785889	280.5	720.5264282	399.3242493	1
252	137	104.8928604	183.8571472	162.302887	294.1259155	2
263	150	89.57142639	232.1785736	233.6177826	249.0409241	2
183	103	149.6785736	219.2142792	29.50961494	448.7030334	2
122	59	54.2142868	56.57143021	75.0036087	207.1762848	3
152	276	279.3214417	368.8928528	201.6490326	376.7817383	4
414	100	584.5714111	101.3571396	592.6514282	179.2665253	5
308	62	22.3928566	665.8928833	571.7487793	676.2749023	1
107	212	0	247.5	135.2524109	134.1815338	5
446	87	582.2142944	0	672.5733032	197.515213	5
242	97	0	22.3928566	8.606970787	266.216156	3
112	95	0	23.5714283	110.6610565	167.4585571	3
343	199	117.8571396	165	206.5673065	437.9685059	1
340	63	41.25	195.6428528	125.415863	17.17523575	3
102	24	35.3571434	61.2857132	212.7151489	239.3798523	3
66	68	9.428571701	0	44.26442337	140.6222382	3
204	93	133.1785736	165	143.859375	261.9223633	3
149	94	102.5357132	75.42857361	87.29927826	291.9790039	3
208	129	49.5	10.60714245	216.4038391	309.1542358	3
173	97	117.8571396	15.3214283	188.1237946	0	3
117	154	104.8928604	133.1785736	18.44351006	343.5047302	3
135	92	0	0	0	141.695694	3
434	82	594	110.7857132	606.1766968	122.373558	5
228	119	100.1785736	579.8571167	659.0480957	758.9307251	1
202	104	25.9285717	476.1428528	586.5036011	696.6705322	1
100	35	5.892857075	36.5357132	0	235.0860443	3
412	155	499.7142944	485.5714417	705.7716064	705.2581177	1
265	69	49.5	16.5	0	270.5099792	3
211	109	40.07143021	12.96428585	86.06970978	288.758667	3
83	36	49.5	0	0	135.2549896	3
105	129	0	129.6428528	137.7115326	254.4081879	3
111	29	9.428571701	42.42856979	95.90625	169.6054535	3
195	134	76.60713959	247.5	194.271637	340.2843628	2
189	66	50.67856979	223.9285736	43.03485489	223.2780762	3
166	90	66	78.9642868	76.23316956	193.221405	3
190	102	221.5714264	219.2142792	292.6370239	369.2675781	2
314	111	384.2142944	629.3571167	614.7836304	670.9076538	1
412	149	70.7142868	648.2142944	618.4723511	748.196228	1
238	104	569.25	108.4285736	748.8065186	13.95487976	5
72	40	0	147.3214264	174.5985565	284.4648438	3
249	116	28.2857151	150.8571472	46.72355652	293.0524597	3
152	67	533.8928833	206.25	681.1802979	240.4533081	5
116	25	87.2142868	139.0714264	92.21754456	186.7806854	3
97	29	25.9285717	64.82142639	140.1706696	105.1983185	3
179	124	28.2857151	153.2142792	118.0384598	285.5382996	3
204	150	0	0	258.209137	283.3913879	3
209	67	20.0357151	126.1071396	213.9447174	297.346283	3
270	158	93.10713959	88.39286041	30.73918343	382.1490173	2
59	49	83.67857361	0	132.7932739	261.9223633	3
278	101	21.2142849	0	38.11658478	109.4921265	3
175	96	0	55.3928566	82.38101196	79.43547058	3
328	134	43.6071434	17.6785717	227.4699554	104.1248703	5
256	114	88.39286041	179.1428528	34.42788315	203.9559326	3
138	247	232.1785736	420.75	111.890625	303.7869873	4
286	61	0	0	17.21394157	0	3
106	155	0	267.5357056	67.62620544	180.3399811	3
134	52	50.67856979	208.6071472	25.82091331	114.8593903	3
106	49	0	50.67856979	116.8088913	133.108078	3
69	31	0	110.7857132	90.9879837	229.7187805	3
337	185	556.2857056	623.4642944	789.3822021	689.1563721	1
289	68	41.25	585.75	593.8809814	661.246582	1
123	131	177.9642792	469.0714417	527.484375	587.1784058	1
298	156	156.75	226.2857208	57.78966522	318.8153076	2
233	134	0	0	177.0576935	245.8205719	3
494	220	274.6071472	339.4285583	41.80529022	120.2266541	5
332	75	558.6428833	0	639.375	0	5
204	85	81.32142639	162.6428528	419.2824402	106.2717743	5
177	42	0	0	145.0889435	89.09653473	3
434	103	150.8571472	187.3928528	191.8125	285.5382996	2
397	218	278.1428528	195.6428528	245.9134674	191.0745087	5
72	50	0	153.2142792	31.96875	0	3
424	104	608.1428833	233.3571472	582.8148804	384.2958984	1
224	208	542.1428833	278.1428528	700.8533936	303.7869873	1
324	119	95.4642868	0	234.8473511	206.102829	5
333	108	109.6071396	181.5	67.62620544	335.9905701	2
117	72	140.25	307.6071472	253.290863	419.7198181	2
78	15	0	80.14286041	0	191.0745087	3
137	121	153.2142792	139.0714264	119.2680283	254.4081879	3
289	125	132	0	0	0	3
312	66	557.4642944	114.3214264	580.3557739	118.0797501	5
271	184	129.6428528	149.6785736	207.796875	188.927597	5
220	95	109.6071396	156.75	118.0384598	169.6054535	3
150	91	110.7857132	536.25	597.5697021	708.4785156	1
81	47	0	0	122.9567337	0	3
234	146	43.6071434	3.535714388	62.70793152	343.5047302	3
67	20	0	141.4285736	0	264.0692444	3
117	145	136.7142792	326.4642944	83.61058044	355.3126831	2
142	77	0	0	115.5793304	197.515213	3
160	218	162.6428528	278.1428528	276.6526489	384.2958984	4
79	51	0	0	0	202.8824768	3
307	120	180.3214264	71.89286041	140.1706696	329.5498352	2
156	59	139.0714264	0	130.334137	362.8268738	3
170	70	51.8571434	74.25	65.16706848	286.6117554	3
288	140	67.17857361	242.7857208	56.56009674	229.7187805	2
99	102	12.96428585	173.25	38.11658478	330.623291	3
226	114	126.1071396	117.8571396	255.75	234.0125885	5
154	43	8.25	0	233.6177826	74.06820679	3
127	93	130.8214264	238.0714264	220.0925446	357.4595947	2
365	173	636.4285889	147.3214264	649.2115479	159.9443817	5
129	47	41.25	163.8214264	220.0925446	282.3179321	3
191	71	272.25	102.5357132	361.4927979	338.1374512	2
121	89	97.82142639	199.1785736	49.18269348	0	3
215	117	0	398.3571472	569.2896729	680.5687256	1
167	95	167.3571472	293.4642944	256.9795532	396.1038818	2
77	101	0	58.92856979	0	221.1311646	3
124	78	562.1785889	137.8928528	609.8653564	319.8887634	5
178	127	107.25	127.2857132	0	50.45225525	3
239	169	146.1428528	109.6071396	121.7271652	374.6348267	2
270	75	78.9642868	8.25	162.302887	295.1993713	3
110	46	0	170.8928528	76.23316956	252.2612762	3
379	315	295.8214417	386.5714417	259.4386902	377.8551941	1
381	81	572.7857056	166.1785736	585.2740479	156.7240295	5
60	201	5.892857075	0	111.890625	213.6170044	3
210	107	25.9285717	94.2857132	30.73918343	229.7187805	3
128	144	60.1071434	176.7857208	0	249.0409241	3
170	81	134.3571472	22.3928566	78.69230652	16.10178375	3
64	23	76.60713959	143.7857208	56.56009674	242.6002045	3
180	316	311.1428528	377.1428528	324.6057739	422.9401855	1
142	52	93.10713959	10.60714245	75.0036087	313.4480591	3
304	88	73.07142639	58.92856979	199.1899109	148.1364136	3
67	195	0	48.32143021	138.9411011	278.0241394	3
104	41	0	0	56.56009674	239.3798523	3
357	147	111.9642868	107.25	204.1081696	357.4595947	2
69	18	54.2142868	0	0	36.49737549	3
289	101	96.64286041	611.6785889	655.359375	663.3934937	1
321	336	234.5357208	308.7857056	179.5168304	223.2780762	4
135	182	251.0357208	292.2857056	266.8161011	327.4029236	4
175	217	334.7142944	340.6071472	270.5048218	381.0755615	1
61	27	0	54.2142868	110.6610565	149.2098694	3
210	108	169.7142792	119.0357132	30.73918343	358.5330505	2
87	27	0	222.75	115.5793304	252.2612762	3
172	119	144.9642792	176.7857208	215.1742859	202.8824768	5
191	82	550.3928833	33	718.0673218	36.49737549	5
419	113	154.3928528	135.5357208	161.0733185	289.8321228	2
349	88	133.1785736	0	0	163.1647491	3
206	114	109.6071396	104.8928604	180.7463989	330.623291	2
240	137	506.7857056	188.5714264	554.5348511	347.7985229	1
85	237	0	0	0	222.2046204	3
259	1023	515.0357056	390.1071472	693.4759521	446.5561523	4
252	107	147.3214264	99	105.7427902	244.7471161	3
216	101	95.4642868	529.1785889	646.7523804	722.4333496	1
185	101	133.1785736	120.2142868	72.54447174	176.0461731	3
173	124	106.0714264	99	65.16706848	284.4648438	3
178	79	144.9642792	231	104.5132217	339.210907	2
108	451	121.3928604	49.5	0	222.2046204	5
277	160	109.6071396	82.5	169.6802826	217.9108124	5
61	33	101.3571396	73.07142639	131.5637054	208.2497406	3
93	240	309.9642944	338.25	250.8317261	408.985321	1
93	219	266.3571472	287.5714417	298.7848511	381.0755615	4
346	106	119.0357132	54.2142868	185.6646576	152.4302216	5
82	122	0	222.75	0	278.0241394	3
511	197	180.3214264	351.2142944	122.9567337	575.3704224	1
135	241	200.3571472	175.6071472	152.4663391	259.7754517	2
159	74	115.5	54.2142868	140.1706696	257.62854	3
122	68	0	109.6071396	0	234.0125885	3
82	176	86.0357132	174.4285736	126.6454315	322.035675	2
76	191	260.4642944	295.8214417	109.431488	342.4312744	2
84	62	0	0	0	253.3347321	3
243	123	84.85713959	610.5	719.296875	741.7554932	1
495	119	49.5	0	232.3882141	214.6904449	5
109	56	0	133.1785736	22.13221169	235.0860443	3
95	84	0	0	79.921875	212.5435486	3
313	121	139.0714264	202.7142792	200.4194641	433.6747131	2
390	157	111.9642868	30.6428566	120.4975967	80.50891876	5
90	214	78.9642868	0	30.73918343	199.6621246	3
323	97	113.1428604	120.2142868	142.6298065	301.6400757	2
368	669	531.5357056	259.2857056	634.4567261	412.205658	4
271	90	562.1785889	0	598.7992554	207.1762848	5
59	29	34.17856979	22.3928566	54.10095978	200.7355652	3
203	124	80.14286041	161.4642792	0	247.9674683	3
74	39	2.357142925	49.5	0	228.6453247	3
361	80	594	115.5	603.7175293	220.0577087	5
276	77	168.5357208	604.6071167	547.1574707	649.4385986	1
275	247	314.6785583	308.7857056	143.859375	378.9286499	4
177	78	502.0714417	24.75	659.0480957	52.59915924	5
213	189	0	498.5357056	643.0637207	713.8457642	1
213	82	122.5714264	0	82.38101196	253.3347321	3
339	99	36.5357132	135.5357208	7.377403736	82.65582275	3
147	114	102.5357132	89.57142639	284.0300598	0	5
139	46	96.64286041	177.9642792	226.240387	276.9506836	3
325	72	38.8928566	67.17857361	4.918269157	220.0577087	3
110	31	96.64286041	0	209.0264435	293.0524597	3
71	54	0	83.67857361	156.1550446	313.4480591	3
129	50	71.89286041	0	158.6141815	285.5382996	3
318	51	11.78571415	443.1428528	544.6983032	499.155304	1
213	111	70.7142868	200.3571472	35.65745163	149.2098694	3
215	121	128.4642792	172.0714264	102.0540848	403.618042	2
87	36	0	154.3928528	205.337738	259.7754517	3
69	40	0	1.178571463	0	166.3851013	3
186	68	11.78571415	167.3571472	223.78125	231.8656921	3
93	152	60.1071434	45.9642868	59.01922989	1.073452234	3
74	150	71.89286041	122.5714264	102.0540848	212.5435486	3
395	152	399.5357056	273.4285583	606.1766968	244.7471161	4
66	35	0	0	79.921875	236.1595001	3
166	130	163.8214264	242.7857208	190.5829315	244.7471161	2
396	117	42.42856979	117.8571396	103.2836533	300.5666199	2
107	74	0	132	18.44351006	0	3
115	229	210.9642792	342.9642944	207.796875	390.7366333	1
267	123	161.4642792	209.7857208	173.368988	150.2833099	5
107	194	135.5357208	245.1428528	173.368988	205.0293884	2
164	89	0	0	30.73918343	12.88142681	3
91	37	0	113.1428604	375.0180359	567.8562622	3
174	105	0	144.9642792	161.0733185	313.4480591	3
251	75	5.892857075	480.8571472	624.6201782	614.0147095	1
292	101	553.9285889	121.3928604	616.0132446	143.8426056	5
277	103	182.6785736	606.9642944	635.6862793	694.5236206	1
232	142	35.3571434	121.3928604	169.6802826	259.7754517	3
114	33	82.5	0	0	253.3347321	3
209	70	107.25	126.1071396	252.0612946	238.3063965	3
91	109	0	133.1785736	106.9723587	154.5771179	3
74	124	0	104.8928604	110.6610565	299.4931946	3
85	50	48.32143021	50.67856979	0	144.9160614	3
60	56	116.6785736	84.85713959	129.1045685	17.17523575	3
312	114	84.85713959	127.2857132	199.1899109	110.5655823	5
90	281	30.6428566	146.1428528	143.859375	176.0461731	5
373	118	581.0357056	143.7857208	443.8738098	0	5
125	115	56.57143021	188.5714264	154.9254761	294.1259155	3
84	82	0	0	129.1045685	200.7355652	3
226	67	0	100.1785736	159.84375	127.7408218	3
416	81	132	737.7857056	611.0949707	777.1794434	1
66	65	0	0	0	190.0010529	3
309	146	186.2142792	449.0357056	630.7680054	670.9076538	1
151	162	103.7142868	261.6428528	243.4543304	264.0692444	2
362	95	71.89286041	54.2142868	92.21754456	266.216156	3
92	138	142.6071472	245.1428528	191.8125	367.1206665	2
109	73	0	157.9285736	0	266.216156	3
146	130	0	75.42857361	0	200.7355652	3
148	84	0	0	110.6610565	253.3347321	3
271	112	84.85713959	0	0	239.3798523	3
208	105	177.9642792	147.3214264	162.302887	291.9790039	2
150	64	135.5357208	47.1428566	143.859375	280.171051	3
136	85	108.4285736	144.9642792	93.44711304	271.5834351	3
254	150	583.3928833	0	767.25	298.4197388	5
118	59	33	227.4642792	72.54447174	309.1542358	3
207	86	553.9285889	146.1428528	689.7872314	0	5
60	29	41.25	0	151.2367859	222.2046204	3
241	133	590.4642944	168.5357208	774.6273804	117.0062943	5
85	178	11.78571415	143.7857208	13.52523994	232.9391327	3
93	83	157.9285736	27.1071434	206.5673065	92.31689453	3
256	137	63.6428566	114.3214264	0	202.8824768	3
148	114	110.7857132	215.6785736	7.377403736	25.76285362	3
468	142	114.3214264	166.1785736	81.15144348	199.6621246	2
444	126	602.25	192.1071472	703.3125	169.6054535	5
64	81	265.1785583	271.0714417	276.6526489	226.4984283	2
197	110	143.7857208	122.5714264	17.21394157	279.0975952	3
399	136	208.6071472	10.60714245	172.1394196	251.1878204	2
458	118	50.67856979	0	146.318512	223.2780762	5
361	72	122.5714264	0	244.6838989	304.8604431	3
83	94	0	2.357142925	0	256.5550842	3
351	76	44.7857132	0	71.31490326	150.2833099	3
111	65	0	0	55.33052826	16.10178375	3
127	75	503.25	0	727.9038696	91.24343872	5
60	48	55.3928566	177.9642792	13.52523994	211.4700928	3
185	88	0	601.0714111	661.5072021	655.8793335	1
218	264	225.1071472	261.6428528	304.9326782	346.7250671	4
67	160	103.7142868	0	0	259.7754517	3
187	84	107.25	234.5357208	223.78125	185.7072449	5
156	49	0	104.8928604	167.2211609	125.5939102	3
85	78	54.2142868	0	0	135.2549896	3
198	140	0	102.5357132	193.0420685	259.7754517	3
278	242	233.3571472	284.0357056	234.8473511	290.9055481	4
251	141	1.178571463	192.1071472	43.03485489	218.9842529	3
190	93	499.7142944	90.75	667.6550293	244.7471161	5
253	132	202.7142792	471.4285583	627.0793457	663.3934937	1
73	27	0	80.14286041	0	46.15844727	3
212	101	147.3214264	1.178571463	113.1201935	266.216156	3
72	116	0	0	0	106.2717743	3
116	70	0	0	145.0889435	274.803772	3
161	102	375.9642944	149.6785736	585.2740479	254.4081879	5
250	106	47.1428566	596.3571167	694.7055054	635.4837646	1
240	126	54.2142868	185.0357208	234.8473511	310.2276917	2
63	75	20.0357151	157.9285736	153.6959076	278.0241394	3
312	102	128.4642792	166.1785736	298.7848511	182.4868774	5
79	93	0	37.7142868	194.271637	218.9842529	3
323	154	159.1071472	202.7142792	142.6298065	268.3630676	2
77	62	0	0	54.10095978	196.4417572	3
392	92	578.6785889	168.5357208	663.9663696	157.7974854	5
125	63	489.1071472	140.25	662.7367554	325.2560425	2
102	94	107.25	190.9285736	229.9290924	318.8153076	3
399	80	617.5714111	83.67857361	568.0601196	187.8541412	5
260	103	597.5357056	187.3928528	676.2620239	325.2560425	1
71	115	95.4642868	0	0	265.1427002	3
109	27	0	21.2142849	0	0	3
288	292	208.6071472	342.9642944	179.5168304	341.3578186	4
263	119	89.57142639	177.9642792	173.368988	201.809021	5
182	108	180.3214264	132	130.334137	357.4595947	2
131	121	216.8571472	271.0714417	172.1394196	270.5099792	2
352	121	36.5357132	137.8928528	0	305.9338989	3
73	85	255.75	255.75	240.9951935	330.623291	2
61	77	0	0	0	208.2497406	3
96	345	0	0	33.19831848	267.2896118	5
142	59	24.75	0	0	188.927597	3
304	120	23.5714283	228.6428528	54.10095978	287.6852112	2
200	132	95.4642868	96.64286041	152.4663391	320.9622192	3
80	26	103.7142868	0	6.147836685	217.9108124	3
137	141	36.5357132	0	108.2019196	269.4365234	3
359	103	174.4285736	134.3571472	213.9447174	77.28855896	5
416	123	0	218.0357208	186.8942261	163.1647491	5
308	65	17.6785717	3.535714388	92.21754456	203.9559326	3
89	76	0	149.6785736	0	254.4081879	3
296	138	103.7142868	267.5357056	228.6995239	171.7523651	2
192	142	153.2142792	220.3928528	232.3882141	147.0629578	5
72	56	66	126.1071396	105.7427902	155.6505737	3
61	43	0	0	121.7271652	0	3
84	75	69.5357132	0	4.918269157	156.7240295	3
348	114	106.0714264	518.5714111	659.0480957	678.421814	1
75	53	0	0	56.56009674	265.1427002	3
150	84	0	0	39.34615326	3.220356703	3
62	49	0	0	0	250.1143799	3
290	126	57.75	144.9642792	0	267.2896118	3
376	121	56.57143021	44.7857132	0	290.9055481	3
141	332	128.4642792	330	98.36538696	0	5
63	37	56.57143021	0	38.11658478	229.7187805	3
117	75	0	54.2142868	272.9639282	95.53725433	3
146	161	589.2857056	0	601.2584229	267.2896118	5
252	167	99	297	248.3725891	337.0639954	1
308	167	110.7857132	213.3214264	81.15144348	364.9737549	2
251	145	106.0714264	50.67856979	94.67668152	463.7313843	2
362	96	28.2857151	629.3571167	542.2391968	733.1679077	1
66	64	68.35713959	61.2857132	0	55.81951904	3
235	166	133.1785736	243.9642792	28.28004837	319.8887634	2
166	116	50.67856979	110.7857132	109.431488	274.803772	3
364	80	601.0714111	77.7857132	570.5192261	244.7471161	5
117	146	41.25	3.535714388	63.9375	99.83106232	3
332	92	162.6428528	176.7857208	242.224762	491.6411438	2
87	145	121.3928604	246.3214264	67.62620544	234.0125885	2
383	84	617.5714111	108.4285736	662.7367554	158.8709412	5
258	113	54.2142868	18.8571434	150.0072174	83.72927856	3
237	113	0	60.1071434	0	195.3683167	3
1023	1023	623.4642944	604.6071167	794.3004761	653.7324219	1
60	100	0	137.8928528	0	291.9790039	3
115	25	0	120.2142868	0	320.9622192	3
364	83	186.2142792	0	83.61058044	201.809021	5
243	144	140.25	40.07143021	240.9951935	417.572937	2
159	284	299.3571472	447.8571472	279.1117859	403.618042	1
142	96	64.82142639	0	90.9879837	124.520462	3
218	286	312.3214417	364.1785583	249.6021576	439.0419617	1
157	144	24.75	0	268.0456848	273.7303162	3
424	92	176.7857208	128.4642792	175.828125	316.6684265	2
220	113	77.7857132	167.3571472	805.3665771	260.8489075	2
80	81	0	78.9642868	33.19831848	90.16999054	3
379	77	54.2142868	78.9642868	0	256.5550842	3
323	104	0	66	249.6021576	217.9108124	3
237	154	17.6785717	152.0357208	164.7620239	244.7471161	2
183	94	103.7142868	119.0357132	108.2019196	329.5498352	3
112	141	28.2857151	0	131.5637054	196.4417572	3
218	122	0	163.8214264	202.8786011	520.6243286	2
237	216	173.25	614.0357056	512.7295532	688.0828857	1
391	85	599.8928833	167.3571472	600.0288696	291.9790039	5
178	99	88.39286041	160.2857208	0	195.3683167	3
72	22	22.3928566	109.6071396	75.0036087	183.5603333	3
72	50	0	0	46.72355652	260.8489075	3
406	88	24.75	102.5357132	0	221.1311646	3
115	58	36.5357132	2.357142925	167.2211609	135.2549896	3
172	112	193.2857208	150.8571472	325.8353271	266.216156	2
312	122	83.67857361	55.3928566	57.78966522	312.3746033	3
83	188	75.42857361	321.75	135.2524109	312.3746033	2
119	54	189.75	137.8928528	0	319.8887634	3
466	126	643.5	232.1785736	602.4879761	97.68415833	5
