N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
0.228	265.37	2.48	41	118.0	110.4362999	0.8651	1.086	47	2.919	4.968074777	0.32	45.0	36.81209998
0.136	405.23	2.85	16	112.5	310.7103672	7.1544	3.468	9	0.436	1.050996773	2.22	172.0	103.5701224
0.508	473.62	1.86	20	0.4	283.4637908	2.4310	3.875	28	2.026	0.800112059	3.29	178.0	94.48793028
0.985	88.99	3.38	6	192.9	499.9665811	1.0700	2.038	49	1.190	4.841593362	4.69	25.0	166.655527
0.375	271.32	2.41	88	109.1	118.3231908	2.5886	2.502	23	4.157	0.613107296	1.46	14.0	39.44106361
0.268	526.40	1.04	83	190.0	184.0766963	0.4675	0.711	30	3.100	2.776270767	0.04	126.0	61.35889878
0.002	745.26	4.21	53	20.7	133.0107053	4.3665	1.332	5	2.361	1.653446485	3.85	105.0	44.33690177
0.808	593.73	4.70	0	49.1	89.33953232	8.9044	3.462	13	1.159	3.944933602	0.08	165.0	29.77984411
0.269	480.42	3.94	76	191.8	177.7671422	5.7212	1.625	20	3.321	1.300838274	2.33	134.0	59.25571408
0.205	649.63	4.74	21	108.8	437.0722523	9.4416	2.481	41	3.093	0.720065806	4.47	198.0	145.6907508
0.584	606.58	0.68	49	70.0	240.2641293	6.8543	0.939	35	3.753	2.819626456	3.38	197.0	80.08804311
0.975	432.96	2.83	86	48.3	243.2297338	5.6154	3.950	25	3.993	4.531830074	1.80	25.0	81.07657793
0.398	323.67	4.54	53	30.3	399.9326727	1.3862	1.895	5	0.954	2.326690013	4.85	101.0	133.3108909
0.777	549.92	0.81	5	38.4	467.8953642	2.0097	1.900	5	4.442	4.426647965	2.08	150.0	155.9651214
0.336	595.34	4.81	8	89.7	236.8024304	3.8251	3.784	24	4.724	0.231805196	2.08	69.0	78.93414346
0.182	225.12	3.41	73	48.1	137.4752541	9.9351	3.085	19	1.249	4.161284925	2.22	45.0	45.82508471
0.553	280.17	1.64	88	117.9	273.4858003	3.9568	1.981	40	3.545	0.428556515	3.67	71.0	91.16193343
0.073	237.62	1.24	71	172.3	312.0809053	8.6027	1.153	31	2.646	1.17640902	1.00	194.0	104.0269684
0.398	233.50	2.59	58	86.5	144.1244921	3.6647	3.088	30	3.499	2.307455671	0.15	184.0	48.04149738
0.423	646.46	3.46	34	124.8	48.62105019	9.5450	3.806	48	4.263	0.096503669	3.31	89.0	16.20701673
0.802	672.38	2.70	52	37.5	314.197222	7.4221	3.506	6	3.636	1.384289784	1.24	13.0	104.7324073
0.339	634.13	2.72	13	163.1	479.9050813	6.4759	3.180	12	0.154	0.865470947	0.49	71.0	159.9683604
0.926	523.36	4.54	33	150.4	431.4999228	6.5875	3.731	43	1.578	0.562594485	1.40	37.0	143.8333076
0.807	197.81	4.61	49	7.3	141.4440679	1.6319	0.107	48	2.832	3.499190355	3.15	108.0	47.14802264
0.538	729.57	1.38	36	22.1	172.7407342	6.1142	4.464	43	0.904	1.425798789	0.60	27.0	57.58024474
0.361	599.60	1.29	47	96.6	244.7702947	4.6033	1.117	46	4.648	2.764513706	1.49	173.0	81.59009824
0.734	530.27	0.48	52	79.0	267.2522916	5.9409	2.045	11	2.327	2.057771826	0.20	120.0	89.08409722
0.010	718.16	0.23	74	172.5	48.51058861	1.2997	1.815	45	0.338	3.190184388	3.02	96.0	16.1701962
0.886	208.88	0.36	72	98.5	55.4456665	0.8732	2.456	35	2.959	3.388793023	0.37	199.0	18.48188883
0.561	66.72	1.72	1	139.8	175.8040415	7.8790	2.934	28	1.787	2.79883379	4.66	161.0	58.60134715
0.486	185.21	0.79	66	38.4	61.22551854	1.5503	1.508	6	1.879	4.721305614	2.42	177.0	20.40850618
0.634	282.31	4.63	26	123.5	450.7142348	6.2227	3.198	32	0.609	3.931128439	3.00	25.0	150.2380783
0.169	476.05	4.68	36	184.4	281.5458937	0.7469	0.956	21	4.836	2.382140462	0.15	99.0	93.84863124
0.628	382.43	3.60	40	147.9	262.6734682	3.2104	2.060	44	2.442	4.217993442	2.47	79.0	87.55782272
0.897	579.64	4.03	94	83.8	137.2669302	2.7372	2.292	11	1.801	3.447559721	0.66	55.0	45.75564339
0.309	466.24	2.20	69	57.6	303.676532	1.4298	0.946	16	1.567	0.366806285	3.98	107.0	101.2255107
0.246	337.93	0.75	68	108.9	374.2178689	4.7423	0.367	9	4.498	2.937887165	3.65	191.0	124.7392896
0.199	581.73	4.73	42	90.0	377.2157168	5.8703	1.951	10	2.295	0.802373593	1.45	180.0	125.7385723
0.202	95.50	3.62	82	21.2	371.9031717	5.9118	3.268	27	3.108	0.12318095	0.43	189.0	123.9677239
0.469	197.19	2.25	20	190.9	372.8912169	9.9557	4.090	8	3.282	1.576533757	0.00	93.0	124.2970723
0.405	47.89	4.86	0	6.9	316.2235223	6.4613	1.195	44	4.309	4.783054541	0.85	8.0	105.4078408
0.945	535.46	0.20	42	119.3	327.8284927	5.5177	1.694	10	0.294	4.521067433	1.70	156.0	109.2761642
0.436	624.90	0.79	74	162.1	154.0498161	9.8577	2.532	44	3.169	2.805429988	0.01	116.0	51.34993869
0.102	155.17	0.30	39	41.7	192.3761709	0.7942	1.946	14	3.532	4.692426654	3.77	29.0	64.12539029
0.653	656.75	1.15	35	79.7	182.3057754	1.9804	0.469	39	0.739	3.513470924	0.58	30.0	60.7685918
0.843	134.03	4.31	50	99.0	299.3727652	4.9007	4.795	12	4.977	4.435655669	0.40	13.0	99.79092174
0.553	748.67	3.22	19	36.0	33.96084935	7.7471	1.549	15	0.041	4.140844147	1.51	73.0	11.32028312
0.838	433.87	4.69	92	28.3	475.1503902	9.5720	2.047	5	4.598	1.552466778	0.63	159.0	158.3834634
0.929	381.16	1.58	14	118.9	439.0891629	7.6426	1.592	27	4.593	0.994948764	4.04	94.0	146.3630543
0.097	590.60	3.21	35	58.0	100.0351117	0.9088	0.316	36	3.248	0.996258226	2.02	109.0	33.34503722
0.501	737.29	2.80	93	61.2	225.879794	1.1278	2.825	37	3.260	1.515068018	3.63	56.0	75.29326466
0.090	97.07	4.41	27	2.9	371.8475973	9.3205	1.463	24	2.643	3.295738201	3.34	31.0	123.9491991
0.700	251.99	3.38	8	179.3	102.4334729	6.7637	4.629	26	1.796	1.970257087	2.33	9.0	34.14449096
0.538	718.45	3.49	73	51.1	362.1543695	1.7661	2.437	30	3.694	1.359277032	2.70	149.0	120.7181232
0.872	578.62	1.80	25	77.3	343.4964149	8.9257	1.600	41	4.448	1.492272731	3.00	8.0	114.498805
0.261	630.65	1.49	72	99.3	28.17042105	9.0714	4.242	45	0.859	4.076939583	3.50	177.0	9.39014035
0.667	107.27	4.88	54	77.2	65.56474785	5.0046	1.452	25	3.386	0.106830783	3.71	7.0	21.85491595
0.201	124.59	3.26	9	5.1	291.6863341	1.4355	3.156	39	3.561	3.726304463	1.50	44.0	97.22877803
0.540	159.34	4.00	71	77.9	45.6421648	5.1688	3.689	22	3.739	3.978288325	3.12	95.0	15.21405493
0.816	755.27	4.08	50	124.8	367.2028966	7.1718	4.770	21	3.124	2.797584422	4.28	115.0	122.4009655
0.632	348.68	0.25	22	125.9	40.11525243	3.1717	4.115	39	1.369	4.645047774	2.33	24.0	13.37175081
0.267	493.68	1.57	24	36.0	4.347602302	8.0766	0.416	30	2.631	0.208151907	1.78	13.0	1.449200767
0.067	427.98	0.58	22	185.8	100.1945742	1.4385	3.394	19	4.392	1.207732598	2.64	87.0	33.39819139
0.983	290.75	3.93	51	137.2	3.019996565	6.0571	4.492	27	2.657	1.450963071	0.96	150.0	1.006665522
0.975	373.11	3.94	24	129.7	480.534182	5.8454	2.482	16	2.123	0.565533992	3.95	62.0	160.1780607
0.523	51.55	3.08	5	138.3	352.557785	1.0659	1.516	10	4.065	3.771558222	4.20	18.0	117.5192617
0.508	672.28	2.40	6	75.0	301.6400178	2.1967	3.884	14	4.665	2.902334635	2.77	60.0	100.5466726
0.710	219.05	4.44	73	133.4	340.7780199	6.5490	3.181	21	3.868	4.741055219	3.32	96.0	113.5926733
0.979	669.40	3.96	65	56.4	8.727729144	2.5520	2.757	25	2.087	1.285929869	1.65	71.0	2.909243048
0.639	684.67	4.08	23	60.6	134.0375792	5.7981	0.820	30	3.959	2.266714325	0.03	121.0	44.67919306
0.376	202.89	3.04	68	112.0	432.6511378	6.1525	1.683	7	1.062	4.38001532	0.12	28.0	144.2170459
0.724	455.76	3.79	48	170.8	311.1856216	2.2172	2.688	50	2.326	4.731597925	4.20	125.0	103.7285405
0.976	278.26	4.39	21	101.5	21.61676539	1.4480	0.862	37	1.289	3.926552576	2.38	46.0	7.205588463
0.984	761.70	1.47	42	57.0	182.5034404	3.2099	4.532	10	1.854	1.676142399	4.66	55.0	60.83448013
0.786	458.61	1.39	7	124.2	22.41767405	6.8624	0.296	8	1.932	3.992709722	1.09	64.0	7.472558015
0.695	577.42	4.69	65	143.8	352.5250193	7.4580	2.855	21	2.457	0.499603317	1.02	118.0	117.5083398
0.195	461.06	1.65	67	149.3	271.4995406	0.7828	4.258	44	0.246	0.874251599	4.34	82.0	90.49984686
0.768	781.30	1.44	18	177.6	346.1880901	2.3618	0.493	23	1.621	1.683810836	2.44	112.0	115.39603
0.717	374.61	2.12	72	137.7	319.7511373	3.3246	2.983	12	4.896	2.624710969	1.24	128.0	106.5837124
0.437	440.78	1.01	100	182.7	257.2608873	5.4721	2.242	25	0.569	2.671085405	1.90	23.0	85.75362909
0.463	497.00	1.63	28	133.2	431.3936558	8.5332	1.516	44	3.584	3.382691135	0.38	66.0	143.7978853
0.526	177.33	4.95	37	172.9	352.6015163	0.6926	4.630	30	4.272	0.087085219	3.09	89.0	117.5338388
0.679	265.62	3.73	82	62.9	214.8789438	7.0642	3.223	27	2.336	4.92843609	0.37	105.0	71.62631459
0.266	184.78	2.40	44	11.4	475.9369847	2.3184	1.486	30	4.553	4.530031383	4.30	194.0	158.6456616
0.083	92.26	1.13	100	51.5	439.9010343	9.2206	2.713	41	2.959	1.227875859	3.17	65.0	146.6336781
0.878	469.79	2.65	26	166.6	250.1558965	9.6112	3.537	30	3.913	1.742272236	0.24	27.0	83.38529885
0.313	321.79	4.41	45	123.8	71.91635405	3.9690	3.991	37	4.274	1.941851771	2.65	69.0	23.97211802
0.954	585.77	0.97	51	78.0	397.1935318	6.0485	3.193	7	0.272	2.186899897	2.45	139.0	132.3978439
0.135	764.66	0.42	46	141.1	388.1351114	9.0875	3.081	48	1.555	1.622085841	2.46	41.0	129.3783705
0.323	377.37	0.95	59	193.4	380.6494581	9.3015	0.410	44	4.050	1.955963081	2.80	50.0	126.8831527
0.862	130.98	2.02	89	126.3	334.4747728	8.8869	4.663	5	1.672	4.899965785	0.40	70.0	111.4915909
0.647	66.48	2.76	59	86.8	371.8054006	0.6722	4.511	31	0.175	2.358426098	2.08	181.0	123.9351335
0.303	337.78	4.00	90	25.8	178.7636584	6.5357	4.643	28	1.361	1.968427336	2.39	115.0	59.58788615
0.138	125.59	1.57	94	112.3	254.041265	9.9713	0.533	27	3.505	4.275248051	3.47	106.0	84.68042167
0.072	354.75	0.92	29	137.3	52.93432233	8.9101	1.292	14	4.904	3.652371919	3.73	7.0	17.64477411
0.346	780.67	0.67	90	75.4	289.8378618	0.9561	2.470	39	0.914	1.981954839	0.23	164.0	96.61262059
0.443	703.78	4.32	82	126.5	9.002384831	1.5192	3.607	19	4.556	4.369338698	3.42	145.0	3.000794944
0.424	501.70	0.21	23	178.8	202.1308528	4.6151	1.190	15	1.687	0.654573881	4.90	31.0	67.37695092
0.128	654.94	4.52	73	189.5	189.9213959	4.3461	0.193	11	1.285	0.734355891	2.34	130.0	63.30713198
0.879	100.58	3.61	71	169.9	91.87370797	6.4837	3.108	12	1.651	3.944479165	3.55	53.0	30.62456932
0.867	390.27	1.91	35	9.7	147.9074809	8.2207	4.204	21	4.659	2.626955085	4.06	149.0	49.30249363
0.719	411.67	2.58	89	64.4	438.590163	3.0710	0.826	42	2.734	3.781709985	4.72	152.0	146.196721
0.980	187.64	4.63	58	16.4	54.2588002	6.4016	1.156	16	4.325	3.250063607	0.22	113.0	18.08626673
0.632	785.45	1.31	67	135.3	23.53800386	0.1637	4.060	46	0.925	3.893144058	0.69	67.0	7.846001286
0.982	470.34	3.57	24	45.7	3.749837716	6.8213	4.234	35	1.129	3.855463002	0.01	14.0	1.249945905
0.759	117.69	1.56	67	11.9	457.0083535	6.7644	2.256	24	0.275	0.438936625	4.92	154.0	152.3361178
0.738	552.02	4.92	89	49.0	102.5064167	6.3131	0.439	18	1.232	2.029058001	4.28	19.0	34.16880558
0.620	686.83	2.72	95	23.9	134.395624	3.5575	3.264	49	1.167	4.405554747	0.25	2.0	44.79854133
0.659	142.77	0.47	62	50.7	70.2559036	0.1242	3.971	50	3.833	1.846268869	2.29	152.0	23.41863453
0.909	298.17	0.66	48	25.2	495.7627462	6.4202	3.073	44	4.068	3.718523168	2.77	200.0	165.2542487
0.197	795.89	3.85	41	57.5	353.3892216	1.4678	4.828	37	1.256	4.025868743	3.41	0.0	117.7964072
0.500	548.11	0.38	73	55.1	91.59920084	6.7689	2.628	20	3.548	4.089826031	2.15	190.0	30.53306695
0.068	251.98	2.50	66	107.8	181.755378	1.1624	4.524	44	0.432	2.916675963	1.14	144.0	60.58512599
0.024	688.19	1.75	84	7.4	125.5958379	5.5351	4.033	45	4.030	2.226673272	0.15	80.0	41.8652793
0.224	62.05	4.71	52	106.4	34.15516653	3.1447	1.199	27	2.780	4.170018501	4.33	152.0	11.38505551
0.301	723.50	3.83	8	80.6	467.4131082	3.0374	2.443	25	1.879	3.768230403	4.72	21.0	155.8043694
0.643	111.93	1.73	83	123.7	89.53759438	3.2806	0.260	31	3.762	2.164615531	0.50	134.0	29.84586479
0.657	332.38	1.93	89	165.4	39.95303347	7.2331	3.087	28	1.457	4.132211145	4.83	138.0	13.31767782
0.558	706.20	3.72	40	99.0	108.5558809	1.6425	4.342	15	1.190	4.352970544	2.58	47.0	36.18529362
0.058	63.55	4.98	16	195.4	209.5957635	3.3519	2.721	22	3.026	2.929285941	2.04	161.0	69.86525451
0.851	745.76	2.11	76	41.4	470.7873771	9.6674	2.533	12	4.422	1.563645445	3.24	38.0	156.9291257
0.398	713.12	2.49	49	156.1	279.0973737	7.0380	0.852	15	2.963	1.160613987	4.08	119.0	93.0324579
0.921	666.16	1.77	88	131.3	376.0842713	4.7354	1.763	19	3.425	4.048160987	0.45	148.0	125.3614238
0.591	722.26	1.98	30	79.1	313.9793679	6.2732	1.321	31	4.489	1.435643026	1.67	47.0	104.6597893
0.892	780.37	0.30	16	116.2	104.412443	1.4078	2.916	39	2.603	3.302158161	0.56	99.0	34.80414766
0.761	545.93	0.22	64	46.6	477.4261866	1.5713	2.598	50	4.547	3.934385669	0.11	110.0	159.1420622
0.420	444.99	1.24	52	121.0	485.9153171	0.9778	3.044	29	3.712	2.493216183	2.33	107.0	161.9717724
0.078	194.23	1.96	97	158.5	87.50040884	0.4511	0.073	45	2.034	0.262037989	0.84	125.0	29.16680295
0.811	732.38	0.04	21	44.1	486.776284	7.3016	0.842	36	0.904	4.569246613	1.16	65.0	162.2587613
0.556	647.13	1.69	97	54.8	359.5442449	4.7466	1.897	20	4.384	2.167043315	1.65	2.0	119.8480816
0.639	693.66	0.44	38	145.5	416.3334535	7.3794	4.897	7	1.949	3.896386059	4.12	29.0	138.7778178
0.051	153.23	4.84	9	75.6	87.09002993	6.9411	2.765	34	4.866	2.503164463	1.34	84.0	29.03000998
0.492	158.89	1.39	67	170.6	62.27693128	1.2225	2.517	14	4.847	4.398362676	2.42	140.0	20.75897709
0.205	241.44	2.88	75	37.7	290.418949	3.3992	4.475	19	3.436	4.817190943	4.24	27.0	96.80631634
0.586	290.71	3.12	95	58.7	115.6120518	0.8242	2.620	47	1.781	4.279918274	1.81	18.0	38.53735061
0.276	699.55	0.62	72	181.5	474.1497404	2.4348	2.123	30	2.527	4.022794152	2.79	21.0	158.0499135
0.433	263.52	4.06	17	34.6	480.9712948	9.5501	3.910	30	3.371	2.215579344	4.66	86.0	160.3237649
0.322	670.21	4.86	43	156.6	10.08474465	7.5019	0.251	7	0.797	2.617627305	1.22	95.0	3.36158155
0.334	240.67	2.87	15	82.0	465.8809185	7.2984	2.251	39	3.748	4.309136252	2.98	170.0	155.2936395
0.918	458.91	3.32	94	173.9	103.7905963	0.1783	2.858	43	3.926	1.477292958	2.17	192.0	34.59686545
0.248	689.17	4.89	59	12.3	132.6833844	5.0362	1.273	49	3.599	0.319381982	1.89	9.0	44.22779479
0.734	124.12	0.74	49	185.1	384.4188256	9.5635	2.323	41	3.680	1.958968237	4.13	69.0	128.1396085
0.637	330.71	3.39	20	79.9	134.9012353	1.2168	2.979	35	0.758	2.97249988	4.78	103.0	44.96707843
0.698	493.73	0.15	2	45.7	425.9935476	7.1534	2.826	34	1.051	4.167151127	3.90	169.0	141.9978492
0.860	545.00	1.56	19	5.2	442.0610811	8.9742	1.223	9	2.402	0.722015285	4.90	177.0	147.3536937
0.680	210.98	4.99	3	167.7	345.4004637	4.9924	0.978	44	1.850	2.021904065	4.55	149.0	115.1334879
0.169	464.47	0.08	9	36.7	147.065942	8.1280	3.084	47	1.234	0.251819628	2.77	196.0	49.02198068
0.953	555.98	1.88	85	20.1	360.658284	8.5323	3.356	16	1.148	4.408923225	1.62	86.0	120.219428
0.179	245.96	4.02	73	60.3	291.5691393	2.5128	0.429	25	1.223	2.049925579	0.17	4.0	97.18971309
0.635	219.67	3.31	13	182.9	145.0807032	9.4657	1.550	9	2.053	1.160540504	0.28	20.0	48.36023439
0.246	107.11	2.60	75	41.8	267.2086387	2.6721	2.751	6	1.662	4.27961336	4.74	62.0	89.06954624
0.134	376.70	0.77	33	168.9	358.7617073	8.4282	2.393	18	3.792	2.203731628	0.41	134.0	119.5872358
0.121	717.42	0.97	64	46.2	378.5955701	3.9149	3.153	13	0.968	3.148879166	1.91	128.0	126.1985234
0.773	658.10	1.40	0	140.6	436.6948801	7.0944	3.978	5	4.653	2.800860804	0.22	200.0	145.56496
0.314	341.09	3.99	14	75.7	453.0202986	5.5835	3.768	38	4.324	4.68762657	2.06	40.0	151.0067662
0.717	541.33	3.74	23	28.7	179.5651427	5.8557	0.760	47	4.916	2.251143299	1.26	124.0	59.85504757
0.535	547.99	3.17	39	61.5	382.2069117	5.4040	2.277	12	3.383	3.944235662	0.75	146.0	127.4023039
0.402	456.78	1.68	79	15.1	42.16400602	1.4318	3.382	8	4.222	4.584568904	2.42	28.0	14.05466867
0.020	568.77	2.27	40	144.1	148.7228956	0.4287	2.412	50	2.536	0.655617938	4.06	80.0	49.57429855
0.107	314.67	4.53	21	19.9	414.3032616	1.5242	3.040	29	2.410	3.681121249	2.54	8.0	138.1010872
0.815	128.86	1.53	64	91.6	448.1085815	5.6431	2.722	46	2.921	1.01926809	1.63	178.0	149.3695272
0.115	354.72	3.83	86	157.1	51.84831273	3.3563	0.757	30	0.765	2.042111068	2.45	115.0	17.28277091
0.661	523.03	4.96	49	143.8	207.7399806	2.6295	4.043	37	4.639	2.72182519	0.52	66.0	69.24666019
0.985	642.50	3.89	85	6.8	238.3497191	1.8046	0.448	21	3.240	2.337537348	0.23	73.0	79.44990638
0.101	170.17	0.67	85	107.8	12.68419107	7.0874	0.469	18	2.212	1.787290444	0.97	129.0	4.228063689
0.642	735.50	1.93	65	66.8	99.58763764	4.9471	1.632	8	3.269	2.82624698	1.05	158.0	33.19587921
0.926	735.39	0.31	80	10.5	197.2753139	7.6080	2.918	32	0.431	1.078324645	2.57	75.0	65.75843798
0.278	1.29	4.06	0	144.4	37.75663607	3.9198	3.766	49	0.793	3.085537422	3.46	10.0	12.58554536
0.688	471.46	4.80	15	96.0	460.2446261	9.3499	4.951	25	4.071	1.535345752	1.76	134.0	153.4148754
0.342	173.88	0.86	18	13.4	395.5406598	4.6195	1.918	23	2.258	4.730342091	1.77	84.0	131.8468866
0.325	380.00	4.05	62	65.3	12.42058903	1.2763	0.271	30	2.307	1.781699362	4.09	2.0	4.140196344
0.883	78.83	1.95	76	150.2	57.64589056	5.9871	3.377	9	4.417	1.074854519	0.67	73.0	19.21529685
0.382	129.72	1.49	29	110.8	410.3065913	1.4777	1.124	6	0.078	3.527113938	2.89	196.0	136.7688638
0.852	549.78	4.63	5	6.4	379.3537754	6.7064	0.249	48	0.074	1.629106389	4.88	30.0	126.4512585
0.078	466.00	2.07	43	2.8	369.0297575	3.0927	4.705	6	1.017	2.196878059	4.66	132.0	123.0099192
0.993	452.07	4.96	60	67.2	475.8437038	2.9582	3.012	16	2.948	4.689891049	3.20	57.0	158.6145679
0.678	696.33	3.92	6	173.3	481.3809317	6.9312	4.659	38	0.745	4.723935748	1.54	77.0	160.4603106
0.994	587.42	2.09	66	143.3	452.5683921	8.1089	2.357	20	3.181	3.65685566	0.37	179.0	150.8561307
0.381	106.27	1.44	1	134.4	372.0912112	1.6089	1.615	35	4.929	4.013649605	4.89	52.0	124.0304037
0.904	428.68	3.25	40	92.6	73.5888244	6.5324	0.316	20	1.531	0.292524174	1.68	70.0	24.52960813
0.064	12.12	4.38	56	134.0	267.3197332	7.4906	2.023	17	1.851	0.722975961	1.35	53.0	89.10657773
0.104	567.02	0.07	59	163.1	348.0989835	1.3871	4.612	39	1.383	0.446221352	3.74	0.0	116.0329945
0.140	419.90	4.12	25	80.1	121.9920649	6.7073	4.479	16	2.559	4.810312724	0.69	55.0	40.66402163
0.337	749.36	0.99	85	61.4	200.8139276	2.3341	1.793	6	4.311	4.783603928	3.81	127.0	66.93797588
0.730	233.75	1.62	14	162.2	403.6635332	4.1837	2.207	11	4.651	4.47268359	1.85	17.0	134.5545111
0.350	361.96	4.64	52	70.6	430.7930132	6.9188	4.128	22	3.713	1.411120372	2.97	30.0	143.5976711
0.805	83.74	3.23	6	139.6	139.2954386	5.9454	1.988	50	1.839	1.918119373	0.16	83.0	46.43181287
0.799	698.72	1.39	54	178.1	440.7362443	1.6312	2.471	25	4.332	1.331309167	3.04	2.0	146.9120814
0.364	723.74	4.56	15	14.9	480.5757758	8.8342	3.181	50	0.126	1.153495755	2.95	50.0	160.1919253
0.040	547.00	1.05	25	172.0	42.43012089	8.1963	3.494	16	4.888	0.317935654	3.17	147.0	14.14337363
0.414	24.59	0.69	73	44.8	313.4213766	2.3094	0.903	9	0.207	1.663074733	3.33	189.0	104.4737922
0.638	586.29	0.81	0	47.4	3.561215063	2.6255	4.788	21	4.770	1.6911384	4.79	130.0	1.187071688
0.747	383.42	0.98	59	180.3	340.9697151	6.9467	1.137	6	1.070	1.944191678	1.83	120.0	113.6565717
0.742	257.53	0.03	78	92.4	234.8438366	7.3210	0.438	17	1.228	0.325951607	1.40	117.0	78.28127887
0.754	27.73	3.00	77	61.8	252.962169	4.1718	3.917	27	0.621	3.235859476	0.88	139.0	84.320723
0.767	493.49	2.42	98	86.7	473.7194282	2.9672	0.654	16	4.958	1.17066314	2.04	19.0	157.9064761
0.449	73.19	2.92	48	105.3	84.03520243	3.0815	4.899	33	1.798	0.864937691	3.65	22.0	28.01173414
0.721	315.72	4.38	3	166.8	474.5097145	6.0427	4.242	25	3.347	4.436608593	1.16	32.0	158.1699048
0.933	183.43	4.42	74	43.8	321.8703418	0.5057	2.800	23	0.563	1.062784057	1.64	40.0	107.2901139
0.608	46.44	2.52	85	12.0	493.8742635	3.2102	3.032	49	3.798	3.52424042	1.61	42.0	164.6247545
0.390	554.45	1.82	61	191.6	348.0215123	9.9872	2.525	47	4.164	3.672984611	4.52	160.0	116.0071708
0.289	448.54	0.62	82	132.6	240.8042711	4.0804	1.437	17	3.445	0.713579592	0.69	102.0	80.26809038
0.364	155.08	0.28	55	40.8	45.87620725	0.1419	1.850	40	1.543	3.183571655	0.21	192.0	15.29206908
0.739	298.60	4.50	55	128.6	212.7675404	2.8727	2.443	40	3.638	3.692939106	3.29	125.0	70.92251347
0.237	719.05	2.01	75	96.5	153.5089259	4.6241	4.983	45	4.852	3.29254476	0.95	137.0	51.16964196
0.955	570.66	1.45	49	54.6	347.932745	2.0732	3.052	24	3.555	2.596272376	4.79	11.0	115.9775817
0.092	595.32	2.47	64	156.2	10.82217903	3.0660	1.150	27	0.576	4.137725094	1.68	74.0	3.607393011
0.715	101.03	1.85	45	168.5	315.9548134	8.9432	0.898	39	0.357	3.460048281	4.52	32.0	105.3182711
0.032	17.71	2.09	31	179.8	312.6699719	3.3720	4.782	10	4.690	4.366147257	4.28	12.0	104.223324
0.863	199.56	4.99	22	56.5	98.78291898	1.9636	2.998	35	2.837	3.559728627	4.28	145.0	32.92763966
0.860	404.25	3.15	85	74.0	280.0640175	1.0370	0.755	43	2.290	0.361442113	0.28	116.0	93.35467251
0.542	392.97	1.44	84	103.2	290.3634861	6.5928	2.540	49	0.529	1.410939159	2.55	124.0	96.7878287
0.639	311.21	2.38	78	125.0	419.1495773	7.7434	1.147	37	1.322	2.605587536	0.49	171.0	139.7165258
0.563	207.41	3.28	83	196.9	188.7160877	6.4450	2.120	20	1.925	1.478633718	1.20	81.0	62.90536257
0.269	692.00	0.24	77	158.8	407.5647178	6.7455	0.021	27	2.964	4.012269444	4.07	124.0	135.8549059
0.401	330.10	2.29	6	84.5	140.7090472	3.3361	3.842	49	3.744	2.407333933	0.46	85.0	46.90301572
0.709	233.30	2.81	80	192.1	70.79614701	6.0623	1.192	21	2.529	2.352806741	1.58	68.0	23.59871567
0.127	21.74	3.48	69	154.6	404.5550074	2.7061	4.800	40	2.736	0.212969625	2.40	91.0	134.8516691
0.841	271.83	2.95	73	156.6	420.6706004	1.8826	3.341	41	2.286	0.361440668	3.05	37.0	140.2235335
0.422	722.21	0.65	12	184.3	47.25816329	8.9897	0.539	46	0.667	0.37571826	3.14	189.0	15.7527211
0.548	582.47	1.90	87	97.3	296.3486263	7.1050	0.257	35	0.803	2.678849076	0.14	96.0	98.78287543
0.951	71.14	0.60	97	141.3	30.877129	0.0004	3.155	48	4.518	1.087769864	2.10	88.0	10.29237633
0.515	220.37	2.53	49	153.1	281.1681895	9.6636	4.220	31	4.399	4.917032294	2.27	2.0	93.72272983
0.196	459.92	0.49	50	179.4	378.1721469	6.4121	1.228	29	1.256	4.406371164	2.21	61.0	126.0573823
0.343	203.75	3.38	46	9.7	117.4262996	5.0166	1.721	48	0.617	1.009584475	1.35	110.0	39.14209988
0.546	30.67	3.51	20	46.6	140.2320305	1.7581	1.128	27	0.866	0.731542531	4.26	46.0	46.74401018
0.804	583.24	0.59	64	191.5	75.80977186	7.4654	0.548	17	1.463	4.188564844	1.10	115.0	25.26992395
0.797	574.91	1.99	22	65.7	140.6872632	8.0925	2.304	42	0.792	0.77477076	0.90	21.0	46.89575439
0.801	715.90	4.72	2	85.7	282.3109028	2.2367	4.066	33	4.664	4.163226992	3.37	67.0	94.10363428
0.248	426.59	3.10	71	58.3	220.9100488	8.5987	2.878	40	1.402	4.888832286	3.39	143.0	73.63668294
0.966	655.34	3.94	35	88.8	11.15386364	9.9476	3.760	10	2.367	4.496807117	4.49	112.0	3.717954548
0.337	637.59	1.24	66	130.8	379.9140396	9.1569	4.544	48	4.566	1.754742645	1.24	158.0	126.6380132
0.979	739.17	3.81	92	173.2	106.1903834	2.4585	2.024	10	1.487	4.933341737	2.23	104.0	35.39679446
0.459	734.78	4.52	98	7.1	286.2791701	9.7169	3.924	13	4.063	1.061359517	1.90	0.0	95.42639004
0.918	59.44	0.57	14	152.0	78.15277921	8.0134	0.052	16	1.078	3.268904713	4.94	82.0	26.0509264
0.235	82.53	1.34	13	190.2	149.4228771	8.8089	1.554	33	4.548	1.895642101	2.98	89.0	49.80762569
0.622	429.49	0.25	84	189.4	137.5946626	5.3043	0.048	35	0.114	1.350447897	4.50	101.0	45.86488752
