N0	N1	N2	X	N3	N4	N5	N6	N7	N8	N9	N10	N11	Class
0.141	9.577423205	2.2	88.5	195	0.859996782	2.991	2.717836615	4.9	4.039	2.782003051	0.79	1.213584599	0.4754023500
0.150	46.4171021	2.8	99.5	173	1.153165283	2.449	0.223408541	3.7	3.944	3.682904754	0.16	2.517796389	-0.8823368407
0.204	41.22110627	1.4	65.8	125	1.723642442	5.748	2.309233173	2.7	1.851	0.651065827	3.17	2.225936218	0.1360756347
0.771	26.2237017	0.1	9.3	83	3.123569207	9.922	3.21432535	3.2	4.420	1.99045798	3.62	0.535549346	0.1052902117
0.324	34.08054564	0.6	30.3	43	3.821861965	6.601	3.445907573	4.0	4.621	0.806332441	1.69	0.4089059	-0.8835424440
0.760	18.57301964	2.8	88.3	70	1.169687564	4.101	0.66597921	4.0	0.164	0.677114818	4.00	4.025743356	0.3377426070
0.166	18.88453416	3.8	3.1	141	1.574398229	9.640	1.437917829	0.9	0.727	0.398542936	2.21	4.722473969	0.0227129131
0.016	36.1382342	2.2	43.4	21	0.755846688	2.877	3.002691423	4.4	2.425	0.106579154	2.94	2.067581057	-0.5619122895
0.637	1.678178254	1.5	8.9	106	4.879443833	8.435	2.182137655	3.5	2.625	1.338198048	0.82	0.152423691	0.5207104774
0.724	27.39962167	2.8	87.0	171	0.071001429	7.918	1.919681262	1.1	1.948	2.044282453	3.68	2.570908541	-0.8002775211
0.854	35.77858827	0.8	81.7	164	3.600422983	8.336	0.764340325	0.8	3.814	0.672599795	4.81	4.083781113	-0.0308389320
0.248	3.065365274	3.6	64.6	68	2.563823434	4.037	1.695481694	1.4	4.201	3.962789529	4.65	3.737638495	0.9782658895
0.645	8.889452866	4.4	38.4	138	4.810104053	3.044	4.686400631	3.4	1.558	4.201701298	3.25	1.893085674	0.6416741254
0.034	24.54713188	3.8	35.8	197	1.749954056	3.015	3.040260745	4.9	0.466	1.11304153	4.42	3.986529788	-0.9297347112
0.795	25.35242891	0.3	54.7	9	3.043561856	5.041	3.770058017	2.9	1.625	1.428385629	2.77	4.382983517	-0.9682978264
0.173	18.61020373	1.1	0.8	69	4.991059749	3.743	2.658353001	0.1	3.698	4.447349875	4.29	0.100555781	0.7024141634
0.554	26.36232654	2.0	54.2	56	4.841600364	8.737	2.504682696	0.1	1.361	3.511416869	2.63	0.160398659	-0.7205457355
0.513	33.15651521	4.5	89.4	18	1.996746119	5.142	2.713841512	0.3	0.878	2.669800301	1.30	0.817939957	0.9853669951
0.101	8.437298158	2.1	35.8	48	4.419208176	4.116	3.469239306	2.8	0.705	3.127799387	0.77	1.657492668	-0.9326107146
0.181	2.971968179	2.5	71.3	79	4.53584571	2.998	1.482631835	2.4	4.230	1.916102185	3.77	3.459688448	0.8324169753
0.071	31.87104145	3.5	31.6	82	1.106489258	3.334	0.022368468	0.5	2.312	0.944629467	2.79	4.749268952	0.1866823419
0.788	39.15004978	3.1	7.5	50	1.340625352	8.643	0.6222496	3.1	0.738	4.313813581	0.43	4.796325379	0.9415178058
0.061	48.61456867	4.9	21.6	135	1.13316166	5.563	1.585802344	4.7	2.731	2.922005057	1.22	2.004130999	0.3481871893
0.134	45.39306409	2.3	40.3	26	0.94939077	9.476	1.111061754	4.3	3.468	0.787508673	4.96	4.930067523	0.4898749929
0.687	35.46767409	3.7	79.9	143	0.929578487	3.349	4.063820414	0.4	0.688	1.731487051	0.97	1.758409276	-0.9835652271
0.081	42.16746421	3.7	36.7	150	0.18798646	9.106	1.700018021	3.7	3.688	0.260249053	3.86	0.707918519	-0.8555852792
0.895	28.15513862	1.1	73.4	181	3.471025072	3.945	0.758884841	1.8	4.138	4.518096586	1.97	0.244328106	-0.8992844434
0.034	3.32829793	2.3	90.6	102	3.397893913	2.131	3.013812352	2.0	2.669	4.093811316	3.57	4.251755024	0.5044305048
0.296	3.272189046	0.1	43.8	138	4.016986217	4.792	4.486657471	2.4	2.012	0.168311886	3.24	3.807067602	-0.1709474040
0.255	6.80227343	2.9	81.1	34	3.803821812	4.315	1.240553127	3.1	2.681	0.974128583	4.13	0.955130881	-0.5090112285
0.449	39.74409992	0.3	65.0	5	0.528607832	2.246	3.551680487	4.3	3.701	4.696890875	0.33	1.527363997	0.8342578507
0.886	27.82108679	4.3	51.3	51	2.375763801	8.908	3.373498169	0.0	2.318	3.187174773	3.58	1.869448156	0.8515030806
0.315	2.184812216	2.1	4.4	111	0.73725117	1.566	1.507644268	2.9	2.950	3.300368298	2.45	0.787875685	-0.9449297782
0.556	10.21797782	4.4	75.1	87	2.181144836	8.883	4.05477159	4.7	0.957	0.081672637	2.66	3.936182141	-0.3199309154
0.600	30.00797415	1.6	89.7	114	0.735995123	4.368	2.367118368	3.3	4.129	1.577628591	0.49	0.63520206	0.9933095804
0.603	27.37003543	0.2	40.7	89	3.517677903	3.938	3.752842137	2.9	2.850	2.146644107	2.79	3.653210022	0.1656296955
0.701	10.71390966	0.6	90.4	178	3.39041148	2.203	3.442506364	4.4	4.086	3.227946781	4.90	3.139663456	0.6155268486
0.453	46.39605452	1.2	39.7	71	3.631413751	4.700	1.002071881	0.1	4.166	3.009124781	1.87	3.522596684	0.9256762519
0.006	41.05260672	4.7	94.8	28	3.986356614	2.725	2.867150272	0.0	4.326	4.725356949	1.92	0.639435072	0.5101350828
0.008	41.40207438	0.9	36.6	38	4.368607557	2.322	3.309435112	0.0	2.625	4.623342566	1.73	1.530184048	-0.9061577038
0.473	4.557781382	0.8	52.2	5	2.683783756	7.304	1.639869423	3.1	1.881	1.942303056	4.63	0.704682644	0.9444577172
0.008	14.32315917	2.3	64.1	76	4.722573914	7.884	4.251027105	2.8	0.108	4.631373013	3.45	4.500705473	0.9523650791
0.366	5.179517029	4.5	95.2	66	4.022590717	1.748	1.277106501	4.4	2.957	4.709953685	1.72	2.648244519	0.7988977926
0.551	12.62722395	2.9	54.5	27	3.81270985	4.175	1.103995991	0.7	4.489	4.614561889	3.86	0.096499714	-0.8937166453
0.364	43.16464891	1.8	57.3	181	1.356258478	9.802	0.522100647	4.6	1.837	0.133792455	4.64	4.571231859	0.6643519333
0.834	7.695086319	1.1	81.3	139	2.507368296	6.496	2.204977653	5.0	3.826	3.947717872	2.56	4.153319321	-0.3568239054
0.946	17.6851583	2.5	90.7	150	2.292109902	7.435	0.355854587	2.7	4.524	3.306939973	1.87	0.509312807	0.3992196523
0.893	38.36052209	2.5	47.5	45	1.84803634	5.073	2.219231942	1.1	0.865	2.671632454	1.06	3.259475382	-0.3424364851
0.096	22.11372553	1.8	65.4	169	3.961995609	8.953	3.002155068	2.9	2.884	1.655677574	4.13	2.296858444	0.5312672721
0.894	33.08235576	5.0	66.7	81	3.11503871	3.403	2.264264273	1.6	4.831	4.939950323	4.87	3.370160356	-0.6270149924
0.416	41.68426305	1.8	57.9	77	1.845287567	4.702	1.337164703	4.4	1.905	3.059606567	3.69	3.651864412	0.9782588659
0.882	13.94447024	2.1	11.0	91	4.375222202	8.001	1.603655966	3.7	2.516	4.685401147	0.74	3.448611899	-0.9999656450
0.617	45.78995969	1.9	54.0	103	4.888350149	7.744	3.203205193	2.5	3.779	4.804151363	3.25	2.599393494	-0.5697899134
0.416	48.70261026	2.8	34.0	94	0.434025197	5.433	4.256918395	0.5	0.518	4.375991127	2.96	2.787080299	0.5664507191
0.077	20.30951481	0.8	90.9	40	4.528098649	6.857	2.791175916	2.2	1.988	1.226583347	1.34	0.146894748	0.2316005618
0.104	43.43482571	1.5	79.0	175	4.639270229	0.019	3.634198734	3.9	1.626	1.193585542	0.08	0.867758053	-0.4016832013
0.786	11.24365269	2.2	51.4	37	1.722069239	6.657	3.811262345	1.6	0.732	3.860735665	3.81	4.333477671	0.9260305971
0.028	0.349491024	1.9	31.1	62	4.093977258	6.663	1.404823048	4.6	2.354	4.06315577	1.32	2.667855287	-0.2657825788
0.401	23.6870631	2.0	50.7	83	4.299639737	0.739	2.583394083	3.0	1.927	0.421292938	0.16	4.412957956	0.4655261330
0.379	32.64940252	2.1	30.4	156	0.394370845	4.148	1.285093281	2.5	0.653	0.545037669	3.86	0.182264124	-0.8379951411
0.872	24.52617353	2.3	41.2	143	2.058766229	1.033	3.234258763	0.2	2.411	2.836673266	1.78	0.490803078	-0.3682381349
0.045	20.81069183	1.3	86.9	90	2.291669241	6.702	0.50142723	4.9	0.894	3.671924151	2.40	4.144316639	-0.8894932458
0.507	7.594644153	2.9	39.1	31	3.098038352	9.428	4.076206738	3.9	0.945	4.615586544	0.93	4.002960083	0.9878855744
0.046	44.00096641	0.1	46.9	154	2.552087085	4.457	4.509546911	2.2	1.719	2.431195942	1.05	0.959489597	0.2053046702
0.680	2.437477598	4.6	64.6	169	0.278572707	5.286	4.435803605	4.9	0.289	4.432490062	2.77	2.438536841	0.9756058227
0.273	46.87522064	1.9	19.8	188	1.676897206	8.979	1.832698417	3.6	0.056	4.444071868	3.90	4.712261691	0.8263446569
0.791	8.239720191	3.2	10.6	186	3.539374044	7.830	4.547004563	4.7	1.635	1.349704952	0.63	1.505825296	-0.9027870719
0.121	38.04158374	3.4	21.2	74	0.882892714	5.496	4.67058776	4.4	0.334	1.946573227	0.24	1.10048375	0.7308894624
0.941	37.12771886	0.1	58.6	56	3.501034145	1.127	3.9950318	0.7	2.971	2.629493132	0.45	2.546939568	0.8740700031
0.345	40.90603467	2.3	32.3	116	3.522195852	5.883	4.466314708	2.9	3.236	0.084377363	2.76	0.617748513	0.7557962884
0.702	4.280278049	1.6	27.6	98	4.913869875	9.080	3.269708331	4.0	3.178	3.091889037	1.38	3.432117055	0.6588206261
0.245	6.631397193	0.2	62.6	74	0.522054464	2.590	3.506378175	3.7	4.614	1.032316884	1.50	2.771557707	-0.2154332568
0.370	32.57610709	2.2	66.6	119	3.875951669	3.425	4.740091759	0.1	3.967	1.098789835	3.37	1.003153781	-0.5573581978
0.356	41.28145745	1.8	9.3	29	0.052350993	7.825	1.478924142	4.6	1.290	1.320910754	0.08	0.151599753	0.1199214824
0.418	5.924714021	1.7	96.1	26	0.96792876	7.397	1.772368634	1.1	0.676	4.094806031	2.04	3.11894464	0.9511505360
0.251	14.11816946	3.1	91.5	55	0.441785757	9.724	1.536285824	3.0	1.089	3.468814616	1.25	3.514283232	-0.3897034412
0.399	28.54281062	3.1	53.9	173	3.185101103	1.648	0.602898003	1.1	3.846	4.252114869	3.43	0.361531785	-0.4510013837
0.020	35.86311914	2.7	48.3	156	3.192412217	2.608	3.624961408	3.7	4.779	4.801612842	3.90	0.800712487	-0.9170948130
0.645	13.41898432	3.1	99.3	195	1.940572076	8.190	2.380902477	1.8	3.912	2.549340641	3.07	4.462120241	-0.9484359144
0.245	49.39416404	2.6	42.9	144	3.029059669	1.714	2.333233547	3.2	1.894	3.023152246	2.04	4.576210766	-0.8917723429
0.813	32.16620215	1.5	28.4	75	2.165281711	2.827	0.604170816	1.3	1.166	1.113926006	3.92	4.19033159	-0.0869621867
0.577	26.95613223	0.3	23.5	29	2.083089997	7.474	3.960370952	0.7	0.508	3.650842649	2.29	2.100704945	-0.9988549422
0.047	34.63953133	4.3	1.3	16	0.166128433	7.522	3.516080367	1.8	3.024	3.234396711	0.32	1.584712729	0.9534702989
0.588	32.53766659	2.9	9.1	3	2.623673939	5.470	4.018015227	1.1	2.312	0.88659518	1.51	1.146833742	0.3414323801
0.335	14.67518081	1.2	43.8	90	3.34359296	9.744	0.433407567	0.2	4.435	3.072230557	4.25	2.563097781	-0.1473121924
0.500	39.57800408	4.2	42.9	65	2.256508554	5.424	4.688357662	0.2	0.574	2.118311336	3.77	0.553200155	-0.8893862290
0.664	32.70516263	2.3	9.0	64	0.576043226	0.601	3.665256528	2.6	3.806	2.7690512	1.45	1.026399123	0.4154706831
0.416	3.455200265	1.2	85.7	187	0.505621934	9.326	1.175975131	1.4	4.336	2.961493971	3.17	4.200285968	-0.7611007100
0.163	37.0630369	4.1	88.0	178	0.483481317	6.547	1.467005764	2.4	0.997	4.637226261	3.62	0.261078444	0.0532925882
0.017	31.98485088	2.5	4.0	148	0.39480467	5.749	0.995024424	3.3	0.886	2.871487277	2.88	4.954037924	-0.7710156898
0.089	14.29713042	3.2	54.8	130	4.385764522	5.833	0.123172309	0.9	4.133	1.438660326	0.96	0.729662578	-0.9863424792
0.738	2.761911967	0.4	13.8	154	2.146052895	2.549	2.452576005	3.3	3.992	0.681306086	4.08	0.719970534	0.9446940252
0.081	29.15779623	3.3	68.7	47	3.823761608	1.541	1.7627194	2.6	2.021	3.611204208	1.63	1.442300811	-0.4124579872
0.136	16.31112625	1.4	55.8	187	1.112785891	2.557	2.98360739	1.2	0.431	1.050070063	4.43	0.796425218	-0.6946465909
0.103	7.778249351	2.8	7.9	59	4.467747991	4.278	4.162799462	1.7	2.055	1.798003502	1.87	1.719884632	0.9970208489
0.524	1.406563168	5.0	30.7	186	1.763333565	6.747	1.409849692	0.3	0.267	4.169739954	0.49	3.604528346	-0.6338613096
0.021	8.560969712	2.0	24.5	157	3.090628879	0.928	3.286871002	1.9	3.614	4.37256859	0.17	3.038661052	-0.5619596668
0.896	3.300105929	1.9	53.4	196	4.820915831	3.785	2.381977393	1.9	4.925	0.638641781	2.19	4.812116261	-0.0328765113
0.238	25.63769885	0.9	82.8	1	2.477530797	4.393	1.732356027	2.4	2.394	2.789404197	1.23	2.792728061	0.9201110661
0.086	5.010903489	2.7	20.3	98	0.051481878	5.853	2.309879325	1.1	4.409	4.414322762	0.42	2.744222604	0.9924473657
0.134	11.54762782	1.8	87.8	85	1.394987591	2.293	1.034528502	4.6	0.723	3.109853832	2.79	2.924361329	-0.1825942464
0.662	19.96650417	4.7	83.0	136	4.690486323	8.973	4.512306183	3.5	1.317	3.127139214	1.78	3.11919078	0.9690784598
0.280	39.33633681	2.6	54.5	82	3.401969311	2.872	4.258896113	3.8	1.599	1.656770723	0.95	4.533345585	-0.8957479491
0.875	43.55070022	2.1	70.4	85	2.607278046	7.305	2.941998049	4.1	0.610	3.061370221	1.41	2.525048434	0.9492915032
0.416	48.23758616	2.6	96.3	63	1.517212573	3.692	1.190350653	0.6	1.796	3.84599156	3.16	1.497583391	0.8755916881
0.479	15.8843552	4.7	10.5	57	4.76184678	9.989	2.060095215	2.2	0.599	2.271237936	3.31	0.64050049	-0.8645033643
0.445	17.04932128	1.4	75.5	25	0.008499691	7.241	3.175994719	2.8	2.256	2.507392904	0.41	3.581766251	0.1019505722
0.788	10.89535847	4.4	65.3	31	4.969387276	9.284	0.282424442	0.6	0.873	0.349287676	3.21	0.024412184	0.6449919245
0.180	29.86366765	0.4	12.5	155	0.715174907	6.114	0.778222231	4.4	2.857	1.590582925	1.51	0.890942882	-0.0560317491
0.232	4.496178858	0.3	8.7	136	0.939298199	4.118	3.925504841	3.8	4.229	0.933419899	4.38	4.193831748	0.6902526491
0.199	38.71314978	2.8	82.8	16	0.549859662	1.238	1.273761819	3.7	4.516	0.906373614	4.49	2.998207802	0.8954522031
0.935	34.78905577	2.5	59.3	41	0.52516864	2.892	1.98949443	1.4	0.831	4.929099635	1.36	3.52979765	0.3871599554
0.276	26.54445092	2.3	16.6	74	4.33467927	4.143	2.321140389	2.2	0.612	0.860046022	1.95	4.251637313	-0.7560513730
0.923	12.23281838	1.5	17.9	167	0.666184693	6.678	4.367781876	3.7	2.953	3.101953424	0.09	0.855230644	-0.7965893576
0.216	2.293880033	0.7	51.5	139	2.076808739	3.811	3.181289236	2.3	1.363	1.712986473	3.54	4.696479723	0.9354349683
0.520	25.88948513	2.4	70.1	114	4.838820995	0.852	3.645993886	1.5	3.684	1.254392375	0.44	3.353619486	0.8405222435
0.959	19.21500915	0.1	97.1	123	2.759357791	8.309	1.679161729	4.5	1.865	0.577351195	1.96	0.953554376	0.2599648549
0.680	27.11807116	4.8	7.0	5	3.06239074	1.348	0.181687906	3.3	3.473	0.459070732	0.13	0.433150206	0.6201365487
0.597	14.00060544	0.7	29.9	9	2.175379581	1.582	0.066219233	4.5	3.545	4.637061009	4.30	2.023722209	-0.9994453049
0.556	24.78626894	0.9	25.0	79	4.697497177	2.289	4.898917006	1.7	1.991	4.008110986	0.64	4.916745185	-0.1435891578
0.707	9.467897495	3.4	2.2	174	2.175198648	8.649	1.497087421	1.0	2.638	1.541741445	1.25	3.348137691	0.8077832030
0.895	33.05589528	0.1	39.6	9	2.306211183	4.036	0.495328505	1.4	2.005	3.715893929	1.31	2.689733	0.9385789238
0.317	48.68386869	4.1	1.0	183	4.045184284	7.938	0.797056684	2.7	1.753	2.420378445	1.52	2.018407344	0.8545613865
0.766	47.96858069	0.1	46.4	70	1.802105585	6.503	4.450372441	0.3	3.827	3.920555597	2.06	3.358085338	0.6692955960
0.503	3.321280613	1.8	52.2	48	3.214751229	1.198	4.216319234	0.1	4.466	3.989466802	0.18	2.7169533	0.9425294336
0.051	13.13773185	4.1	57.1	31	4.687736162	4.605	1.130119393	1.9	2.640	4.775286146	4.40	1.857431294	0.5414546707
0.920	49.79560888	3.0	47.0	72	0.181816493	2.072	4.61134446	4.4	2.810	3.182492282	2.37	1.132703158	0.1613667819
0.009	22.71001231	2.2	28.2	21	2.411650217	5.609	4.752285852	2.5	3.637	0.775749264	2.59	1.219454461	0.0314149654
0.709	21.06938587	1.9	1.1	127	2.129265229	3.521	1.941858983	0.6	4.869	1.916434141	4.96	3.956724755	0.9009890283
0.447	1.816678498	3.4	0.6	17	1.092384501	1.139	1.812540258	1.9	2.624	2.452556521	2.41	2.02826092	0.5802707005
0.791	14.97972777	0.5	27.6	179	4.909258557	2.534	0.520709333	3.1	1.265	2.504483773	0.45	2.384825796	0.6304110092
0.650	40.68139586	3.4	77.9	80	0.412886189	4.772	4.331191939	0.4	0.946	4.048069514	1.25	0.490806918	0.6352931102
0.397	29.46849659	2.4	75.6	52	2.631135068	2.419	0.11257515	1.1	4.836	0.15332908	4.19	1.876892837	0.2376582130
0.369	18.81590089	3.3	35.6	25	4.011645306	3.296	3.308197821	1.5	1.399	2.881718049	1.36	0.651413654	-0.8475409604
0.537	0.820025232	2.3	48.7	42	1.265623506	2.656	2.97936496	1.3	0.430	3.4343743	4.01	4.641425623	-0.9997030210
0.510	22.94645616	1.3	2.2	65	0.915415313	0.591	0.603751586	4.3	1.708	0.057254443	0.10	1.423633028	0.8189305568
0.402	44.14512688	4.9	84.7	152	2.747658303	7.544	0.16831494	3.9	4.440	4.768707344	0.55	4.860099158	0.1019712403
0.679	18.67287713	3.6	86.3	177	3.227038292	0.520	1.262986069	4.5	4.641	3.542620695	1.06	2.127746906	-0.9931188762
0.169	17.44340078	2.8	50.3	59	4.843717766	6.915	0.950601622	3.6	1.677	4.926948395	2.36	1.070906175	0.0333677122
0.648	26.9658075	4.0	31.9	9	4.165993742	9.366	1.732712724	2.7	1.506	1.85346352	4.05	2.469614863	0.4283684437
0.348	23.72544926	0.9	31.5	74	3.39380008	8.681	3.505064953	4.4	4.851	1.203534925	3.20	2.369844979	0.0422989986
0.836	11.95361999	1.4	94.9	94	1.487522264	2.561	3.091331666	1.5	0.456	2.012039503	3.43	3.979646174	0.6155234034
0.975	19.67008272	4.0	63.4	13	4.877734384	8.946	0.031361023	1.1	3.228	0.476973978	1.43	2.065905539	0.5328449630
0.003	38.68428001	4.4	70.1	7	0.690220673	8.716	2.000712966	4.9	1.667	3.920754821	1.38	0.694215771	0.8317724761
0.786	4.689897999	2.5	50.0	14	3.146055294	6.300	4.258915981	4.4	0.752	0.554600488	0.37	0.32716937	-0.2735956050
0.810	44.09729979	5.0	78.4	40	0.544625438	3.487	1.535675906	0.1	3.368	2.995657401	4.04	2.631546196	0.1784941311
0.637	0.619883461	0.3	36.3	151	3.664371099	9.592	4.549705701	0.3	3.303	4.88750356	0.70	1.380083485	-0.9895285685
0.077	46.9045174	1.9	97.9	5	3.77099864	6.571	0.167570844	0.3	2.454	3.521004508	4.64	2.557876757	-0.5203215489
0.678	14.36394482	0.3	63.0	175	1.519029014	0.753	3.031305062	3.0	4.018	2.458054417	2.00	3.452562795	0.1262170542
0.935	8.697762281	1.8	12.8	9	1.473748806	1.506	1.361254127	4.6	1.962	1.959405788	2.33	2.008950484	0.1989702636
0.717	39.48410524	4.5	75.9	98	0.724754198	1.161	2.285117229	2.2	1.955	1.482693167	1.00	4.757492257	0.5078929453
0.367	24.8065729	3.5	4.9	37	1.789456608	6.587	0.948677396	4.3	4.107	3.979666729	0.19	0.078260886	-0.9808321585
0.867	33.34215463	1.0	74.6	122	2.071411528	9.666	3.091368592	2.2	0.747	3.108531707	3.60	2.134005781	-0.7046218558
0.781	15.03502661	3.9	12.9	179	1.426074939	1.513	4.626594509	0.1	4.209	2.278789488	1.60	1.955411081	0.3537709473
0.689	12.62274933	1.0	73.3	86	0.93071933	7.367	2.666867129	0.7	3.094	2.543205093	4.96	4.853679669	-0.8546125149
0.206	44.8102725	4.6	63.8	48	4.502101911	8.170	3.564171457	3.8	1.276	3.371235879	4.39	2.76323074	0.8004378349
0.583	10.85426016	2.0	9.9	161	0.606961	4.742	4.056154019	1.5	1.974	3.843075006	1.59	2.860462175	-0.4510003270
0.419	16.32056193	2.8	31.2	113	0.512252523	9.510	1.862750188	3.6	4.196	4.060766529	1.96	1.897354981	-0.2569618626
0.569	29.71831316	1.1	15.9	71	0.151586703	0.372	3.338127822	4.0	2.790	1.757518911	1.62	1.807452626	-0.1863161560
0.786	49.59110584	3.0	88.8	161	2.327785304	4.129	3.590633587	4.0	1.503	1.395977934	3.00	3.890356757	0.7687833052
0.204	28.02891984	4.4	1.8	102	1.02863826	9.073	0.496846267	4.5	2.768	0.123507054	1.11	0.337033732	0.9751904185
0.209	35.53338896	1.0	95.6	61	1.790977031	2.160	1.673831226	1.0	3.894	3.926751939	1.40	2.720702819	0.9819841883
0.871	19.84238191	1.3	3.4	112	3.139299337	5.619	1.80134228	5.0	1.482	1.853166161	4.61	4.253267198	-0.2980224177
0.633	12.92472365	3.1	85.8	76	1.423176518	5.352	0.268633028	4.4	2.415	2.8695875	2.61	3.105998577	-0.8292349364
0.664	21.5027532	1.3	20.5	45	2.088996484	0.708	0.134663797	2.3	4.143	0.152569138	3.20	4.113566608	0.9981883801
0.680	40.51906818	2.5	97.4	48	3.679798602	7.749	3.357364151	3.6	0.080	4.281160166	0.06	2.651613354	-0.0566533543
0.870	48.63928181	2.3	42.3	73	1.50956978	8.696	2.503321284	0.7	4.022	2.059061738	0.02	4.612622138	-0.9959101863
0.828	0.529007712	3.2	43.1	186	2.133055456	8.518	3.642067667	0.9	3.983	2.273384694	2.94	2.337609998	-0.7563885080
0.028	11.67212628	0.7	73.2	66	3.896936161	5.115	1.280998638	2.6	4.239	2.759714735	4.84	3.346482577	-0.8057012170
0.301	14.60385341	1.9	93.1	48	1.740351884	6.700	2.075906925	2.7	4.770	1.375119711	2.90	4.098762533	-0.9226818346
0.852	0.449210982	2.9	98.7	57	3.761176062	0.230	0.67152938	4.0	2.204	0.441979639	0.48	4.212099705	-0.9586225235
0.636	34.0285388	2.7	98.1	189	0.064162434	3.743	0.441032605	3.2	4.796	1.693885996	0.30	4.062284041	-0.6836487987
0.100	24.51006566	2.2	97.2	79	1.811122372	6.734	3.628323595	3.7	2.096	4.45825744	3.50	2.075205887	0.2282534378
0.058	5.843655252	3.4	14.2	129	1.216149931	3.480	2.955212809	1.7	2.152	2.139386781	2.44	3.520759517	0.9997461036
0.376	41.63641117	4.1	97.7	14	4.028545987	2.837	0.447696692	1.4	4.397	1.617695709	0.55	3.254038593	-0.2982474840
0.985	37.96808015	3.2	29.0	185	4.852371756	3.018	3.402141653	3.5	1.065	2.761223103	3.12	1.557021996	-0.6711842600
0.269	10.16583098	1.7	97.4	142	3.915662924	9.891	1.621151077	3.3	3.665	2.223936557	0.28	0.835861747	-0.0260642809
0.677	20.81814402	2.7	88.4	182	3.692205125	1.126	1.268402287	3.9	2.221	0.477069789	1.88	0.615378989	0.4628545301
0.139	40.2287622	4.3	2.2	96	4.886122309	4.150	0.56226459	1.6	4.445	4.132872489	3.50	1.552384583	0.8154461713
0.318	44.20634199	2.1	75.9	86	1.619631736	2.071	4.199292095	4.0	3.888	4.874644976	3.14	2.591650475	0.5195754868
0.163	33.8401409	2.7	99.3	198	1.44339995	5.562	2.272933392	2.9	1.586	4.821147962	0.42	1.320004567	-0.9424170486
0.471	32.28290206	3.6	11.4	118	0.29554102	8.598	3.812598944	2.5	3.695	3.271374756	3.48	1.641468791	-0.9039909018
0.704	39.327417	0.3	53.3	161	2.661707538	7.624	0.900069395	1.5	1.009	4.294712097	1.52	3.780204702	0.0595453938
0.743	2.352891076	3.0	77.7	4	0.358413273	8.794	2.564064949	2.3	0.769	2.717836095	0.04	0.241399986	0.7472800914
0.269	47.73845974	2.7	25.4	177	4.646243081	0.904	2.648697785	0.7	1.800	0.883094788	0.67	4.283307855	0.2282508230
0.477	16.92416132	4.2	21.5	187	4.142444746	5.053	1.789531179	2.3	1.037	4.020690188	1.34	3.313380568	0.4288067537
0.884	40.43945566	1.0	13.1	175	4.588350843	1.464	3.053197545	0.0	1.265	3.352580835	1.75	2.626304932	0.5380954967
0.629	32.92891068	3.9	93.7	48	1.489678778	5.101	4.765984144	3.3	4.465	1.523446538	0.13	3.372921377	-0.5489478966
0.730	17.19125498	4.7	54.1	183	0.854373617	8.029	3.181392179	1.6	0.013	1.13946143	4.37	0.246578282	-0.6665624963
0.907	34.74567638	1.2	43.9	149	0.007408958	0.085	0.287218314	1.5	0.885	1.510267707	1.25	0.251465934	-0.1027086774
0.055	5.296942288	3.7	42.2	11	1.626476959	5.857	1.76563799	4.8	2.583	2.811336014	1.22	1.510312539	-0.9836470282
0.488	40.10362181	2.0	57.6	103	1.501603167	0.908	1.294722907	4.3	0.470	0.086172399	1.26	4.623961684	0.8816692340
0.954	7.436809731	1.7	24.9	141	1.179642263	1.040	2.677675665	3.0	4.602	2.034868044	2.37	2.772475498	-0.2165444872
0.847	29.05483812	0.6	23.7	141	3.042002593	0.330	4.911674139	1.3	1.959	2.250444639	2.73	1.503080725	-0.9951346354
0.506	2.791048707	0.6	10.7	168	4.156024467	9.405	1.650455363	1.2	2.643	3.724100428	0.79	4.318837446	-0.9528799403
0.262	29.68325724	3.6	21.0	146	4.331004872	5.379	4.634386762	1.9	0.887	0.722491653	3.51	1.699423032	0.8149355601
0.635	13.30288326	1.5	32.0	181	3.422612735	8.240	1.101263458	0.2	0.672	2.407355093	2.63	1.895785432	0.5517854342
0.050	28.67509745	3.5	70.4	81	0.738863113	8.580	3.137073749	3.9	3.061	0.393146814	4.31	4.508986877	0.9623001844
0.156	49.40605633	3.9	59.8	124	3.419766745	9.792	4.276363442	2.0	3.234	1.887924099	4.27	1.172581065	-0.1582323064
0.632	47.19068389	1.1	77.2	95	0.652739564	6.776	1.967761434	4.0	1.763	3.985334136	0.73	4.631034918	0.9807393003
0.640	12.84696494	2.1	43.0	129	1.132442688	2.878	3.648429582	1.2	0.470	4.556313025	2.68	3.202406397	-0.8439710684
0.467	29.34793812	4.9	39.3	65	2.902933503	6.031	1.129647801	4.7	4.278	2.718748947	4.51	2.356861793	0.9995625194
0.279	24.08055542	1.6	70.7	147	3.882057009	0.925	1.434386119	0.5	2.924	1.592842302	3.74	2.953540225	0.9994201558
0.007	27.48119672	0.9	71.8	119	1.270021308	1.984	2.159835334	4.8	4.846	1.095438663	3.30	2.842604678	0.4370312494
0.701	7.961358222	0.1	61.7	193	1.395049959	0.202	0.149570098	2.3	2.886	0.243287538	0.21	0.346215672	-0.8851632898
0.250	13.94271352	1.0	91.2	111	4.909160088	0.636	4.559604244	4.0	1.125	4.232863085	4.35	4.312508281	-0.0895054608
0.233	20.05696344	2.8	26.5	30	2.043697636	8.546	4.913379547	3.1	1.570	4.686733148	0.12	1.579619129	0.9859718495
