N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	X	Class
0.079	675.52	2.39	80	135.5	4.161922869	2.0704	0.191	34	0.985	0.830800655	149.1495	0.725367441	0.3816578275
0.354	178.58	4.22	85	21.2	0.384230537	6.6496	3.204	39	1.331	0.154746121	22.4100	9.154213877	767.1197513970
0.663	310.57	0.78	96	172.2	0.473636426	5.0199	3.419	20	4.665	1.452989809	385.5243	6.083955137	225.1946189418
0.280	40.01	4.76	76	18.1	1.946821567	2.3011	0.439	9	3.434	3.903024766	176.3578	4.055817258	66.7167890875
0.539	246.71	1.91	36	111.2	1.036542612	2.0726	3.432	46	4.132	2.429819331	405.4148	19.027497712	6888.8231415238
0.700	162.42	4.56	6	127.2	0.882461766	0.6049	0.483	21	0.196	4.209316508	320.9928	11.321287199	1451.0668584870
0.082	510.33	2.60	69	103.7	3.881644903	6.8405	0.549	31	4.215	3.690487847	228.5476	0.772545879	0.4610763429
0.215	402.21	4.32	70	62.0	3.496206003	3.4339	3.772	24	4.208	2.656014308	6.6781	17.729699145	5573.1931976296
0.477	124.79	2.33	91	74.4	2.552802649	6.3113	3.426	44	4.412	2.747058481	231.4851	7.954676545	503.3471046876
0.182	51.64	2.39	36	158.6	0.04662925	0.1530	2.750	43	3.609	1.041091308	339.3691	14.543120708	3075.9043505228
0.598	316.64	1.81	27	34.7	4.680311407	7.5280	1.753	8	0.129	4.054282322	467.4071	2.601601293	17.6084942279
0.806	65.93	1.93	92	151.7	1.704212618	3.6145	0.876	46	4.721	3.65634738	456.3988	1.386876421	2.6675544518
0.316	464.30	1.71	12	106.2	4.348140009	0.8097	4.989	18	4.271	1.338853364	486.8762	13.400449772	2406.3462911024
0.979	99.35	4.65	24	171.2	2.069111841	3.1027	0.387	12	2.783	4.960827588	495.2609	12.712271099	2054.3263554270
0.081	590.66	0.37	37	14.6	2.73094623	1.3156	1.828	45	3.103	4.584839415	358.4047	13.465712286	2441.6757660460
0.675	764.91	4.54	98	165.8	1.085810802	0.5886	3.772	45	0.153	4.203545478	279.2284	2.555842409	16.6956071081
0.147	278.88	0.19	47	81.1	1.710443265	8.0285	3.668	15	4.373	1.591247903	295.8332	19.132701375	7003.7216761939
0.986	793.60	2.89	22	118.1	3.090628053	3.7429	3.210	8	3.342	1.228577586	172.6875	19.535099345	7454.9866911841
0.010	505.91	4.01	12	31.4	1.578126769	0.9701	2.418	43	1.262	1.359572111	483.6327	17.151168867	5045.2323158938
0.787	22.50	0.75	57	136.8	4.999173003	3.7231	4.021	29	3.702	0.469754983	9.9256	8.619524719	640.3979874209
0.088	111.78	1.46	1	169.7	3.407943058	6.7093	3.983	48	1.203	0.922524166	151.9808	3.074332274	29.0571096745
0.859	670.16	2.81	61	99.8	1.223931329	2.3074	1.051	42	4.340	0.365230046	284.5584	8.627263460	642.1244138551
0.193	495.08	4.05	53	54.8	0.046047599	8.8014	1.256	20	0.205	4.442273728	240.6947	13.773566831	2612.9991102153
0.542	17.76	3.92	43	17.6	0.915724109	3.5526	2.650	18	4.307	3.707295403	157.9501	13.789120724	2621.8613509168
0.690	384.57	0.53	25	105.8	2.832077628	2.5395	2.263	39	3.938	0.249282994	340.7603	17.646905116	5495.4802541819
0.412	613.95	1.18	60	57.6	3.752729293	8.9579	3.904	27	3.887	2.103497485	208.3797	4.016919893	64.8155951086
0.747	175.95	1.56	10	146.6	1.615951298	7.5291	4.232	45	0.082	1.91238111	316.8497	14.651911039	3145.4502416353
0.952	595.58	1.86	29	53.9	1.546871215	7.5531	1.116	11	3.541	4.328116668	91.5733	16.058051056	4140.7451631825
0.220	218.19	0.40	65	166.9	0.573809598	6.1587	1.060	10	1.796	0.441701059	381.0273	7.531862816	427.2747253965
0.417	51.13	3.61	16	49.6	2.327305783	0.6047	0.282	32	3.941	0.200723967	440.6352	14.891264428	3302.1342573394
0.591	138.12	4.12	2	10.3	1.245417507	5.5652	4.707	19	1.538	3.265928194	476.9887	5.501110418	166.4757907781
0.315	296.12	3.23	1	179.8	1.940930994	1.3287	1.909	13	0.927	2.243411879	486.2828	8.845248532	692.0382837079
0.138	301.06	2.30	82	165.2	2.357454795	5.4772	0.334	24	3.301	1.130237952	345.1740	8.967010961	721.0130110112
0.861	546.05	3.37	37	14.6	1.037005079	6.9149	2.033	12	1.993	0.722685917	158.6063	0.641363832	0.2638234511
0.662	122.13	0.75	67	137.5	2.448643825	5.4881	0.180	44	4.484	3.918035937	377.8055	16.639385175	4606.9322472391
0.601	322.08	0.11	12	160.1	0.939494981	9.7432	0.378	32	2.680	4.135978883	279.2758	12.704542535	2050.5817827759
0.125	91.12	4.44	22	159.4	3.584153172	9.1248	3.868	45	1.465	0.815333216	155.8449	16.851228117	4785.1402714985
0.101	636.62	0.25	37	41.7	3.107947566	0.3094	2.759	20	4.216	3.257221153	84.9661	18.517581947	6349.6944255855
0.136	740.67	0.11	18	123.6	3.345810155	7.1150	2.713	35	3.471	3.540943629	402.1848	8.145552398	540.4575961073
0.474	279.67	2.16	19	192.5	0.960724014	0.8142	1.219	36	2.090	2.932833336	288.6197	9.789529600	938.1784903480
0.999	751.80	1.19	81	184.7	4.499975387	5.1142	1.080	43	3.087	4.52793951	129.1647	18.404276320	6233.8483822994
0.496	364.50	1.32	86	43.2	3.671478878	6.3490	2.112	29	4.244	3.264218957	92.3770	19.726207908	7675.9266922081
0.770	572.80	3.02	40	114.3	4.108771238	6.7630	0.223	35	3.361	2.641945192	104.8848	13.117384924	2257.0531636155
0.298	193.24	1.70	12	40.1	3.683079411	4.5505	1.548	20	1.855	1.486047772	353.7146	1.128839951	1.4384577609
0.964	474.67	2.64	92	105.6	4.219318156	7.4003	3.758	28	4.257	3.452770692	484.0103	2.296676094	12.1143258145
0.413	307.90	1.66	33	150.1	3.025014204	8.1975	0.001	41	1.476	0.346543173	72.5768	4.954879305	121.6463941414
0.135	364.48	1.70	33	56.0	3.937545265	4.7321	4.708	46	1.382	3.532414433	109.3352	18.080991050	5911.0780478195
0.101	629.30	0.27	39	78.2	2.413966488	2.3624	3.071	20	3.472	4.786670154	325.1152	11.513324454	1526.1676045994
0.110	669.16	1.28	3	184.3	1.847269366	4.9411	4.433	40	3.684	1.068072891	299.5558	16.814192329	4753.6590830323
0.657	298.70	4.97	63	4.0	2.112285313	2.2458	4.035	32	1.693	0.467572532	33.2026	13.102403009	2249.3283683135
0.849	760.46	3.33	95	52.2	1.400437328	8.2470	2.786	29	1.250	2.279555623	440.0920	5.011346337	125.8529077891
0.434	154.56	4.16	18	65.5	3.963889277	6.9681	1.917	33	1.536	2.949412437	455.6559	10.419044598	1131.0549141875
0.011	709.25	1.75	52	140.4	2.088546267	0.1099	2.433	41	0.748	0.914171018	145.6294	14.624435781	3127.7883613108
0.138	663.96	2.72	71	5.5	3.945216175	9.0755	4.501	21	4.140	0.527295553	239.7040	8.595728906	635.1088002449
0.497	486.20	1.11	68	152.2	3.789013716	3.2855	4.590	35	0.707	0.347262658	213.1246	7.895987208	492.2880665615
0.994	372.12	3.36	5	111.6	0.201071564	2.4602	0.207	14	0.141	3.25468948	140.5799	6.436162189	266.6127649318
0.802	35.46	0.70	56	75.1	3.109080448	7.2027	2.664	26	4.762	3.328938737	361.9917	5.045059473	128.4100072930
0.990	148.62	4.51	65	87.2	3.600646031	0.0296	1.142	21	1.544	3.225466678	468.1594	2.333532204	12.7069521983
0.763	148.82	4.20	57	62.0	2.128217136	4.5059	1.361	11	0.378	0.106551112	453.7647	2.744510714	20.6725852516
0.885	309.39	4.89	44	63.9	4.861470289	8.9970	1.784	14	2.878	4.818455867	471.4389	8.731120848	665.5949191856
0.413	153.07	0.28	72	27.2	2.905542781	3.6720	4.114	13	0.481	4.848543728	441.2770	1.518045703	3.4982797854
0.059	171.77	3.18	71	189.1	4.403633601	6.8901	3.374	35	1.437	1.372769014	223.9016	6.168536897	234.7180564195
0.450	677.31	2.82	29	132.0	4.426601594	3.7175	3.811	11	2.409	3.743799995	220.5346	14.004595204	2746.7028666571
0.609	77.52	3.53	19	47.7	3.303919005	3.5848	2.039	22	0.825	3.038213471	58.2039	13.617618412	2525.2447747886
0.658	777.40	4.26	56	127.4	3.527128551	4.6970	2.638	38	0.077	4.729754759	327.7177	10.388987495	1121.2944449342
0.534	482.44	0.87	77	191.2	4.026354241	5.1686	1.173	33	4.541	4.74893669	127.1575	4.999833882	124.9875415387
0.715	704.22	4.67	89	180.9	0.733549433	2.0884	2.597	46	2.969	1.656687173	366.8429	0.208509083	0.0090651488
0.237	536.84	0.39	21	164.2	3.825887616	1.4502	0.364	6	1.922	0.585597857	54.0245	18.513898604	6345.9061150202
0.652	575.11	1.01	60	55.6	4.986387394	0.7763	1.144	24	4.041	0.531426739	406.9583	19.901313614	7882.1597159549
0.273	662.71	0.31	68	182.4	3.118061951	1.0144	2.360	38	3.908	1.078755816	69.1237	18.611775960	6447.0857732582
0.082	145.06	3.60	2	135.7	0.645784778	3.4707	4.877	29	4.164	0.75080779	50.4450	13.291764948	2348.2696105136
0.159	744.64	1.70	59	149.9	2.012010954	4.3936	0.584	5	0.969	4.944741242	265.0056	2.422892938	14.2233753916
0.323	230.12	1.58	29	39.8	2.337380261	1.0246	4.601	43	3.003	3.134015095	211.6244	14.733987847	3198.6072838648
0.529	473.18	4.45	11	161.9	4.387485953	7.2444	4.351	6	1.928	3.560116446	91.3578	2.032714215	8.3990269086
0.776	368.98	0.81	27	122.6	1.444549478	3.1961	1.026	7	0.720	1.544766804	137.4168	10.924721077	1303.8603327421
0.931	225.63	4.10	81	170.2	3.146328119	3.8116	3.432	15	0.364	1.479892237	115.0572	3.586276689	46.1244690235
0.184	224.73	3.50	48	171.9	3.687678121	2.9897	0.476	13	2.947	1.179673629	90.4076	8.939537671	714.4061367772
0.223	629.16	1.72	78	97.1	2.611233024	8.0178	3.843	42	2.926	3.838821538	329.4190	10.735114852	1237.1435223970
0.969	17.22	1.55	79	193.4	2.946187641	4.9048	4.724	20	2.111	3.118751886	335.5495	8.758550100	671.8876455975
0.275	471.56	2.64	50	113.0	1.097441213	1.4342	1.893	43	2.581	3.990448944	242.7613	8.742445075	668.1881010566
0.844	240.75	0.03	17	90.1	3.839567518	0.9821	0.097	39	4.086	2.68147769	398.4806	9.371341057	823.0102255037
0.278	139.89	3.63	76	58.7	4.504818268	7.5010	3.270	38	3.826	0.04704147	127.4368	15.952828579	4059.8790502179
0.911	3.76	0.22	31	157.1	3.279282696	1.2400	0.845	36	1.757	1.464208722	367.6002	13.166669987	2282.5896897842
0.847	397.21	0.51	93	68.4	0.882200547	3.0653	2.285	49	2.225	3.374568979	109.5766	14.621270436	3125.7578442828
0.507	66.25	1.47	66	57.0	2.100063771	0.8778	4.205	9	1.634	2.154111492	141.0744	13.008960713	2201.5462137357
0.387	249.93	2.00	81	48.8	1.374034542	9.0715	0.386	26	1.616	2.799917374	452.9590	6.223822295	241.0857561687
0.803	689.19	1.60	55	111.6	2.42019943	8.2615	2.495	40	1.890	3.839806616	212.7753	16.158565691	4218.9893056470
0.714	160.87	3.81	96	139.3	2.138462947	9.2416	4.908	24	0.039	0.47790103	266.3312	11.919657519	1693.5239066090
0.457	503.87	4.58	13	30.8	0.799342708	6.3267	0.858	37	0.009	2.672813802	74.7249	12.430952449	1920.9374150981
0.754	441.17	3.04	40	189.9	0.610719689	0.1694	4.406	42	3.323	2.970528454	274.2619	3.427871370	40.2785242663
0.279	693.53	4.45	86	165.6	1.047536001	9.0868	1.095	24	0.596	2.15453592	247.0538	19.077176462	6942.9220719631
0.085	697.54	1.45	10	193.4	1.708171826	6.1318	2.743	6	1.343	1.403890687	279.0186	7.274202448	384.9073028736
0.405	480.75	1.29	27	155.2	1.919383953	0.2784	4.223	31	3.661	3.964605764	412.7129	10.361627502	1112.4587756044
0.905	562.85	4.21	73	64.2	2.375697126	2.4535	0.911	37	1.462	4.458405686	140.7147	14.035562323	2764.9638075557
0.255	760.31	4.39	21	157.0	3.85427589	3.6374	4.563	12	1.690	3.904011382	187.2545	16.596571400	4571.4622306261
0.920	627.61	0.65	58	20.7	4.566918587	8.0960	1.896	21	3.461	3.827930914	292.5972	1.604567036	4.1311750517
0.126	227.13	4.49	52	142.5	2.295622861	1.8153	1.190	42	3.871	1.04027279	455.7945	17.987363238	5819.7256881472
0.045	14.84	4.78	0	188.4	4.621036172	4.8000	1.992	12	2.017	1.384569958	224.1756	18.938144737	6792.2285996385
0.813	507.21	4.75	41	49.8	2.564708131	8.9812	3.651	37	3.971	1.799247654	497.3297	16.486684293	4481.2581706036
0.902	666.92	3.04	94	78.0	1.226513132	6.7189	2.723	11	0.656	1.607997047	408.1544	0.608565593	0.2253835339
0.545	679.59	0.93	29	54.8	4.217293392	0.0569	0.971	18	3.380	0.638442168	452.5423	14.380973318	2974.1635137222
0.678	728.49	4.95	90	183.8	1.473777062	4.4928	3.464	33	0.990	4.385993309	477.6272	1.377161321	2.6118873940
0.441	360.76	1.84	38	22.3	2.62924189	3.5725	1.073	34	1.557	0.595778612	10.0208	7.860835614	485.7425441963
0.215	47.35	2.68	37	56.6	3.194737586	7.8651	0.450	5	4.455	2.125317892	123.5365	9.257660481	793.4211034969
0.568	561.85	4.33	76	48.3	1.115583134	3.3965	3.829	12	0.431	4.137506467	159.5231	1.293024400	2.1618231395
0.802	346.93	3.81	2	103.0	2.351184279	1.7027	2.477	20	3.760	2.583468114	45.1892	11.985558838	1721.7689226837
0.749	748.49	4.96	35	61.2	0.850255249	1.1064	2.118	17	1.956	0.428749846	193.3957	19.768233872	7725.0911291166
0.896	417.47	4.00	76	5.6	2.103685857	7.6613	2.932	37	3.011	3.733377325	327.0078	5.143468187	136.0718138443
0.678	667.85	3.68	18	7.7	2.771689954	8.3746	3.548	46	1.385	4.614117228	147.0331	14.863076074	3283.4174501711
0.804	44.43	1.60	46	58.8	0.227680625	4.3230	0.945	12	4.730	0.525828386	301.3206	6.819901779	317.2008627633
0.611	669.48	1.12	70	103.1	2.174804995	5.5580	0.960	26	1.175	2.371417691	88.7283	16.491951733	4485.5547838525
0.216	274.27	2.70	71	63.3	2.183417357	1.8456	0.111	41	0.347	0.025807636	208.2708	13.433350208	2424.1138388654
0.151	482.01	4.34	8	113.1	0.00576299	8.3541	2.831	23	3.671	2.320937709	153.8387	17.548132205	5403.7182021758
0.912	468.94	2.59	76	187.2	1.742862728	5.9588	2.408	47	1.238	2.384622997	101.3499	15.162014527	3485.5452504305
0.080	461.06	1.65	15	156.7	4.099427844	8.8307	2.785	6	2.507	2.618300787	420.1910	6.471482218	271.0262065275
0.559	53.39	0.11	96	119.0	3.40553195	2.9767	3.539	5	2.613	0.422147242	21.4708	18.575340424	6409.2962364418
0.478	785.65	2.94	61	16.4	0.299226265	8.1486	0.897	22	4.081	0.386211941	392.3115	19.487697975	7400.8503161180
0.927	289.36	1.76	80	30.7	2.636453369	5.7809	4.161	33	1.414	3.803485475	64.6742	9.971240564	991.3969586812
0.292	253.78	3.48	76	57.9	0.470792318	3.8802	2.153	42	0.075	3.496956263	307.8297	18.913661482	6765.9196382789
0.745	553.52	2.20	9	89.7	3.737033722	7.2927	2.660	37	3.443	0.47327705	343.3262	5.235504239	143.5078132075
0.806	508.82	2.97	81	178.9	3.173736271	1.5051	4.068	7	4.335	3.275331883	363.8817	12.329317618	1874.2051289875
0.708	6.10	2.82	5	78.0	4.571795629	4.6781	4.161	44	1.605	2.002721314	36.9003	6.704193671	301.3281151899
0.634	761.35	1.59	85	37.9	1.724736937	7.9698	2.715	14	3.849	1.959408895	115.3472	15.684701743	3858.5914177821
0.231	444.71	1.52	8	44.3	4.869705495	4.7260	1.976	12	2.964	4.118795024	364.4775	17.353881623	5226.2465268198
0.397	383.48	2.80	44	92.0	4.984084413	3.0456	3.993	37	1.035	4.610441265	217.6569	8.382598706	589.0281194823
0.190	717.27	1.79	26	103.4	2.380252353	6.9571	0.805	12	1.762	1.783726463	274.4826	3.106479057	29.9781818743
0.809	671.16	4.20	1	109.9	0.464428471	5.4117	1.738	5	2.541	1.425566941	290.2893	13.848747034	2656.0206490893
0.080	416.28	2.90	43	5.7	2.063218375	4.2069	3.310	29	4.511	0.629972479	474.9971	5.192302820	139.9845285793
0.286	704.05	2.43	54	104.5	4.658394494	4.1618	3.525	38	2.821	2.570126317	323.3893	10.359666273	1111.8272031245
0.870	765.49	4.91	32	161.9	2.636806183	9.6094	0.869	17	0.860	2.327442513	135.2225	3.180337950	32.1676855524
0.787	4.92	1.95	20	108.8	0.217430857	1.3091	3.994	27	2.808	1.990760841	392.4660	11.895108487	1683.0817925722
0.680	509.29	2.47	75	17.6	1.239149304	7.8960	1.267	47	2.082	4.643671109	265.2278	1.611592177	4.1856744969
0.611	686.09	4.67	95	42.4	2.781433915	6.8673	0.274	7	3.729	1.311742208	408.8502	3.810038597	55.3080218689
0.516	40.21	3.69	66	194.2	2.357795953	5.2180	2.636	34	4.845	4.743977201	144.9052	1.444162465	3.0119527809
0.720	90.36	2.26	66	130.3	4.712590185	4.1938	1.863	38	3.852	3.030159446	26.0903	9.056245945	742.7533600190
0.735	686.88	1.80	14	23.6	1.952121876	2.1540	3.549	25	0.370	1.23413318	441.4841	1.035498815	1.1103216772
0.034	577.54	4.14	91	95.5	2.43168521	2.9192	3.278	35	1.229	3.99947916	264.5566	2.259916433	11.5418955623
0.567	94.75	3.23	64	10.1	4.763730578	3.1553	2.902	10	3.429	3.269401609	256.9978	5.148581515	136.4780407815
0.758	329.93	1.24	60	62.4	2.420623012	3.1459	1.653	23	3.701	1.385179059	378.4542	6.715035545	302.7923841556
0.874	641.73	3.58	98	123.7	4.031695027	2.8227	3.819	25	0.053	3.754826727	314.6691	3.184606354	32.2973784094
0.202	55.17	1.98	79	98.5	2.344726619	2.4900	1.842	32	4.599	1.474233668	167.0834	9.429207824	838.3504922624
0.552	329.84	4.08	60	9.3	4.454144373	8.9494	2.189	28	4.878	4.420147649	283.1183	17.257203756	5139.3865140870
0.122	74.00	0.66	71	44.6	3.524075672	9.9089	0.346	20	2.116	1.217805598	56.4352	10.950270108	1313.0295373239
0.036	592.91	4.16	91	130.5	0.775044709	0.9793	1.309	35	3.082	2.52838323	193.7421	16.748775288	4698.3911259780
0.101	544.70	1.13	78	92.9	1.819714278	4.6236	4.591	14	3.171	1.254549535	15.5105	12.464818776	1936.6801720529
0.837	792.51	3.24	27	7.0	2.227841605	4.8996	1.273	40	4.909	2.166528741	70.5467	6.085225358	225.3356982423
0.949	58.15	3.96	10	31.2	0.285055838	9.6867	4.398	44	3.233	0.464249201	79.3596	9.807201634	943.2684598488
0.662	270.91	4.78	16	102.5	1.548578091	9.1917	4.362	11	3.678	0.319751378	40.3640	7.201020474	373.4067266860
0.671	3.71	1.42	28	55.7	2.425887441	1.9450	1.605	5	3.160	2.868730022	422.1218	7.126216982	361.8904522718
0.932	468.86	4.79	9	12.9	3.486219925	5.0688	3.787	19	1.263	0.768840721	401.8612	12.878744191	2136.0949377780
0.964	559.87	1.30	77	124.3	0.135562723	2.1625	2.654	15	1.744	0.713598645	231.3027	3.568480008	45.4412013212
0.086	27.03	0.26	41	30.4	4.720647945	4.1639	0.331	46	3.364	1.127976193	267.8795	11.565560565	1547.0347235111
0.699	288.52	3.12	72	171.1	0.035713978	5.6256	0.975	22	0.485	3.823716332	429.4508	15.469676152	3702.0618168749
0.795	710.03	1.26	94	112.1	2.161780604	6.4530	1.413	13	2.786	4.988850447	198.2155	16.411055514	4419.8704882403
0.802	26.82	2.63	24	175.9	1.863923672	0.2472	4.855	17	3.892	1.323813346	69.5150	7.838929969	481.6930205864
0.612	415.44	1.16	42	51.6	3.393306594	4.7447	2.492	32	3.681	2.916549075	332.6003	8.400086967	592.7224092945
0.419	261.10	2.59	24	45.1	3.940637836	3.4214	1.567	17	1.201	1.641648524	498.1371	19.781779522	7740.9822452750
0.722	328.65	4.77	48	157.2	4.710135001	8.0040	4.273	48	1.016	2.261034339	494.9115	15.645365337	3829.6327336660
0.881	617.20	1.33	22	29.3	3.211942303	2.6233	2.505	33	0.478	4.630792563	458.1876	6.617013676	289.7250834805
0.627	430.39	1.04	77	52.4	2.782276071	3.3589	1.576	10	3.659	1.975242107	169.3793	1.130927294	1.4464521017
0.257	339.34	3.18	28	156.1	4.419666859	8.4096	1.614	10	3.480	2.881227464	292.8803	2.439222458	14.5129009054
0.212	732.78	0.63	38	121.2	1.935039342	3.4937	2.070	46	1.210	4.842466545	391.7747	10.596683738	1189.8985042476
0.720	110.35	4.31	91	119.8	4.37384584	5.6596	1.576	23	1.424	2.757940001	416.7286	4.040852684	65.9810243257
0.296	416.78	1.88	66	134.2	0.225010978	2.6801	2.558	37	1.021	4.993614605	453.2566	1.990115679	7.8819733781
0.765	752.34	2.51	20	83.5	3.007497248	1.7515	3.100	36	4.724	2.197360249	45.0792	2.649336089	18.5956415510
0.928	719.42	1.19	44	37.9	0.856335525	5.1459	3.138	25	2.848	2.772147229	259.0125	0.527974388	0.1471765322
0.619	232.19	4.68	17	103.7	1.090131244	9.1769	3.222	12	3.593	4.751347614	92.0683	13.780796931	2617.1161620602
0.035	416.91	4.15	65	1.0	0.245871926	5.7290	3.480	46	1.304	3.699147377	226.9452	14.336850756	2946.8721403559
0.013	48.85	4.20	89	164.6	2.234648052	8.0480	4.499	17	1.940	4.15186188	82.2583	4.509639654	91.7118643652
0.889	436.92	1.71	77	26.1	1.758589296	5.5643	4.181	19	4.969	3.313111058	8.7650	18.686432008	6524.9795512360
0.210	367.15	3.54	27	67.3	2.731747583	3.8373	3.544	47	2.233	0.258174338	349.1706	15.915135153	4031.1688839584
0.625	461.47	4.11	56	13.5	2.808480018	0.1114	0.888	40	3.185	4.903621428	350.1016	6.056254208	222.1325941573
0.444	53.18	0.38	56	114.8	4.710278135	2.1427	4.494	19	0.083	4.391022188	168.8238	18.605337417	6440.3971876390
0.199	578.61	0.54	52	96.3	1.549513374	2.6921	0.772	47	1.340	3.617285324	32.1190	14.292048704	2919.3318303574
0.971	576.70	4.41	4	13.4	3.283944167	6.7952	3.494	13	2.880	0.962849973	65.9372	18.623321581	6459.0913646619
0.246	664.68	3.71	88	93.7	3.720327675	5.3105	4.690	17	1.041	4.893557284	470.5191	6.684045079	298.6194633768
0.049	448.86	1.80	53	41.4	2.522440789	0.8735	3.343	29	0.738	2.736556439	97.3097	14.619888876	3124.8718720806
0.509	192.75	3.14	28	130.8	0.548280553	9.2438	2.718	14	4.985	3.481858029	324.7728	17.446999133	5310.8277817433
0.160	489.96	2.36	22	134.1	2.446129899	4.5777	3.718	37	0.242	3.226521297	86.5904	19.967060986	7960.5382460244
0.708	730.37	2.36	86	97.9	2.40199454	9.3110	4.802	22	0.616	3.957674388	251.4341	13.592819163	2511.4736004457
0.107	548.82	4.86	39	94.2	0.226437522	3.6511	0.473	8	2.580	2.833863335	171.2263	12.198788211	1815.3069658914
0.051	779.36	1.02	55	29.8	1.248460509	4.0109	4.681	50	1.599	1.891341546	252.4606	18.629268625	6465.2811464742
0.915	549.61	0.79	67	56.9	1.181842646	9.3184	3.777	8	1.527	4.098185527	482.6450	0.306829245	0.0288861894
0.610	191.80	1.70	82	190.0	4.982429971	0.4564	3.940	39	4.251	1.755169889	262.2651	16.728831205	4681.6268736271
0.835	367.09	1.03	48	143.1	3.84151459	5.4487	0.868	25	3.851	3.64177521	76.3668	19.107861368	6976.4782584258
0.063	443.98	3.72	5	73.8	0.843219356	0.2953	1.571	24	4.806	3.653319796	262.5047	7.058715105	351.7037195300
0.056	217.11	4.68	53	66.8	3.311848812	4.3610	4.951	41	2.473	4.418711555	37.9887	19.079495156	6945.4539671154
0.806	580.27	0.87	98	37.1	4.847905871	4.6348	0.077	43	3.074	1.291628147	162.2217	11.620226968	1569.0754685072
0.527	178.99	3.96	37	159.9	3.927709618	6.9811	2.151	43	3.571	1.734750335	35.3157	4.079545925	67.8946383806
0.495	193.30	2.18	73	121.5	0.918928107	7.6866	1.356	10	4.969	4.494956216	91.8270	19.867351423	7841.8751126836
0.505	688.86	3.69	18	27.2	4.800220648	0.8343	1.745	8	1.465	4.475126078	255.7910	1.371078721	2.5774317358
0.321	177.36	0.16	44	44.5	0.992279086	7.1053	4.885	14	0.634	4.932113921	112.2098	4.080520651	67.9433162211
0.975	325.19	1.63	2	186.2	1.554850414	2.2766	1.005	6	1.904	2.216737066	368.4398	6.642055178	293.0268640855
0.828	625.05	3.35	36	77.6	2.612067928	8.1519	4.216	5	2.080	0.039161057	212.0099	19.470287340	7381.0319031109
0.440	558.91	4.38	100	116.4	3.691514895	4.4336	3.304	11	3.557	3.233513235	163.2971	4.453587830	88.3344409017
0.332	603.25	2.87	17	133.7	1.433313493	4.4966	2.947	29	4.982	2.792925539	106.9394	16.882785644	4812.0742427712
0.360	288.15	1.02	92	133.0	3.059215517	0.7051	1.684	43	1.293	2.803456578	164.0324	17.611948651	5462.8871827397
0.771	765.05	2.45	61	51.2	2.275359177	7.0896	0.644	19	0.641	4.958664612	328.2869	18.607993200	6443.1555483226
0.904	693.32	1.74	80	168.9	2.516548363	9.9319	0.393	19	1.226	1.585766245	462.9816	3.259809123	34.6398906601
0.395	364.66	0.94	93	127.0	2.735755553	0.3668	1.228	23	3.774	0.038587009	460.0155	19.032169998	6893.8991307618
0.221	693.61	4.19	26	124.4	0.189294397	0.9052	2.604	33	4.584	4.502618871	228.1159	11.959272187	1710.4652322138
0.350	706.42	3.19	89	28.0	0.454696383	4.8669	3.867	6	3.722	2.897323266	13.5252	7.840942861	482.0641854432
0.194	799.31	1.68	51	177.8	2.690772177	8.7630	1.432	49	0.834	0.072579551	248.8762	4.464676299	88.9958859265
0.396	381.65	4.88	13	131.2	3.778537423	0.1951	3.974	50	4.646	0.229374929	129.4562	0.636388085	0.2577306799
0.882	113.45	1.55	8	175.8	1.640598635	7.3216	0.853	44	0.617	4.092154883	56.2822	14.637669259	3136.2869425309
0.198	152.63	3.52	47	86.9	3.436082795	1.2291	0.984	46	3.323	0.958945264	18.1125	17.653607647	5501.7444035380
0.463	509.57	1.33	23	193.6	0.403650252	2.6777	3.962	48	3.709	4.200547861	204.9792	2.237989191	11.2091828628
0.510	271.87	4.81	21	177.7	4.281233193	4.5673	0.544	17	3.371	1.15896793	182.0531	17.202766485	5090.9037054011
0.802	200.47	2.85	36	84.9	0.929369075	2.8017	1.746	18	0.529	4.164553089	247.8522	18.272963679	6101.3645293912
0.290	560.75	0.56	32	102.4	3.107750114	0.7693	1.970	15	4.779	4.899835672	365.4244	2.114769990	9.4577845547
0.751	507.50	3.49	26	96.2	4.124589732	7.0396	2.629	19	0.258	2.316969476	221.9001	14.834747623	3264.6790085087
0.639	496.34	1.88	6	54.9	0.178177676	3.6450	2.922	17	3.386	2.167491477	389.5524	6.580033191	284.8946231214
0.741	356.40	3.88	33	199.9	2.698646861	6.4832	2.097	27	3.485	2.301326413	329.6999	10.363125439	1112.9413160082
0.947	54.91	3.60	34	153.1	1.756871055	1.7009	4.177	15	3.580	4.772692724	86.8446	12.726432098	2061.1993365035
0.400	119.45	0.48	6	195.1	4.511091781	7.6696	2.321	31	0.430	4.663084708	316.1182	4.382642709	84.1798601420
0.087	168.34	3.40	39	190.6	1.269761511	4.2687	0.477	18	1.300	1.578046215	217.4005	16.961556233	4879.7445708713
0.937	179.06	3.65	48	76.0	2.513140797	0.2630	3.475	21	1.451	3.211742191	252.5387	3.279768496	35.2800806935
0.207	436.03	2.69	46	181.0	4.914927575	8.0521	3.022	22	1.962	0.426635616	348.3340	6.920322037	331.4201537340
0.663	593.83	1.01	15	122.7	0.620822533	3.8946	1.821	15	2.926	1.694829183	212.9214	2.791441552	21.7513199408
