TrueSize	FrontLength	WorstCover	BestCover	AccBound	CovBound	CovMaxPhenFreq	CovMaxStateFreq	CovMinPhenFreq	CovMinStateFreq	Acc_CovRatio	Cov_AccRatio	Length_SS	FrontDiff	Diff_SS	BayesMaxCov	BayesMin	BayMax__BestCov	BestCov_BayMax	WorstCov_BayesMin	BayDiff_SS	phenotype
720	11	13	34.5	0.376811594	0.482517483	0.5	0.226867284	0.5	0.021282391	0.780928376	1.280527165	0.015277778	21.5	0.029861111	81.67222222	7.661660837	47.17222222	0.422420244	1.696760047	0.065516975	0
1440	13	22	58	0.379310345	0.442748092	0.5	0.211574074	0.5	0.042934967	0.856718193	1.167244969	0.009027778	36	0.025	152.3333333	30.91317612	94.33333333	0.380743982	0.711670645	0.065509259	0
1440	15	25	55	0.454545455	0.450819672	0.5	0.207407407	0.5	0.045986111	1.008264463	0.991803279	0.010416667	30	0.020833333	149.3333333	33.11	94.33333333	0.368303571	0.755058895	0.065509259	0
180	5	6.5	9	0.722222222	0.45	0.5	0.23099824	0.5	0.064825644	1.604938272	0.623076923	0.027777778	2.5	0.013888889	20.78984156	5.834307956	11.78984156	0.432903732	1.114099573	0.06549912	0
1440	17	8.5	44	0.193181818	0.299319728	0.5	0.192069348	0.5	0.010804704	0.645402893	1.549419768	0.011805556	35.5	0.024652778	138.2899306	7.779386789	94.28993056	0.318172117	1.092631107	0.065479118	0
720	12	11	26	0.423076923	0.440677966	0.5	0.203141043	0.5	0.039490243	0.960059172	1.041602465	0.016666667	15	0.020833333	73.13077546	14.21648732	47.13077546	0.355527476	0.773749503	0.06545941	0
720	12	11.5	28	0.410714286	0.459016393	0.5	0.208658275	0.5	0.047431689	0.894770408	1.117605132	0.016666667	16.5	0.022916667	75.11697917	17.07540799	47.11697917	0.372751944	0.673483176	0.065440249	0
180	4	6.5	11	0.590909091	0.44	0.5	0.25308642	0.5	0.064185528	1.342975207	0.744615385	0.022222222	4.5	0.025	22.77777778	5.776697531	11.77777778	0.482926829	1.125210376	0.065432099	0
1440	11	17.5	49	0.357142857	0.335616438	0.5	0.198871528	0.5	0.022744518	1.064139942	0.939726027	0.007638889	31.5	0.021875	143.1875	16.37605271	94.1875	0.342208643	1.06863359	0.065407986	0
1440	18	12	62.5	0.192	0.429553265	0.5	0.217575231	0.5	0.011144094	0.446976	2.237256586	0.0125	50.5	0.035069444	156.6541667	8.02374777	94.15416667	0.398968003	1.495560472	0.065384838	0
360	5	7.5	11.5	0.652173913	0.333333333	0.5	0.194623843	0.5	0.050568844	1.956521739	0.511111111	0.013888889	4	0.011111111	35.03229167	9.102391975	23.53229167	0.328268562	0.823959243	0.065367477	0
360	10	8	19	0.421052632	0.333333333	0.5	0.236271069	0.5	0.089491581	1.263157895	0.791666667	0.027777778	11	0.030555556	42.52879244	16.10848466	23.52879244	0.44675616	0.496632686	0.065357757	0
360	7	8.5	15	0.566666667	0.384615385	0.5	0.214044494	0.5	0.04604471	1.473333333	0.678733032	0.019444444	6.5	0.018055556	38.52800893	8.288047797	23.52800893	0.389327152	1.025573236	0.06535558	0
180	7	6	12	0.5	0.545454545	0.5	0.263996056	0.5	0.043218926	0.916666667	1.090909091	0.038888889	6	0.033333333	23.75964506	3.889703361	11.75964506	0.50505805	1.542534081	0.065331361	0
720	8	17	29.5	0.576271186	0.412587413	0.5	0.212604167	0.5	0.043021585	1.396725079	0.71596051	0.011111111	12.5	0.017361111	76.5375	15.48777062	47.0375	0.385431978	1.097640223	0.065329861	0
360	8	7.5	17.5	0.428571429	0.555555556	0.5	0.227879287	0.5	0.062913451	0.771428571	1.296296296	0.022222222	10	0.027777778	41.0182716	11.3244211	23.5182716	0.426639137	0.66228551	0.065328532	0
720	7	11	22	0.5	0.431372549	0.5	0.191759259	0.5	0.03812177	1.159090909	0.862745098	0.009722222	11	0.015277778	69.03333333	13.72383732	47.03333333	0.318686625	0.801525094	0.065324074	0
1440	13	24	59.5	0.403361345	0.459459459	0.5	0.21328125	0.5	0.04240014	0.877904103	1.139076577	0.009027778	35.5	0.024652778	153.5625	30.52810059	94.0625	0.387464387	0.786160932	0.065321181	0
1440	10	23	61	0.37704918	0.469230769	0.5	0.215364101	0.5	0.043417116	0.803547433	1.244481605	0.006944444	38	0.026388889	155.0621528	31.26032361	94.06215278	0.393390643	0.735756939	0.065320939	0
1440	14	27	59.5	0.453781513	0.432727273	0.5	0.213278839	0.5	0.044617304	1.048654756	0.953602694	0.009722222	32.5	0.022569444	153.5607639	32.12445859	94.06076389	0.387468768	0.840481091	0.065319975	0
720	10	10.5	26	0.403846154	0.464285714	0.5	0.202854938	0.5	0.038029431	0.869822485	1.149659864	0.013888889	15.5	0.021527778	73.02777778	13.69059526	47.02777778	0.356028908	0.766949851	0.065316358	0
720	14	11.5	30	0.383333333	0.576923077	0.5	0.213966049	0.5	0.060546823	0.664444444	1.505016722	0.019444444	18.5	0.025694444	77.02777778	21.79685619	47.02777778	0.389469888	0.527599022	0.065316358	0
180	6	6	11	0.545454545	0.523809524	0.5	0.252839506	0.5	0.062607857	1.041322314	0.96031746	0.033333333	5	0.027777778	22.75555556	5.634707133	11.75555556	0.483398437	1.064829078	0.065308642	0
1440	8	24	51	0.470588235	0.443478261	0.5	0.201432292	0.5	0.044636448	1.061130334	0.942391304	0.005555556	27	0.01875	145.03125	32.13824237	94.03125	0.351648352	0.746773882	0.065299479	0
720	17	11	29	0.379310345	0.557692308	0.5	0.211153549	0.5	0.049542879	0.680142687	1.47027972	0.023611111	18	0.025	76.01527778	17.83543647	47.01527778	0.381502256	0.616749695	0.065298997	0
360	6	8.5	18	0.472222222	0.5625	0.5	0.23058642	0.5	0.067670882	0.839506173	1.191176471	0.016666667	9.5	0.026388889	41.50555556	12.18075876	23.50555556	0.433676884	0.697821882	0.06529321	0
360	9	8	17.5	0.457142857	0.492957746	0.5	0.227808642	0.5	0.035125729	0.927346939	1.07834507	0.025	9.5	0.026388889	41.00555556	6.322631173	23.50555556	0.42677144	1.265296011	0.06529321	0
1440	19	21	56	0.375	0.495575221	0.5	0.208359375	0.5	0.04223578	0.756696429	1.321533923	0.013194444	35	0.024305556	150.01875	30.40976139	94.01875	0.373286672	0.690567733	0.065290799	0
180	5	6	11	0.545454545	0.647058824	0.5	0.252777778	0.5	0.04508642	0.842975207	1.18627451	0.027777778	5	0.027777778	22.75	4.057777778	11.75	0.483516484	1.47864184	0.065277778	0
180	5	8	12	0.666666667	0.428571429	0.5	0.263888889	0.5	0.153592593	1.555555556	0.642857143	0.027777778	4	0.022222222	23.75	13.82333333	11.75	0.505263158	0.578731613	0.065277778	0
360	8	6	12.5	0.48	0.342465753	0.5	0.199944102	0.5	0.025868262	1.4016	0.71347032	0.022222222	6.5	0.018055556	35.98993827	4.656287191	23.48993827	0.347319295	1.288580312	0.065249829	0
360	7	8.5	17.5	0.485714286	0.466666667	0.5	0.227716049	0.5	0.040254576	1.040816327	0.960784314	0.019444444	9	0.025	40.98888889	7.245823688	23.48888889	0.426944972	1.173089543	0.065246914	0
360	9	8	16.5	0.484848485	0.407407407	0.5	0.222160494	0.5	0.04089913	1.190082645	0.840277778	0.025	8.5	0.023611111	39.98888889	7.361843364	23.48888889	0.412614615	1.086684354	0.065246914	0
720	11	10	26.5	0.377358491	0.452991453	0.5	0.204089506	0.5	0.044024947	0.833036668	1.20042735	0.015277778	16.5	0.022916667	73.47222222	15.848981	46.97222222	0.360680529	0.630955391	0.065239198	0
1440	14	20	57	0.350877193	0.478991597	0.5	0.209635417	0.5	0.041846408	0.732533087	1.36512605	0.009722222	37	0.025694444	150.9375	30.12941352	93.9375	0.377639752	0.663803163	0.065234375	0
720	10	8.5	26	0.326923077	0.346666667	0.5	0.202667574	0.5	0.029792074	0.943047337	1.060392157	0.013888889	17.5	0.024305556	72.96032665	10.7251467	46.96032665	0.356358054	0.792529952	0.065222676	0
180	6	6.5	10.5	0.619047619	0.411764706	0.5	0.247047325	0.5	0.048097979	1.503401361	0.665158371	0.033333333	4	0.022222222	22.23425926	4.32881813	11.73425926	0.472244201	1.501564585	0.065190329	0
1440	19	13	71	0.183098592	0.455128205	0.5	0.22896412	0.5	0.016629436	0.402301131	2.485700197	0.013194444	58	0.040277778	164.8541667	11.97319372	93.85416667	0.430683685	1.085758763	0.065176505	0
180	6	6	10.5	0.571428571	0.466666667	0.5	0.246978052	0.5	0.069579904	1.224489796	0.816666667	0.033333333	4.5	0.025	22.22802469	6.262191358	11.72802469	0.472376657	0.958131053	0.065155693	0
1440	15	14	56.5	0.247787611	0.420074349	0.5	0.208764468	0.5	0.019457957	0.589866082	1.695300053	0.010416667	42.5	0.029513889	150.3104167	14.00972881	93.81041667	0.375888786	0.999305567	0.065146123	0
360	10	9.5	17.5	0.542857143	0.466666667	0.5	0.2275	0.5	0.049507581	1.163265306	0.859649123	0.027777778	8	0.022222222	40.95	8.911364583	23.45	0.427350427	1.066054465	0.065138889	0
1440	8	15.5	53	0.29245283	0.398496241	0.5	0.203857542	0.5	0.024424515	0.733891064	1.362600049	0.005555556	37.5	0.026041667	146.7774306	17.58565086	93.77743056	0.361090937	0.881400417	0.065123216	0
360	9	8	14	0.571428571	0.333333333	0.5	0.208010031	0.5	0.026417302	1.714285714	0.583333333	0.025	6	0.016666667	37.44180556	4.755114403	23.44180556	0.373913592	1.68239906	0.065116127	0
720	10	12.5	37	0.337837838	0.411111111	0.5	0.233005401	0.5	0.043389999	0.821767714	1.216888889	0.013888889	24.5	0.034027778	83.88194444	15.62039979	46.88194444	0.441096117	0.8002356	0.065113812	0
1440	8	23.5	51	0.460784314	0.443478261	0.5	0.200989583	0.5	0.045660492	1.039023453	0.962442183	0.005555556	27.5	0.019097222	144.7125	32.87555438	93.7125	0.352422907	0.714816843	0.065078125	0
720	7	8	17	0.470588235	0.253731343	0.5	0.177367405	0.5	0.022654428	1.85467128	0.539179104	0.009722222	9	0.0125	63.85226563	8.155594051	46.85226563	0.266239574	0.9809218	0.065072591	0
720	6	9.5	25	0.38	0.416666667	0.5	0.199562789	0.5	0.043081522	0.912	1.096491228	0.008333333	15.5	0.021527778	71.84260417	15.50934781	46.84260417	0.347982931	0.612533816	0.065059172	0
180	5	5.5	11	0.5	0.5	0.5	0.252312311	0.5	0.057037037	1	1	0.027777778	5.5	0.030555556	22.70810802	5.133333333	11.70810802	0.484408476	1.071428571	0.065045045	0
180	7	5.5	10	0.55	0.454545455	0.5	0.241171914	0.5	0.06382716	1.21	0.826446281	0.038888889	4.5	0.025	21.70547229	5.744444444	11.70547229	0.460713311	0.957446809	0.065030402	0
1440	22	19.5	56.5	0.345132743	0.472803347	0.5	0.208515625	0.5	0.040188139	0.729971024	1.369917391	0.015277778	37	0.025694444	150.13125	28.93546032	93.63125	0.376337371	0.673913592	0.065021701	0
720	10	11.5	31.5	0.365079365	0.406451613	0.5	0.21753858	0.5	0.028579178	0.898211136	1.113323983	0.013888889	20	0.027777778	78.31388889	10.28850399	46.81388889	0.402227503	1.117752397	0.06501929	0
1440	10	17.5	52	0.336538462	0.351351351	0.5	0.202252604	0.5	0.022417704	0.957840237	1.044015444	0.006944444	34.5	0.023958333	145.621875	16.14074667	93.621875	0.357089208	1.084212543	0.065015191	0
1440	14	19.5	53	0.367924528	0.449152542	0.5	0.203634259	0.5	0.041557848	0.819152723	1.220773577	0.009722222	33.5	0.023263889	146.6166667	29.92165038	93.61666667	0.361486871	0.65170202	0.065011574	0
360	4	9.5	18	0.527777778	0.692307692	0.5	0.229996271	0.5	0.090145199	0.762345679	1.311740891	0.011111111	8.5	0.023611111	41.3993287	16.22613573	23.3993287	0.434789659	0.585475196	0.064998135	0
360	7	8	15.5	0.516129032	0.508196721	0.5	0.216049383	0.5	0.036665783	1.015608741	0.984631148	0.019444444	7.5	0.020833333	38.88888889	6.599840896	23.38888889	0.398571429	1.212150433	0.064969136	0
180	5	7.5	14	0.535714286	0.736842105	0.5	0.285493827	0.5	0.112611454	0.727040816	1.375438596	0.027777778	6.5	0.036111111	25.69444444	10.13503086	11.69444444	0.544864865	0.740007613	0.064969136	0
1440	13	10	54	0.185185185	0.391304348	0.5	0.204930556	0.5	0.012101774	0.473251029	2.113043478	0.009027778	44	0.030555556	147.55	8.713277209	93.55	0.365977635	1.147673804	0.064965278	0
360	10	10.5	20	0.525	0.454545455	0.5	0.241018519	0.5	0.06818107	1.155	0.865800866	0.027777778	9.5	0.026388889	43.38333333	12.27259259	23.38333333	0.461006531	0.855564944	0.064953704	0
360	9	10.5	23	0.456521739	0.547619048	0.5	0.257685185	0.5	0.042826487	0.833648393	1.199546485	0.025	12.5	0.034722222	46.38333333	7.708767587	23.38333333	0.495867769	1.362085428	0.064953704	0
360	5	8	15	0.533333333	0.384615385	0.5	0.213199588	0.5	0.029228888	1.386666667	0.721153846	0.013888889	7	0.019444444	38.37592593	5.261199881	23.37592593	0.390870048	1.520565685	0.064933128	0
360	10	9.5	16	0.59375	0.390243902	0.5	0.218753301	0.5	0.040546861	1.521484375	0.657252888	0.027777778	6.5	0.018055556	39.37559414	7.298434928	23.37559414	0.406343075	1.301648928	0.064932206	0
1440	11	22.5	57	0.394736842	0.431818182	0.5	0.208979552	0.5	0.042920578	0.914127424	1.093939394	0.007638889	34.5	0.023958333	150.4652778	30.90281621	93.46527778	0.378824941	0.728088982	0.064906443	0
1440	8	15	48.5	0.309278351	0.328813559	0.5	0.197148438	0.5	0.019381786	0.940588798	1.063163842	0.005555556	33.5	0.023263889	141.946875	13.95488619	93.446875	0.341677124	1.074892321	0.064893663	0
180	5	7	11	0.636363636	0.407407407	0.5	0.251997599	0.5	0.122325103	1.561983471	0.64021164	0.027777778	4	0.022222222	22.67978395	11.00925926	11.67978395	0.485013439	0.635828427	0.064887689	0
720	8	12.5	28.5	0.438596491	0.382550336	0.5	0.208929398	0.5	0.028384582	1.146506617	0.872214765	0.011111111	16	0.022222222	75.21458333	10.21844935	46.71458333	0.37891588	1.223277581	0.064881366	0
180	5	7.5	11	0.681818182	0.523809524	0.5	0.25191358	0.5	0.074407807	1.301652893	0.768253968	0.027777778	3.5	0.019444444	22.67222222	6.696702675	11.67222222	0.485175202	1.119954157	0.064845679	0
720	18	14.5	37.5	0.386666667	0.503355705	0.5	0.233854167	0.5	0.046457765	0.768177778	1.301781995	0.025	23	0.031944444	84.1875	16.72479528	46.6875	0.445434298	0.866976232	0.06484375	0
1440	30	11	46.5	0.23655914	0.315254237	0.5	0.194225984	0.5	0.015228885	0.750375766	1.332665639	0.020833333	35.5	0.024652778	139.8427083	10.96479723	93.34270833	0.332516443	1.003210527	0.064821325	0
1440	8	14	54.5	0.256880734	0.364548495	0.5	0.205335648	0.5	0.023727232	0.70465449	1.419135213	0.005555556	40.5	0.028125	147.8416667	17.08360713	93.34166667	0.368637619	0.819499061	0.064820602	0
180	6	5.5	9	0.611111111	0.45	0.5	0.22962963	0.5	0.067471422	1.358024691	0.736363636	0.033333333	3.5	0.019444444	20.66666667	6.072427984	11.66666667	0.435483871	0.905733261	0.064814815	0
360	6	8	18	0.444444444	0.43902439	0.5	0.22962963	0.5	0.030816356	1.012345679	0.987804878	0.016666667	10	0.027777778	41.33333333	5.546944123	23.33333333	0.435483871	1.442235549	0.064814815	0
180	4	5.5	9.5	0.578947368	0.404255319	0.5	0.235025453	0.5	0.062673454	1.432132964	0.698259188	0.022222222	4	0.022222222	21.15229081	5.640610882	11.65229081	0.449123931	0.975071693	0.064734949	0
1440	13	23.5	59.5	0.394957983	0.519650655	0.5	0.2120761	0.5	0.044968665	0.760045195	1.315711233	0.009027778	36	0.025	152.6947917	32.37743891	93.19479167	0.389666205	0.725814048	0.064718605	0
1440	14	8.5	40.5	0.209876543	0.298892989	0.5	0.185649376	0.5	0.013532372	0.702179546	1.424137183	0.009722222	32	0.022222222	133.6675506	9.743307587	93.16755064	0.302990515	0.872393684	0.064699688	0
180	5	9	12	0.75	0.545454545	0.5	0.262716049	0.5	0.073538193	1.375	0.727272727	0.027777778	3	0.016666667	23.64444444	6.618437386	11.64444444	0.507518797	1.359837598	0.064691358	0
1440	8	15.5	53.5	0.289719626	0.362711864	0.5	0.20365789	0.5	0.023423091	0.798759717	1.251940951	0.005555556	38	0.026388889	146.6336806	16.86462585	93.13368056	0.364854785	0.919083538	0.064676167	0
1440	9	23.5	68.5	0.343065693	0.598253275	0.5	0.224488812	0.5	0.044965966	0.573445575	1.743844653	0.00625	45	0.03125	161.6319444	32.37549582	93.13194444	0.423802363	0.72585761	0.064674961	0
1440	19	8.5	43.5	0.195402299	0.314079422	0.5	0.189761767	0.5	0.014077391	0.622142952	1.607347632	0.013194444	35	0.024305556	136.6284722	10.13572168	93.12847222	0.318381662	0.838618134	0.06467255	0
1440	13	23	57	0.403508772	0.487179487	0.5	0.208503086	0.5	0.04170665	0.828254848	1.20735786	0.009027778	34	0.023611111	150.1222222	30.02878826	93.12222222	0.379690622	0.765931672	0.06466821	0
1440	13	21	57	0.368421053	0.448818898	0.5	0.208488619	0.5	0.042503486	0.820867959	1.218222722	0.009027778	36	0.025	150.1118056	30.60250965	93.11180556	0.37971697	0.68621823	0.064660976	0
180	4	7	11.5	0.608695652	0.534883721	0.5	0.257098765	0.5	0.068702503	1.137996219	0.878737542	0.022222222	4.5	0.025	23.13888889	6.183225309	11.63888889	0.4969988	1.13209525	0.064660494	0
1440	22	8.5	47.5	0.178947368	0.31986532	0.5	0.195288387	0.5	0.013002843	0.559445983	1.78748267	0.015277778	39	0.027083333	140.6076389	9.362046771	93.10763889	0.337819484	0.907921121	0.064658083	0
1440	12	14.5	54.5	0.266055046	0.364548495	0.5	0.204962384	0.5	0.024013943	0.729820722	1.370199516	0.008333333	40	0.027777778	147.5729167	17.29003924	93.07291667	0.369308957	0.838633146	0.06463397	0
1440	9	17	51	0.333333333	0.351724138	0.5	0.200096451	0.5	0.028138383	0.947712418	1.055172414	0.00625	34	0.023611111	144.0694444	20.25963595	93.06944444	0.353995951	0.839106884	0.064631559	0
180	6	6.5	10.5	0.619047619	0.411764706	0.5	0.245925949	0.5	0.056492225	1.503401361	0.665158371	0.033333333	4	0.022222222	22.13333539	5.084300259	11.63333539	0.474397546	1.278445345	0.064629641	0
1440	9	24.5	56	0.4375	0.5	0.5	0.207004244	0.5	0.04469023	0.875	1.142857143	0.00625	31.5	0.021875	149.0430556	32.17696568	93.04305556	0.375730354	0.761414244	0.064613233	0
1440	15	18	55	0.327272727	0.462184874	0.5	0.205607639	0.5	0.041437039	0.708099174	1.412231559	0.010416667	37	0.025694444	148.0375	29.83466788	93.0375	0.371527485	0.603324966	0.064609375	0
360	4	7.5	18	0.416666667	0.692307692	0.5	0.229175154	0.5	0.05252638	0.601851852	1.661538462	0.011111111	10.5	0.029166667	41.25152778	9.454748311	23.25152778	0.436347475	0.793252211	0.064587577	0
180	5	6.5	9.5	0.684210526	0.463414634	0.5	0.234722222	0.5	0.063851152	1.476454294	0.677298311	0.027777778	3	0.016666667	21.125	5.746603709	11.625	0.449704142	1.131102879	0.064583333	0
360	6	9	18.5	0.486486486	0.521126761	0.5	0.231921296	0.5	0.04928757	0.933528123	1.071205008	0.016666667	9.5	0.026388889	41.74583333	8.871762654	23.24583333	0.443158	1.014454551	0.064571759	0
720	11	10.5	26.5	0.396226415	0.460869565	0.5	0.202748843	0.5	0.039418693	0.859736561	1.163146998	0.015277778	16	0.022222222	72.98958333	14.19072941	46.48958333	0.363065506	0.739919683	0.064568866	0
1440	10	24	57.5	0.417391304	0.450980392	0.5	0.208996914	0.5	0.043430458	0.925519849	1.080473856	0.006944444	33.5	0.023263889	150.4777778	31.26992953	92.97777778	0.382116222	0.767510524	0.064567901	0
1440	8	27	66.5	0.406015038	0.509578544	0.5	0.22146412	0.5	0.046672367	0.796766352	1.255073081	0.005555556	39.5	0.027430556	159.4541667	33.60410438	92.95416667	0.417047741	0.803473281	0.064551505	0
1440	11	23.5	58.5	0.401709402	0.448275862	0.5	0.210332755	0.5	0.041449046	0.896120973	1.115920763	0.007638889	35	0.024305556	151.4395833	29.84331308	92.93958333	0.386292663	0.787446083	0.064541377	0
1440	10	24.5	58.5	0.418803419	0.451737452	0.5	0.210324074	0.5	0.043813864	0.927094748	1.078638405	0.006944444	34	0.023611111	151.4333333	31.54598206	92.93333333	0.386308607	0.776644073	0.064537037	0
1440	10	13.5	54	0.25	0.357615894	0.5	0.204065394	0.5	0.021931956	0.699074074	1.430463576	0.006944444	40.5	0.028125	146.9270833	15.79100851	92.92708333	0.367529245	0.854916897	0.064532697	0
180	4	7	9.5	0.736842105	0.441860465	0.5	0.234558528	0.5	0.092923426	1.667590028	0.599667774	0.022222222	2.5	0.013888889	21.11026749	8.363108368	11.61026749	0.450017983	0.837009362	0.064501486	0
360	9	7.5	16	0.46875	0.4	0.5	0.21787037	0.5	0.026346288	1.171875	0.853333333	0.025	8.5	0.023611111	39.21666667	4.742331902	23.21666667	0.4079898	1.581500442	0.064490741	0
180	5	6	12	0.5	0.5	0.5	0.262282099	0.5	0.074540466	1	1	0.027777778	6	0.033333333	23.60538889	6.708641975	11.60538889	0.508358496	0.894368789	0.064474383	0
1440	22	10.5	46	0.22826087	0.315068493	0.5	0.192831308	0.5	0.006806309	0.724480151	1.380300065	0.015277778	35.5	0.024652778	138.8385417	4.900542146	92.83854167	0.331320104	2.142620079	0.064471209	0
360	5	8	18	0.444444444	0.72	0.5	0.228940329	0.5	0.057636906	0.617283951	1.62	0.013888889	10	0.027777778	41.20925926	10.374643	23.20925926	0.436795039	0.771110871	0.064470165	0
1440	24	21.5	71	0.302816901	0.464052288	0.5	0.227540509	0.5	0.032267157	0.652549097	1.53245174	0.016666667	49.5	0.034375	163.8291667	23.2323528	92.82916667	0.433378265	0.925433605	0.064464699	0
180	5	5.5	11	0.5	0.47826087	0.5	0.251137327	0.5	0.043505103	1.045454545	0.956521739	0.027777778	5.5	0.030555556	22.6023594	3.915459229	11.6023594	0.486674856	1.404688359	0.064457552	0
720	9	13.5	39	0.346153846	0.433333333	0.5	0.237229938	0.5	0.043619062	0.798816568	1.251851852	0.0125	25.5	0.035416667	85.40277778	15.70286233	46.40277778	0.456659619	0.859715873	0.064448302	0
1440	16	21	57	0.368421053	0.448818898	0.5	0.208032407	0.5	0.042027542	0.820867959	1.218222722	0.011111111	36	0.025	149.7833333	30.25983056	92.78333333	0.380549683	0.693989345	0.06443287	0
360	6	6.5	17	0.382352941	0.653846154	0.5	0.223308728	0.5	0.043308032	0.584775087	1.710059172	0.016666667	10.5	0.029166667	40.19557099	7.795445816	23.19557099	0.422932168	0.833820176	0.064432142	0
1440	21	16.5	58.5	0.282051282	0.402061856	0.5	0.210112847	0.5	0.026850126	0.701512163	1.425492034	0.014583333	42	0.029166667	151.28125	19.33209057	92.78125	0.386696963	0.85350314	0.064431424	0
360	6	8.5	14.5	0.586206897	0.408450704	0.5	0.20941358	0.5	0.044762536	1.435196195	0.696768848	0.016666667	6	0.016666667	37.69444444	8.057256516	23.19444444	0.384672071	1.054949657	0.064429012	0
360	8	7.5	17	0.441176471	0.53125	0.5	0.223209877	0.5	0.064367459	0.830449827	1.204166667	0.022222222	9.5	0.026388889	40.17777778	11.58614266	23.17777778	0.423119469	0.647325017	0.064382716	0
720	14	10.5	31.5	0.333333333	0.401273885	0.5	0.216238426	0.5	0.023860053	0.830687831	1.203821656	0.019444444	21	0.029166667	77.84583333	8.589619204	46.34583333	0.404645935	1.222405761	0.064369213	0
1440	12	20	52.5	0.380952381	0.351170569	0.5	0.201646412	0.5	0.033477151	1.084807256	0.921822742	0.008333333	32.5	0.022569444	145.1854167	24.10354872	92.68541667	0.361606566	0.829753338	0.064364873	0
180	6	6.5	10	0.65	0.5	0.5	0.239817901	0.5	0.043132716	1.3	0.769230769	0.033333333	3.5	0.019444444	21.58361111	3.881944444	11.58361111	0.4633145	1.674418605	0.064353395	0
720	16	11	33.5	0.328358209	0.455782313	0.5	0.221728395	0.5	0.039737347	0.720427712	1.388064317	0.022222222	22.5	0.03125	79.82222222	14.30544492	46.32222222	0.419682628	0.768937986	0.06433642	0
1440	13	14	51	0.274509804	0.346938776	0.5	0.199435764	0.5	0.020332525	0.791234141	1.263848396	0.009027778	37	0.025694444	143.59375	14.63941816	92.59375	0.355168662	0.95632216	0.064301215	0
1440	12	27	60	0.45	0.447761194	0.5	0.211927083	0.5	0.045365335	1.005	0.995024876	0.008333333	33	0.022916667	152.5875	32.66304096	92.5875	0.393217007	0.82662236	0.064296875	0
360	7	9	16.5	0.545454545	0.362637363	0.5	0.220256344	0.5	0.038671685	1.504132231	0.664835165	0.019444444	7.5	0.020833333	39.64614198	6.960903257	23.14614198	0.416181731	1.292935653	0.064294839	0
1440	8	22	50.5	0.435643564	0.433476395	0.5	0.198711205	0.5	0.042738224	1.00499951	0.995025361	0.005555556	28.5	0.019791667	143.0720679	30.77152135	92.5720679	0.352968967	0.714946777	0.064286158	0
360	5	9.5	19.5	0.487179487	0.506493506	0.5	0.236898148	0.5	0.035589815	0.961867193	1.039644566	0.013888889	10	0.027777778	42.64166667	6.406166667	23.14166667	0.457299199	1.48294612	0.064282407	0
360	9	9	18.5	0.486486486	0.381443299	0.5	0.231332876	0.5	0.041974616	1.275383492	0.784077892	0.025	9.5	0.026388889	41.6399177	7.555430876	23.1399177	0.44428522	1.191196127	0.064277549	0
360	6	9	14.5	0.620689655	0.376623377	0.5	0.209091114	0.5	0.038133887	1.64803805	0.606782107	0.016666667	5.5	0.015277778	37.63640046	6.864099643	23.13640046	0.385265324	1.311169777	0.064267779	0
720	13	10	26	0.384615385	0.361111111	0.5	0.20074666	0.5	0.030111288	1.065088757	0.938888889	0.018055556	16	0.022222222	72.26879775	10.84006378	46.26879775	0.359767989	0.922503798	0.064262219	0
180	4	7.5	10.5	0.714285714	0.446808511	0.5	0.245144033	0.5	0.093979256	1.598639456	0.625531915	0.022222222	3	0.016666667	22.06296296	8.458133002	11.56296296	0.475910693	0.886720509	0.064238683	0
1440	9	21.5	56.5	0.380530973	0.443137255	0.5	0.206939622	0.5	0.042141993	0.858720338	1.164523484	0.00625	35	0.024305556	148.9965278	30.34223465	92.49652778	0.379203468	0.708583275	0.0642337	0
180	3	6.5	8.5	0.764705882	0.515151515	0.5	0.22287341	0.5	0.090622748	1.484429066	0.673659674	0.016666667	2	0.011111111	20.05860694	8.156047325	11.55860694	0.423758241	0.796954669	0.064214483	0
180	6	6	10	0.6	0.434782609	0.5	0.239521605	0.5	0.109292821	1.38	0.724637681	0.033333333	4	0.022222222	21.55694444	9.836353909	11.55694444	0.463887636	0.609982119	0.064205247	0
1440	11	15	54.5	0.275229358	0.367003367	0.5	0.204088542	0.5	0.023553621	0.749936874	1.333445567	0.007638889	39.5	0.027430556	146.94375	16.95860685	92.44375	0.370890222	0.884506619	0.064197049	0
1440	10	22	52	0.423076923	0.452173913	0.5	0.200606192	0.5	0.043653227	0.935650888	1.068774704	0.006944444	30	0.020833333	144.4364583	31.43032343	92.43645833	0.360019905	0.69996098	0.064191985	0
1440	17	14	60	0.233333333	0.447761194	0.5	0.211701389	0.5	0.015059376	0.521111111	1.918976546	0.011805556	46	0.031944444	152.425	10.84275102	92.425	0.393636215	1.291185233	0.064184028	0
1440	10	20.5	51.5	0.398058252	0.466063348	0.5	0.199891493	0.5	0.040741291	0.854086153	1.17084207	0.006944444	31	0.021527778	143.921875	29.33372957	92.421875	0.357833026	0.698854196	0.064181858	0
1440	12	16.5	55	0.3	0.361842105	0.5	0.204748264	0.5	0.022092187	0.829090909	1.206140351	0.008333333	38.5	0.026736111	147.41875	15.90637492	92.41875	0.37308687	1.037319948	0.064179688	0
