N0	N1	N2	N3	N4	X	N5	N6	N7	N8	N9	N10	N11	Class
0.313	67.84	3.38	22	73.5	262.3745607	9.3920	1.554	49	2.615	2.867817771	4.13	146.0	92.45818689
0.286	663.30	2.08	46	110.0	400.821793	8.9542	2.910	13	1.055	1.278873543	1.31	115.0	138.6072643
0.722	627.81	3.16	22	17.0	10.49874467	3.9845	3.165	21	2.691	1.87501588	0.09	134.0	8.499581556
0.954	420.22	4.71	1	152.0	417.6755456	6.9008	4.761	6	1.626	1.920767343	4.96	131.0	144.2251819
0.191	219.81	0.66	18	58.8	66.88468794	5.6152	3.210	18	1.300	1.708505602	1.16	8.0	27.29489598
0.098	358.57	1.38	86	11.0	398.4953783	5.1277	0.782	17	2.160	2.738024465	0.46	176.0	137.8317928
0.994	423.30	3.83	61	35.2	202.7249868	1.0965	1.341	37	1.524	2.948469883	2.27	78.0	72.5749956
0.071	301.61	3.08	24	72.6	346.7308969	3.8340	2.705	16	4.600	0.723816263	0.20	160.0	120.5769656
0.235	134.86	0.30	79	116.8	248.6574705	3.9638	0.874	6	0.856	1.502983457	3.11	129.0	87.8858235
0.333	442.37	0.84	41	39.7	298.2297201	0.6559	4.384	44	4.967	0.941393345	1.14	87.0	104.4099067
0.088	486.39	3.78	50	35.1	21.62706793	2.7057	0.585	12	1.906	1.84620102	1.02	46.0	12.20902264
0.287	396.19	0.49	76	59.9	226.7930825	7.2803	4.654	24	2.664	4.079827516	2.75	137.0	80.59769417
0.169	349.62	4.37	21	11.7	67.13213271	2.5393	3.998	9	3.279	2.501642995	4.98	50.0	27.37737757
0.426	794.29	4.41	11	46.3	58.05993152	3.4848	4.803	41	0.997	4.604573089	1.23	114.0	24.35331051
0.525	214.22	3.08	41	162.8	108.2958118	1.0067	2.828	26	3.872	0.109734161	2.40	8.0	41.09860393
0.281	457.40	0.35	33	155.2	80.53326329	2.5208	3.268	26	4.275	0.072717886	3.83	179.0	31.8444211
0.552	74.69	0.94	66	76.6	302.1459435	3.4098	4.956	48	2.548	2.925787262	3.77	200.0	105.7153145
0.806	91.08	1.93	41	61.5	207.5675748	4.4518	4.002	18	4.975	0.205231648	4.18	62.0	74.18919159
0.896	406.76	3.98	71	57.9	8.263775793	2.9067	3.246	43	4.829	0.434069672	4.83	185.0	7.754591931
0.118	500.10	2.75	36	32.8	42.58294151	7.2419	4.463	38	1.172	0.50493373	1.35	73.0	19.19431384
0.777	125.94	3.75	54	127.0	193.3545402	1.8064	4.972	6	2.875	0.220737291	3.57	83.0	69.4515134
0.456	18.05	1.13	43	65.4	464.8539522	4.2946	0.749	25	3.772	3.064625399	2.25	60.0	159.9513174
0.047	565.06	1.10	18	154.6	67.16519676	4.0266	3.185	38	1.025	4.331319908	2.70	143.0	27.38839892
0.171	156.10	3.73	73	167.4	51.79888065	7.3882	4.027	25	0.440	1.259670396	2.99	74.0	22.26629355
0.123	672.21	3.37	39	167.2	306.976587	5.0437	3.440	9	3.014	2.441176504	0.49	107.0	107.325529
0.736	85.88	0.39	82	15.9	182.2038136	0.2094	2.772	25	1.220	3.603581535	2.53	108.0	65.73460452
0.031	394.78	0.98	81	60.4	320.1701637	5.0289	1.296	19	1.772	0.93493448	1.87	97.0	111.7233879
0.344	772.67	3.79	33	133.9	88.41696869	7.1553	1.269	11	1.467	3.237848953	1.02	179.0	34.4723229
0.216	553.86	2.90	24	143.6	36.31224804	3.4196	0.025	8	3.774	3.323419992	2.24	158.0	17.10408268
0.043	512.27	1.60	6	79.2	493.6716619	8.6671	1.102	6	1.657	3.072632501	0.82	154.0	169.5572206
0.443	599.19	3.26	70	23.1	359.3092108	6.7416	2.623	37	3.152	1.148976152	2.44	161.0	124.7697369
0.478	671.59	0.95	41	14.0	127.7629536	3.1505	4.561	21	1.116	1.880320439	1.16	43.0	47.58765119
0.160	230.31	0.42	47	7.7	377.0993528	3.9228	4.177	26	3.358	1.613850914	1.02	96.0	130.6997843
0.652	69.40	3.56	85	39.1	224.2745465	7.5519	0.394	43	0.066	4.847406024	3.18	102.0	79.75818217
0.996	737.85	1.29	99	130.1	101.1795722	4.5730	3.306	45	0.477	2.100329485	0.07	173.0	38.72652406
0.616	398.14	3.95	46	80.8	465.1211273	9.1672	3.097	17	2.290	2.423524656	0.82	82.0	160.0403758
0.975	296.79	2.50	95	177.8	67.08014593	1.8978	3.272	28	2.342	3.394221254	1.48	164.0	27.36004864
0.135	795.27	3.73	7	188.5	389.3401942	7.7862	3.285	22	4.181	1.283255751	2.25	180.0	134.7800647
0.829	725.56	0.53	9	90.7	374.5941827	2.4785	2.649	45	0.965	4.252771311	2.88	146.0	129.8647276
0.370	157.62	0.68	29	115.3	366.8644002	3.2408	4.629	41	4.777	2.065996529	1.78	92.0	127.2881334
0.742	550.73	0.62	87	4.9	144.9163385	4.1302	3.754	21	0.742	1.670051178	3.23	200.0	53.30544617
0.213	189.54	3.32	91	56.9	494.6722081	5.6306	3.372	28	0.638	1.904666761	3.01	192.0	169.890736
0.441	575.60	0.01	11	49.1	94.01450652	2.1560	0.410	18	3.341	4.370931505	2.74	94.0	36.33816884
0.138	254.41	3.46	61	131.7	376.8877745	9.6924	4.029	46	3.679	2.531392229	4.83	163.0	130.6292582
0.283	783.08	4.92	89	80.3	460.6986375	1.6369	3.163	21	0.683	4.676546378	1.20	0.0	158.5662125
0.388	332.10	2.95	90	13.4	366.9301814	3.1221	1.274	49	2.221	3.368192096	2.39	38.0	127.3100605
0.680	113.54	3.30	27	127.1	113.6788995	6.6929	0.251	22	1.269	4.612788513	4.93	53.0	42.89296651
0.513	46.74	3.23	40	194.1	331.7836449	3.4651	1.519	38	3.679	0.659733913	1.30	65.0	115.5945483
0.922	60.23	4.75	37	161.1	80.09874622	6.5109	3.531	12	0.184	0.850674967	1.32	7.0	31.69958207
0.547	425.82	1.87	81	101.2	228.8258279	5.7717	2.499	13	4.211	4.456468974	3.78	96.0	81.27527595
0.080	762.50	1.68	86	156.2	3.096365417	9.7089	4.018	48	3.520	4.20386434	3.77	192.0	6.032121806
0.664	117.89	2.78	73	185.7	151.1533611	1.1099	0.914	12	3.287	3.451275086	3.55	74.0	55.38445369
0.716	308.55	0.43	36	141.8	415.9065725	3.7200	2.501	29	4.458	4.904844652	1.87	22.0	143.6355242
0.473	325.10	4.35	52	172.4	389.2196111	9.2380	2.005	8	0.954	3.101157671	2.26	77.0	134.7398704
0.275	26.95	2.31	84	72.2	37.47861312	7.0886	1.861	41	0.317	2.718685704	1.34	49.0	17.49287104
0.318	710.61	1.25	7	185.2	78.73653328	9.2503	3.406	45	0.032	2.514740582	1.22	98.0	31.24551109
0.343	148.78	0.35	79	168.9	427.7673499	9.1431	1.365	12	1.447	3.410905937	1.00	37.0	147.5891166
0.995	343.59	3.24	51	173.5	301.1144073	2.1104	3.535	38	4.693	4.948939193	2.76	71.0	105.3714691
0.972	17.60	0.50	37	7.4	360.2761355	6.7796	0.747	20	3.955	3.590335487	4.19	106.0	125.0920452
0.747	50.18	3.46	77	113.1	194.6127356	4.9955	1.492	39	2.782	3.504898337	4.33	95.0	69.87091187
0.355	680.64	1.39	93	88.4	415.7697351	5.1019	3.036	17	2.751	0.401381129	3.72	91.0	143.5899117
0.088	285.44	4.85	100	40.9	104.5272605	5.6289	0.275	34	3.525	2.81031476	1.74	75.0	39.84242018
0.528	591.38	4.07	85	146.2	55.55474363	8.4544	3.187	36	2.963	3.461599617	0.98	190.0	23.51824788
0.676	270.83	1.06	84	30.6	302.6510636	6.5910	1.064	9	4.766	0.692015643	4.51	80.0	105.8836879
0.712	618.62	0.53	6	98.0	298.0086263	1.2609	4.492	37	1.854	4.111321516	1.76	64.0	104.3362088
0.904	390.13	0.16	43	125.9	268.4469377	2.3087	0.126	46	1.880	0.776450518	3.84	174.0	94.48231257
0.011	100.63	1.04	54	152.3	203.4291196	9.6632	4.184	28	2.798	2.317023706	3.23	147.0	72.80970653
0.488	717.79	0.70	19	19.2	318.9381922	4.5114	3.757	24	4.970	0.478002564	0.84	175.0	111.3127307
0.957	416.29	4.36	65	105.6	280.3470772	6.0767	4.826	35	1.693	3.745370814	4.80	54.0	98.44902574
0.872	602.57	3.10	93	85.1	115.5072894	1.7680	2.563	35	1.993	3.714514375	3.26	80.0	43.50242981
0.736	80.40	1.11	19	50.5	0.495340887	9.8437	4.542	25	3.742	4.524854219	2.09	76.0	5.165113629
0.407	191.24	4.63	74	185.6	355.4266957	7.8326	3.863	8	3.716	0.395226143	2.45	22.0	123.4755652
0.165	421.76	4.81	56	72.3	391.3906931	8.8019	1.851	20	4.641	3.281282394	2.90	104.0	135.4635644
0.009	544.20	3.62	45	41.3	325.7871783	0.9763	0.688	24	1.656	4.105683774	4.71	60.0	113.5957261
0.495	91.41	3.13	70	195.5	193.3194658	7.8711	4.403	31	0.170	2.507990298	2.63	195.0	69.43982194
0.399	333.98	4.07	61	115.5	184.1325565	8.7179	0.489	35	0.665	4.497251535	1.99	82.0	66.37751883
0.489	343.95	3.04	53	145.5	383.5099238	9.4586	1.514	40	3.441	4.949182686	3.86	13.0	132.8366413
0.951	83.74	0.61	42	170.8	422.6173762	0.6529	4.904	16	2.375	0.924243198	2.77	161.0	145.8724587
0.425	797.12	3.53	65	140.9	254.8717749	2.9105	4.381	27	2.595	0.625256617	0.01	61.0	89.9572583
0.149	417.17	3.06	57	132.4	306.5687985	9.1031	3.755	30	4.232	1.241316597	2.08	164.0	107.1895995
0.004	753.94	3.05	86	133.3	9.421362821	2.8199	4.142	6	2.473	1.62075539	3.73	103.0	8.140454274
0.067	528.52	1.57	87	151.8	246.3092019	4.4981	3.269	11	0.465	0.29801858	0.99	22.0	87.10306731
0.106	138.53	3.30	39	118.8	116.1682249	9.5194	3.829	10	4.631	3.498411998	2.59	178.0	43.72274163
0.960	652.84	3.14	67	176.9	319.6768049	4.7428	3.624	24	3.314	1.787979185	3.69	91.0	111.558935
0.609	303.67	1.00	33	124.9	371.5797835	4.9104	1.306	41	4.142	2.791309166	3.52	4.0	128.8599278
0.089	200.43	4.98	97	109.4	50.30095323	7.8481	0.348	25	0.482	3.007810289	1.92	31.0	21.76698441
0.683	790.32	4.00	19	37.0	184.3690596	1.8901	3.885	18	4.612	1.366297069	1.49	178.0	66.4563532
0.312	717.37	3.85	96	45.0	254.8476417	0.6327	0.509	9	0.822	4.027521096	4.91	49.0	89.94921389
0.107	151.45	4.08	77	132.9	55.63500337	8.4165	0.164	30	2.693	0.919221993	4.35	34.0	23.54500112
0.585	533.91	4.43	76	78.6	84.50999153	8.1498	4.911	21	0.564	4.719529251	3.17	99.0	33.16999718
0.372	657.32	3.74	67	67.5	17.97558903	6.6751	4.400	47	2.047	3.822795608	2.86	49.0	10.99186301
0.602	463.38	1.93	16	45.1	256.2465224	7.1051	4.538	28	2.962	0.626015857	2.21	156.0	90.41550746
0.659	530.19	0.80	23	10.8	105.1732154	1.9936	0.260	11	3.861	0.670570853	0.07	36.0	40.05773848
0.910	464.57	1.70	70	121.2	345.4534052	5.3985	2.270	44	2.339	0.637441608	2.90	34.0	120.1511351
0.038	457.53	2.24	80	96.3	71.17332095	4.3575	4.651	20	2.568	2.26578102	1.89	103.0	28.72444032
0.281	589.93	0.13	40	195.7	94.48247169	5.5072	1.103	27	0.830	2.148886706	1.52	44.0	36.49415723
0.193	276.86	1.50	84	98.9	352.6928841	9.4542	2.573	26	1.762	1.067662244	3.01	145.0	122.5642947
0.325	488.78	2.70	22	117.2	169.2867272	9.9589	1.890	27	0.416	2.011608875	1.61	2.0	61.42890906
0.530	226.50	4.40	88	134.5	58.15062135	8.4416	0.337	19	2.253	1.523948914	2.76	51.0	24.38354045
0.462	495.37	0.95	55	49.0	55.619721	6.8015	2.529	18	3.251	1.785925906	0.42	32.0	23.539907
0.049	671.33	0.02	67	29.8	169.2915742	0.4690	3.987	25	2.929	1.749231457	1.51	179.0	61.43052474
0.688	639.39	1.00	12	78.8	42.01847707	8.4034	3.890	10	3.812	4.991624464	4.02	22.0	19.00615902
0.872	747.26	2.60	13	130.9	484.7144891	0.8624	2.859	27	3.530	0.939080144	1.98	171.0	166.5714964
0.680	723.10	2.31	36	63.1	32.42251295	8.2182	2.529	29	4.899	0.434054033	3.08	154.0	15.80750432
0.306	56.03	0.19	8	53.4	364.538898	9.2743	4.630	30	4.072	3.603556017	2.65	37.0	126.512966
0.831	149.02	1.23	45	107.5	384.6327426	6.4165	2.136	16	3.587	0.931767537	1.84	92.0	133.2109142
0.074	69.35	2.23	96	131.7	72.59545099	1.5118	4.551	28	2.424	4.641811706	1.27	172.0	29.19848366
0.214	649.95	1.62	8	146.9	280.293943	4.0117	3.997	20	0.191	1.730603508	0.61	6.0	98.43131434
0.803	76.36	4.82	17	167.8	199.3052092	5.2019	3.773	18	4.702	2.892084772	2.65	57.0	71.43506973
0.659	365.03	0.24	83	172.1	40.29363853	5.7650	1.987	27	0.309	3.184743566	0.81	108.0	18.43121284
0.783	715.54	4.79	9	61.8	441.2292827	7.5786	0.151	45	0.151	4.404488443	4.23	177.0	152.0764276
0.758	518.42	2.47	38	70.2	240.5886538	8.7115	3.651	29	3.683	4.895387385	4.67	49.0	85.19621795
0.851	150.65	4.02	30	93.9	456.4596331	6.9196	2.206	23	0.012	1.054873846	4.18	144.0	157.153211
0.111	25.67	4.46	87	98.1	435.9174527	2.0574	3.474	30	0.552	1.666469862	1.89	78.0	150.3058176
0.022	584.09	3.32	1	189.7	167.0663193	4.4571	3.223	49	3.889	4.186677205	0.00	44.0	60.68877311
0.598	148.43	3.51	99	32.8	62.34119467	0.8399	2.896	14	3.875	2.570043852	4.78	108.0	25.78039822
0.958	10.16	0.54	24	25.6	428.9546252	4.9089	3.942	40	1.466	2.326123244	2.49	29.0	147.9848751
0.379	345.93	0.40	64	33.2	138.3130498	3.4045	0.805	16	4.126	3.865669079	2.28	15.0	51.10434992
0.923	481.90	2.03	20	130.1	75.86007972	5.2525	3.269	8	0.660	3.570948765	0.69	104.0	30.28669324
0.058	572.31	0.35	99	108.2	497.3182967	7.6546	2.490	49	2.908	1.398819307	2.19	181.0	170.7727656
0.055	19.94	4.68	74	62.4	348.9767631	9.6400	4.725	27	4.230	1.974644564	1.93	98.0	121.3255877
0.757	421.30	1.31	1	10.5	173.7322472	6.7086	3.917	34	0.375	2.878783153	4.04	113.0	62.91074908
0.804	224.03	1.63	98	40.3	292.4153049	1.1984	2.741	11	2.001	2.347372302	1.71	100.0	102.4717683
0.276	186.59	1.48	28	149.7	317.2143729	0.8807	4.421	35	4.060	4.649385508	0.05	185.0	110.7381243
0.475	437.01	1.57	2	128.2	87.22065175	0.3589	0.839	34	2.006	2.209217479	4.58	127.0	34.07355058
0.513	644.70	1.95	52	57.8	103.9111386	5.5758	3.683	16	4.106	2.783431092	3.45	24.0	39.63704621
0.325	491.10	2.21	81	101.9	437.6431701	6.3401	2.458	16	2.982	3.408796594	0.72	169.0	150.8810567
0.658	552.35	2.63	23	82.0	353.163471	5.3184	3.645	23	4.122	3.929809543	0.76	42.0	122.721157
0.337	210.34	3.41	47	2.3	241.9027877	3.5140	1.128	32	1.787	0.032765748	1.23	52.0	85.63426256
0.883	481.29	0.74	30	61.6	281.7041791	7.7528	1.623	28	1.176	2.868159289	2.00	2.0	98.90139302
0.814	772.27	3.54	66	64.8	303.2246838	2.0903	0.134	50	0.182	1.233663567	4.35	65.0	106.0748946
0.892	765.02	0.73	73	119.2	207.9138184	9.8355	2.162	17	2.778	2.39029599	3.83	156.0	74.30460614
0.870	776.47	1.60	96	166.0	149.1421573	8.8234	1.083	40	4.003	3.508894811	1.41	69.0	54.71405242
0.262	299.12	2.29	49	63.5	86.63348889	5.8711	1.304	42	0.806	1.944769223	4.86	32.0	33.87782963
0.666	230.02	4.83	5	5.0	286.6205736	1.7296	1.879	39	1.180	3.606827261	0.89	88.0	100.5401912
0.779	102.55	2.19	17	107.9	119.0193396	2.1526	2.496	6	1.942	1.303276714	3.56	106.0	44.67311321
0.428	500.97	1.13	48	178.6	204.7523915	6.6349	0.517	28	0.463	0.014259504	1.26	102.0	73.25079715
0.870	679.64	2.78	91	77.1	258.2857971	9.2570	1.529	38	1.962	3.556662582	0.25	117.0	91.09526569
0.527	334.35	3.72	33	96.4	308.1945807	1.7811	1.826	38	3.252	4.938466316	4.41	108.0	107.7315269
0.624	9.06	1.11	16	43.7	387.9698499	8.7576	3.054	17	1.743	0.541536825	2.19	33.0	134.3232833
0.075	435.07	2.39	8	44.2	370.370459	5.8678	0.235	10	4.533	3.73544694	0.36	124.0	128.4568197
0.514	631.93	0.58	7	120.8	6.408621621	7.4187	1.041	50	1.899	3.723041396	3.83	107.0	7.136207207
0.592	17.37	2.36	90	75.0	310.0144906	5.7691	0.831	44	4.313	0.30461812	4.18	86.0	108.3381635
0.778	572.57	2.07	56	52.3	293.6335127	0.6524	4.754	19	2.612	0.057681686	0.42	76.0	102.8778376
0.784	782.21	3.84	7	100.8	342.6457218	1.5780	0.129	16	4.213	0.024850171	0.11	158.0	119.2152406
0.560	59.23	3.78	55	109.7	301.0794711	9.8938	0.089	30	4.764	2.260160869	2.07	104.0	105.3598237
0.740	287.29	0.41	0	101.8	41.43343997	6.6939	1.315	9	3.899	2.433417721	2.85	89.0	18.81114666
0.032	331.69	3.32	30	15.1	235.8571202	4.4837	0.527	24	2.384	0.549190306	0.96	151.0	83.61904008
0.704	23.92	4.03	85	135.5	260.3079193	9.0245	1.974	14	3.115	4.781485664	4.29	183.0	91.76930645
0.388	629.34	4.78	12	139.4	363.2373287	8.4533	4.030	41	3.200	0.172552394	4.57	66.0	126.0791096
0.133	359.94	4.52	50	56.3	46.37026759	8.2791	1.851	18	4.497	4.646167445	4.90	143.0	20.45675586
0.354	181.93	4.85	62	125.2	477.6506312	7.7455	4.321	13	0.456	0.082458624	2.50	189.0	164.2168771
0.961	96.71	3.24	26	162.8	79.27516326	1.9895	4.262	42	0.315	4.26853823	4.68	122.0	31.42505442
0.103	21.64	1.33	61	187.8	313.1117628	1.1341	4.975	35	3.657	1.768785351	0.21	83.0	109.3705876
0.505	2.22	4.86	55	39.7	48.58528319	9.6878	0.623	10	4.855	0.413627229	0.66	76.0	21.1950944
0.188	97.82	3.76	53	0.4	288.8409118	5.5516	1.368	18	0.777	0.246592033	4.39	30.0	101.2803039
0.469	602.50	1.94	6	48.3	184.9197337	9.3460	0.309	40	0.828	2.073616519	0.63	183.0	66.63991124
0.322	179.02	3.82	89	117.9	478.9774004	7.8604	3.372	44	3.329	4.350637358	2.07	134.0	164.6591335
0.509	155.67	1.42	36	58.7	123.1078552	6.1987	1.593	14	4.240	1.545307793	0.79	167.0	46.03595174
0.363	112.47	4.23	56	50.5	200.5673393	9.9372	0.185	42	1.073	3.285388984	1.35	57.0	71.85577977
0.294	271.30	0.49	69	57.9	66.68665275	0.5656	0.739	24	3.916	1.407862983	3.10	145.0	27.22888425
0.028	311.57	2.06	45	0.4	41.61548488	5.6449	2.334	33	1.950	4.576953387	2.50	94.0	18.87182829
0.434	55.03	0.56	37	106.1	305.3726252	8.1270	4.387	42	3.623	0.069534233	2.53	72.0	106.7908751
0.559	508.13	1.53	52	47.2	37.69251711	4.3176	4.793	39	2.152	1.856988244	2.27	33.0	17.56417237
0.804	667.09	0.28	49	150.2	94.19375835	3.6016	0.782	18	4.824	2.660782237	1.75	83.0	36.39791945
0.416	513.08	2.97	38	162.8	292.7270448	2.1430	4.248	34	0.524	0.705206868	1.74	190.0	102.5756816
0.682	722.35	2.61	12	143.3	56.87919571	0.5260	1.045	20	1.389	3.872909373	2.75	183.0	23.9597319
0.711	433.66	0.27	30	30.3	324.3525168	6.7649	3.145	24	1.904	3.525135113	3.88	75.0	113.1175056
0.899	352.05	2.57	41	151.3	358.4623822	2.3247	3.162	42	2.995	4.359708417	4.54	124.0	124.4874607
0.642	685.76	2.59	75	47.8	12.54321486	0.1203	1.009	46	0.653	3.567235408	4.86	184.0	9.181071619
0.906	91.29	4.60	64	101.0	400.9509532	8.6035	4.276	14	2.525	0.118300231	0.35	108.0	138.6503177
0.295	546.15	2.39	85	95.3	203.2259479	2.5208	1.073	27	3.178	2.716717454	2.79	29.0	72.74198263
0.146	175.85	1.86	88	79.9	246.1700695	9.7032	3.432	31	2.050	4.666778772	0.88	125.0	87.05668984
0.901	279.60	2.24	24	182.5	43.94532506	9.6040	3.253	47	0.830	2.313098541	2.62	163.0	19.64844169
0.905	623.19	4.53	26	173.2	401.64399	3.3440	4.618	30	3.081	2.415376731	4.24	104.0	138.88133
0.961	754.45	0.09	66	145.8	456.9544771	1.0154	3.362	21	1.721	2.327184822	3.68	128.0	157.318159
0.795	229.14	3.21	29	48.2	441.7102872	0.1391	4.068	27	0.629	1.5417873	2.41	144.0	152.2367624
0.852	59.64	2.29	9	82.6	146.7209961	1.7144	0.017	16	3.945	2.351147976	0.34	94.0	53.90699869
0.688	563.77	2.94	33	97.7	261.7112371	0.3347	4.471	26	1.983	3.238668498	3.21	116.0	92.23707902
0.786	379.25	1.39	42	148.7	391.6026302	1.5319	4.347	20	1.154	0.975154783	4.80	43.0	135.5342101
0.469	266.14	3.13	40	166.3	401.7729279	3.8812	3.314	21	4.540	1.287647299	4.09	23.0	138.9243093
0.559	34.12	0.13	71	122.9	150.7268207	8.6542	0.489	32	0.640	4.504187876	1.50	6.0	55.24227358
0.970	149.73	3.51	71	74.9	445.9223983	5.6169	4.234	21	1.737	0.751405102	4.85	137.0	153.6407994
0.554	601.60	3.87	13	88.5	29.29904348	4.3070	2.934	43	4.804	4.606466799	1.44	41.0	14.76634783
0.528	564.33	4.72	20	45.0	125.6782796	5.5946	0.139	6	0.966	2.279850721	4.13	171.0	46.89275987
0.685	789.76	2.17	35	56.6	394.2996833	8.4310	3.929	20	2.853	0.356865585	2.70	46.0	136.4332278
0.738	541.58	0.28	72	89.2	487.740865	6.0276	3.138	17	0.027	1.610087528	0.02	130.0	167.5802883
0.898	520.66	1.77	94	9.6	101.9755396	8.2759	2.703	34	2.533	3.98469743	0.28	193.0	38.99184654
0.466	436.88	2.76	56	186.6	395.9202702	6.9316	4.305	16	0.114	1.771268009	0.59	84.0	136.9734234
0.015	238.19	4.92	94	149.1	272.0603013	2.0960	0.317	48	4.343	2.498829866	4.61	169.0	95.6867671
0.604	282.22	4.30	27	8.3	169.6979094	6.8721	3.787	29	0.059	1.001601296	3.77	119.0	61.56596979
0.723	318.52	4.33	36	186.3	154.7549863	7.2289	3.793	26	3.426	1.812070902	2.77	196.0	56.58499543
0.480	433.37	1.76	97	161.1	403.0055436	0.0496	0.719	11	1.842	4.443923845	4.49	41.0	139.3351812
0.327	601.90	4.17	2	77.7	204.4952254	0.0944	2.932	22	3.583	0.310224879	1.30	32.0	73.16507514
0.492	763.64	3.22	85	3.2	282.4053567	2.7847	4.593	27	1.746	3.593911556	2.31	75.0	99.13511891
0.243	222.84	4.99	24	103.4	290.1406691	4.4947	1.315	41	3.770	0.047678641	1.89	65.0	101.7135564
0.335	555.38	1.46	73	128.2	466.1916663	7.4286	1.709	16	4.349	1.657608838	2.82	51.0	160.3972221
0.843	10.57	1.05	64	174.5	446.0929807	9.6379	3.229	15	3.037	1.014942449	2.42	79.0	153.6976602
0.879	100.48	0.93	10	126.3	178.2071507	8.1850	1.519	47	1.677	2.053160733	3.03	187.0	64.40238356
0.018	421.38	1.51	19	38.8	7.760579162	5.2151	1.460	8	1.228	0.124656176	4.21	53.0	7.586859721
0.990	67.51	3.86	54	155.0	162.6790831	3.8732	1.516	17	2.556	1.210207916	3.19	33.0	59.22636103
0.577	457.52	3.70	70	138.6	95.15424981	7.2234	3.834	21	4.492	0.975020616	1.87	110.0	36.71808327
0.442	433.31	0.91	60	71.8	31.7885492	6.9169	0.702	31	3.286	1.239116032	0.62	52.0	15.59618307
0.956	727.88	4.55	86	154.0	261.3537216	1.8245	3.779	31	1.727	0.465910058	4.84	126.0	92.1179072
0.437	488.23	4.81	27	57.6	338.0735593	3.1819	2.557	11	1.487	2.531304444	2.22	31.0	117.6911864
0.451	136.41	1.75	80	157.9	471.6294695	3.8872	2.814	28	2.111	0.501080726	2.00	44.0	162.2098232
0.978	165.75	1.58	39	32.1	419.1500217	8.0972	2.171	32	4.109	1.132740177	3.37	120.0	144.7166739
0.148	670.43	1.14	41	168.0	73.84100886	3.3741	2.927	35	2.780	2.882200165	2.22	14.0	29.61366962
0.413	712.97	0.06	94	57.7	331.5667516	7.2044	0.705	9	3.111	4.688029126	3.34	87.0	115.5222505
0.023	298.52	2.12	59	136.5	392.4129757	6.6139	1.640	18	0.106	1.049883906	4.44	22.0	135.8043252
0.684	186.71	2.61	66	36.5	295.7515566	8.7717	0.050	48	1.672	3.214388632	3.76	172.0	103.5838522
0.051	359.71	4.68	14	37.4	114.6055619	9.8560	2.859	20	0.428	1.571602544	0.57	155.0	43.20185398
0.527	443.05	1.92	82	137.8	82.58399391	4.7802	2.380	14	0.422	4.870807378	3.54	64.0	32.52799797
0.509	86.36	2.09	30	103.4	0.288625527	5.3643	0.149	41	3.783	3.433284499	4.57	79.0	5.096208509
0.457	438.89	4.14	44	87.4	60.59775984	5.3138	2.010	50	4.756	0.786800445	3.87	72.0	25.19925328
0.817	326.05	1.55	50	63.5	472.236427	4.7236	4.221	43	3.371	2.865446224	3.73	167.0	162.4121423
0.908	456.62	3.51	3	149.9	54.62936641	4.9310	4.575	31	3.344	0.509794526	1.88	57.0	23.2097888
0.870	558.38	3.77	92	131.9	318.3181757	4.7326	4.268	14	0.763	3.992639113	3.69	77.0	111.1060586
0.814	650.54	0.35	55	62.7	252.2997867	8.2498	1.501	44	2.425	0.896808099	4.20	75.0	89.09992891
0.203	470.94	2.77	9	3.6	442.8080172	3.6950	4.941	5	1.551	2.901407805	3.13	137.0	152.6026724
0.830	78.00	0.06	72	113.5	80.63777815	2.3827	2.296	50	1.986	1.71978073	3.95	2.0	31.87925938
0.038	231.56	1.44	76	66.9	261.8338193	8.8883	1.544	39	2.014	1.695327656	3.19	62.0	92.27793977
0.036	198.41	0.76	85	69.4	495.7885491	3.8257	2.019	12	1.065	2.616570165	4.76	69.0	170.2628497
0.663	99.75	3.18	67	46.8	289.3709279	9.7482	1.548	38	2.104	1.790749721	1.11	186.0	101.456976
0.994	508.86	4.44	5	150.8	244.2642603	1.1197	4.883	39	2.958	3.218721198	3.48	38.0	86.42142011
0.006	620.87	4.74	86	90.4	413.1028027	7.3030	0.755	20	1.814	4.033467909	3.80	130.0	142.7009342
0.687	354.91	0.98	93	164.0	13.09814579	8.7066	3.516	20	4.515	0.547213465	2.22	144.0	9.366048596
0.977	681.07	2.71	18	18.6	150.2278529	2.6186	2.315	43	2.591	1.609148141	0.59	157.0	55.07595097
0.774	667.05	3.63	47	86.7	413.3756396	2.6796	2.871	20	3.783	4.233317983	3.22	133.0	142.7918799
0.090	741.05	0.02	10	91.7	411.6381604	8.0637	0.552	42	3.477	0.919624236	1.28	193.0	142.2127201
0.377	285.76	0.91	58	185.6	395.288461	1.9810	2.716	22	2.626	1.9605971	0.77	81.0	136.7628203
0.269	109.26	1.23	64	52.0	181.29506	8.4857	3.234	10	3.650	0.374315484	0.58	124.0	65.43168668
0.678	372.86	3.79	79	145.9	368.3955955	0.2740	2.853	29	0.599	0.640919603	0.63	91.0	127.7985318
0.937	273.19	3.64	91	31.5	496.6649271	4.0435	1.758	32	2.336	3.768215207	0.48	142.0	170.5549757
0.318	617.62	3.28	40	86.4	72.36854868	5.0516	0.298	24	1.902	2.134515912	5.00	167.0	29.12284956
0.579	203.50	0.87	83	48.9	485.2405492	5.6404	4.314	47	3.348	2.216669277	4.75	112.0	166.7468497
