N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	X	Class
0.880	693.67	3.04	86	22.6	4.463420103	7.9985	0.948	45	4.521	2.922961574	0.4182	93.62	8765.00
0.622	537.33	0.61	96	192.6	0.94788648	5.1988	0.466	10	0.405	1.230803208	217.5230	91.26	8329.25
0.316	740.04	0.98	79	131.7	1.28828359	1.8921	3.116	16	0.047	4.908295535	14.9586	5.47	29.97
0.398	521.17	1.42	91	38.5	1.344222914	4.0049	1.186	18	3.493	1.423661835	387.8416	63.05	3975.05
0.775	96.28	3.70	31	159.9	3.963262739	5.4414	4.805	18	2.806	3.534436602	129.9009	10.75	115.61
0.492	479.54	2.96	86	147.5	4.604618039	8.9626	2.429	6	1.566	1.097654169	379.0715	78.41	6148.56
0.108	465.24	0.68	20	43.2	0.037756857	6.6325	4.887	42	2.724	4.43819549	403.1679	82.65	6831.35
0.687	333.32	2.38	86	121.2	3.557232019	6.9495	0.085	31	2.594	4.217067198	81.3428	54.02	2918.61
0.394	507.32	3.15	39	13.2	0.055721958	2.1910	4.399	43	2.333	2.848267991	263.1354	14.73	217.02
0.321	56.75	1.45	60	162.2	1.735806438	7.1913	1.231	23	2.276	1.906333067	222.9689	10.32	106.57
0.452	132.99	3.17	61	146.4	0.774268718	3.8494	0.500	41	2.004	2.619274157	320.0032	2.74	7.50
0.962	391.75	4.21	88	129.4	0.692095551	3.8755	2.990	13	1.268	4.617568551	320.0756	82.69	6837.40
0.980	713.89	2.92	53	7.0	3.713193974	7.2008	3.407	40	2.586	3.757531393	226.3993	17.80	316.73
0.742	60.56	3.05	5	106.8	2.297357362	8.2404	0.016	29	2.812	0.174132122	248.2447	46.17	2131.91
0.326	729.66	0.94	13	96.9	1.322684256	8.5427	3.303	6	2.344	3.922343678	348.0600	27.23	741.26
0.968	36.83	3.45	35	73.2	2.703858447	5.8729	4.976	13	2.870	2.115835773	80.9158	40.22	1617.97
0.476	372.62	3.43	8	148.4	4.932125304	6.6263	0.378	49	3.652	0.750032937	118.7123	35.42	1254.26
0.802	370.25	1.98	72	75.2	3.347483733	1.7358	1.021	43	3.490	3.575428507	161.1011	42.63	1817.36
0.508	325.26	2.11	52	144.6	4.192303043	5.9174	1.548	31	4.722	0.082055337	225.6642	5.15	26.48
0.966	203.87	0.31	90	164.3	3.095108086	8.0969	3.735	18	2.933	2.820475765	250.4178	33.31	1109.78
0.743	734.19	1.45	28	9.9	3.407424814	0.7094	1.115	50	0.915	4.424582117	103.4252	14.14	199.98
0.536	685.18	0.83	50	170.9	0.483332106	4.9936	2.967	32	1.460	0.281639003	481.7582	93.22	8689.09
0.586	272.72	3.51	95	71.1	1.698077847	2.5994	0.381	41	1.518	2.477158671	19.8077	70.64	4990.63
0.248	141.90	0.29	54	90.5	3.323418978	1.5682	3.755	41	0.707	0.298921685	183.2702	10.77	116.01
0.444	546.14	4.04	49	57.3	1.888031465	6.8440	1.825	27	3.710	4.882877544	368.7654	17.62	310.42
0.079	372.69	1.51	59	12.1	4.483886108	3.2202	1.872	19	4.802	1.594155118	316.5893	33.12	1096.81
0.754	655.86	4.37	28	141.4	0.552039924	4.9206	3.801	26	4.906	2.348658521	419.6470	26.22	687.58
0.625	610.17	1.23	57	63.7	0.946178481	8.1435	4.442	6	3.840	4.32052133	414.7474	2.21	4.90
0.418	369.58	3.97	54	150.2	1.083108534	2.2740	3.818	19	2.359	3.014934978	239.9391	51.97	2701.28
0.686	598.24	2.91	30	171.5	3.924395784	9.2924	3.226	7	2.284	3.916333505	425.4307	58.52	3424.31
0.973	560.03	2.28	52	199.6	2.614598732	9.0403	3.751	23	4.336	1.577614808	157.2009	43.67	1906.66
0.824	401.00	0.92	10	33.9	4.889177272	6.6339	3.543	12	0.772	1.552338534	10.5248	59.92	3590.58
0.466	535.15	4.21	57	118.7	2.658085534	6.1222	2.668	48	2.274	2.520965711	177.9552	53.49	2861.03
0.426	592.01	0.05	31	116.0	2.943051133	8.1089	3.246	16	0.727	4.768316305	363.2490	28.93	836.71
0.170	781.05	1.77	63	120.8	0.835645165	2.2220	2.887	19	3.003	3.982960382	143.3155	56.58	3201.75
0.876	571.65	1.49	91	178.9	3.860308832	3.2565	1.794	32	0.425	1.997679781	444.8311	59.39	3526.69
0.896	356.69	2.11	85	92.4	2.89998035	4.8693	4.758	33	2.542	2.874460691	144.1257	60.79	3695.24
0.226	201.38	2.34	73	15.5	1.234945444	0.0982	3.474	11	3.494	4.094184739	474.4343	52.28	2733.69
0.236	30.42	0.40	79	120.0	4.486782909	2.7262	1.613	20	0.028	2.188752582	401.3242	81.02	6564.77
0.017	172.90	3.19	39	147.7	2.160057628	7.9687	2.965	25	0.440	4.867652325	280.4258	78.81	6211.60
0.680	443.73	1.93	47	57.4	0.752852198	6.0006	1.822	11	2.615	1.989626317	102.1985	6.44	41.46
0.574	455.49	3.32	22	59.4	3.218145027	8.1935	2.920	12	1.124	1.873584042	12.8829	34.66	1201.29
0.729	177.52	4.09	9	108.1	3.808529734	7.8735	3.748	21	3.460	0.373584654	184.5415	50.84	2585.05
0.410	180.13	3.59	84	94.2	4.4463853	3.9167	1.192	30	1.026	0.594204692	103.2661	97.71	9547.63
0.767	533.80	4.75	40	194.0	1.207822923	5.6011	2.814	8	4.865	1.511787703	174.0955	94.58	8944.73
0.034	756.72	0.29	83	134.9	2.171626044	9.2123	0.578	38	2.708	4.131945537	173.1168	0.61	0.38
0.928	391.70	1.87	9	35.2	2.283260312	1.4738	4.709	21	1.349	2.402017371	60.5943	80.25	6440.45
0.197	783.25	1.78	33	67.3	2.886002825	3.1607	1.195	14	1.230	3.267108957	153.9487	82.46	6799.98
0.345	408.69	4.84	62	185.5	0.061983635	4.1122	3.062	31	1.212	2.452770156	51.7119	93.18	8683.03
0.506	702.43	0.75	49	175.6	3.995220533	5.1936	4.348	31	0.745	2.791613441	408.0192	21.47	460.95
0.800	82.45	0.98	47	153.0	1.303464166	3.2986	1.442	14	2.884	4.389198657	268.8773	66.11	4369.88
0.999	359.38	3.28	33	100.4	0.680743733	5.4956	4.872	7	4.474	4.865887597	82.4546	94.30	8892.52
0.051	164.97	2.71	15	119.0	2.223390159	4.4436	0.257	29	1.429	1.438148114	304.9146	79.39	6303.41
0.166	675.99	0.55	11	5.4	2.190118301	8.6681	2.480	28	0.358	1.283068476	105.7930	0.15	0.02
0.592	300.25	4.18	21	38.2	1.247370492	8.3883	0.803	6	2.152	2.958754265	88.8511	2.18	4.75
0.344	83.68	0.76	56	44.1	0.388350435	8.3972	1.214	37	3.814	2.669939317	244.6940	55.65	3097.33
0.206	647.96	2.62	50	62.9	4.359260598	1.9724	2.567	21	0.920	0.678980002	468.3722	24.37	593.79
0.220	58.60	3.76	20	188.5	2.451100399	7.7667	4.556	48	1.709	4.925030936	273.9955	54.36	2955.19
0.995	40.24	4.27	79	6.9	4.904823899	1.2201	0.573	49	4.413	1.21004646	232.5717	84.28	7102.53
0.849	736.19	1.24	80	97.7	0.354968743	3.7704	3.570	25	0.494	2.879971866	414.8997	39.32	1546.11
0.712	67.19	0.68	32	192.5	0.832226718	3.7311	0.860	5	0.161	1.492519136	95.2245	64.93	4215.35
0.453	406.32	0.59	6	46.5	1.666371119	4.9996	2.066	40	4.981	3.251314051	303.7055	72.63	5274.41
0.827	33.21	3.69	62	148.3	0.919356269	8.4635	0.909	29	4.949	0.626425019	348.9090	71.10	5055.85
0.328	165.12	3.44	96	183.6	0.41887721	4.5731	4.399	29	1.233	4.707387058	282.3663	74.06	5485.34
0.338	689.82	0.25	29	17.5	4.496020381	6.5539	2.176	41	4.703	2.789913303	463.7457	87.30	7620.59
0.578	277.79	2.80	35	135.5	0.834471283	1.2970	0.221	26	0.444	4.35717898	429.3124	82.66	6832.42
0.375	354.12	4.28	37	82.9	1.656646851	3.4719	0.425	24	4.557	3.645706028	204.5138	12.15	147.57
0.465	412.32	0.03	73	8.8	4.813067469	2.5591	1.992	28	2.509	3.712874939	242.5379	79.56	6330.09
0.783	100.88	3.78	29	2.2	3.904140874	1.7485	0.155	25	0.676	1.463013203	228.7743	75.04	5631.17
0.872	25.84	0.48	57	186.6	1.1487484	4.1835	4.730	38	2.384	4.986891011	220.9995	87.21	7605.84
0.462	786.21	2.03	90	10.0	2.848948584	1.6279	0.251	16	4.048	0.852292369	409.6960	33.84	1144.92
0.233	51.60	2.48	24	45.1	3.893689825	2.7796	0.020	23	4.486	1.370117977	157.1780	85.61	7328.98
0.218	323.68	3.07	76	16.5	0.383425714	1.9681	1.118	26	4.234	1.856812755	423.3288	88.55	7841.76
0.747	100.64	4.97	48	78.5	1.28873849	5.1508	1.987	6	2.792	1.359080726	377.6061	92.19	8499.49
0.528	616.83	0.01	85	165.9	3.279394616	9.8224	2.161	24	3.215	3.485979381	195.8205	11.46	131.33
0.716	340.30	2.88	57	117.5	4.484579036	6.7426	2.517	17	3.029	4.816599477	339.0683	37.29	1390.21
0.835	769.95	1.95	57	180.2	4.520354282	0.2987	2.634	44	4.764	1.859980533	362.0470	44.75	2002.87
0.975	233.58	2.07	0	81.9	3.338792271	0.2650	1.513	28	0.425	3.12740659	203.6159	63.03	3972.56
0.095	139.42	3.45	74	182.0	3.279674463	6.2947	1.840	47	0.225	2.951674477	223.7587	56.93	3241.21
0.944	777.54	4.79	17	194.4	1.558582228	7.3681	0.347	47	4.129	3.214344201	483.9342	6.61	43.68
0.304	552.80	2.87	76	59.7	2.104160739	0.4538	4.773	47	4.466	4.465994212	156.7539	26.88	722.68
0.538	37.60	2.17	15	95.5	4.93518613	3.6613	4.853	15	2.562	0.758287214	190.6541	59.75	3569.99
0.287	424.73	4.19	2	52.7	3.412512188	7.9953	2.878	12	4.028	1.091567722	313.8803	38.85	1509.40
0.729	123.33	3.45	88	166.9	4.600450995	6.3995	4.372	46	2.827	2.177017068	481.9093	41.61	1731.21
0.232	37.65	0.32	35	137.6	0.132711415	3.7105	3.695	39	1.053	2.964649052	487.7930	36.02	1297.24
0.037	298.63	2.51	30	139.4	4.125961688	7.3575	0.155	36	4.164	3.80619752	435.5590	8.78	77.10
0.957	485.01	3.58	31	43.4	2.862819924	6.4021	0.611	8	0.938	2.968111449	281.5891	26.98	727.66
0.193	274.23	1.15	2	11.4	4.238457735	6.7938	4.361	40	1.461	4.059998897	65.3953	57.59	3316.54
0.305	145.91	1.09	50	62.7	2.1334788	4.0128	1.827	6	4.685	3.964740749	75.1031	98.37	9677.19
0.755	411.26	2.60	36	54.3	0.627876525	5.5891	2.967	34	1.122	3.965192158	6.1990	42.95	1844.81
0.460	180.61	1.04	85	169.4	4.974350442	5.9928	0.941	28	2.844	1.721572398	253.0949	23.59	556.47
0.786	24.17	3.81	78	89.6	3.88359369	9.1180	2.318	9	1.789	3.246951585	215.1630	0.41	0.17
0.144	128.81	4.27	81	82.9	4.545585852	6.5574	2.436	8	3.344	4.105575045	159.2553	46.93	2202.50
0.804	7.37	4.72	60	179.4	1.521857378	4.9376	4.590	39	3.330	3.545435748	461.9732	25.18	633.91
0.775	695.81	3.77	16	94.7	1.02241199	7.3038	1.617	7	3.753	4.121268044	284.2767	87.35	7629.67
0.879	20.72	4.38	84	35.5	1.520986613	3.5240	0.765	6	4.691	0.96719783	255.6912	1.94	3.78
0.027	760.15	1.59	59	148.8	0.06742454	3.5067	3.683	24	0.654	3.925282938	42.3009	73.92	5464.87
0.726	786.36	3.28	4	125.0	4.318922773	7.0032	1.931	6	0.203	3.526922118	337.0037	50.86	2586.74
0.430	731.49	2.19	86	54.2	4.685932193	7.5182	4.544	19	0.615	4.002371965	149.3416	96.92	9393.45
0.080	396.18	2.95	83	158.0	0.743089427	9.6922	3.964	14	4.617	3.266697353	192.0738	42.07	1769.84
0.829	422.37	4.01	33	114.0	2.583104872	8.1318	3.783	38	4.009	3.773708552	475.0163	85.72	7347.75
0.344	623.56	0.14	86	181.7	1.518847636	9.4928	2.674	36	0.218	1.439917809	209.4848	41.49	1721.40
0.100	89.68	4.73	30	175.1	4.920916151	3.2914	1.922	39	1.170	2.194079928	210.0539	66.92	4478.47
0.454	505.25	3.14	21	75.3	3.519977846	4.5216	3.074	49	3.835	4.572523485	295.4717	61.41	3771.77
0.501	443.80	2.09	4	49.7	4.172828161	4.6087	4.754	17	1.345	2.508540861	37.6932	24.11	581.23
0.147	277.41	1.20	47	129.5	2.104355834	8.2596	0.898	37	3.847	3.532041694	136.8215	98.82	9765.07
0.180	346.94	2.63	29	62.7	0.365686596	2.8293	1.146	30	3.568	3.3907948	308.4077	70.58	4981.07
0.885	630.75	4.52	79	2.1	4.076818833	6.0241	4.354	47	3.604	4.305018485	103.3667	77.13	5949.38
0.635	236.53	3.31	10	2.7	1.650793455	4.6508	1.524	28	3.097	0.345482658	198.4212	61.23	3748.72
0.916	472.32	3.20	30	14.8	1.881456942	1.8537	3.195	15	3.945	0.664215128	2.9484	94.71	8970.11
0.079	256.79	4.46	83	52.6	2.900757519	5.0305	1.708	23	0.925	0.574079585	488.3309	56.64	3207.60
0.439	604.33	1.31	67	168.5	3.476544378	5.6130	4.216	46	1.854	3.156431942	354.5902	85.20	7259.40
0.865	301.67	3.95	97	198.3	3.442384786	4.4371	0.531	32	0.684	3.744999332	237.3060	70.17	4924.46
0.849	759.53	2.33	15	31.0	2.042978639	5.1161	4.949	32	3.306	2.659541825	175.2675	18.69	349.31
0.803	745.30	1.50	46	10.5	2.51049309	2.2178	3.729	21	3.005	4.708764041	479.2340	96.76	9362.37
0.704	11.75	3.09	1	133.6	4.970911191	9.3433	2.919	31	1.650	4.500894107	68.2605	53.17	2827.28
0.043	796.05	0.62	34	197.0	4.719760091	3.4499	4.827	48	3.260	1.146766665	165.8840	54.06	2922.92
0.769	247.44	1.77	59	114.3	0.830576256	5.6066	4.733	29	0.890	0.977796228	74.5103	84.10	7072.94
0.992	287.26	4.35	98	106.2	2.726603584	7.5449	0.415	20	0.038	1.730426778	282.2087	80.23	6437.40
0.835	190.92	3.80	91	28.5	0.119208967	6.2688	3.475	7	4.435	0.767339349	445.9603	26.40	697.11
0.466	292.80	3.86	87	114.7	0.095999167	4.4208	2.535	5	0.480	2.992686825	454.4110	93.24	8693.22
0.614	677.54	3.44	45	136.6	4.199921437	2.1193	4.996	20	0.964	4.195405534	81.6556	61.36	3765.40
0.638	382.36	3.11	9	43.6	0.412068287	9.2318	1.433	8	3.809	4.508437482	55.2939	67.02	4492.15
0.605	251.96	1.18	1	44.3	4.238638587	8.1355	2.850	42	2.901	1.028211414	215.9366	43.50	1892.48
0.984	244.53	5.00	100	132.9	3.560479333	1.2147	2.719	21	0.696	1.621774153	138.6742	52.27	2732.15
0.281	310.36	4.00	92	128.2	0.485956364	8.6342	4.509	18	2.528	0.332606637	398.0286	14.16	200.39
0.645	202.34	1.59	56	145.6	3.416159794	9.8306	4.443	13	0.359	4.761215273	124.6408	41.21	1698.48
0.236	527.58	0.85	82	72.8	1.611162885	7.5531	3.439	46	4.750	0.695764207	52.1368	6.68	44.67
0.547	536.84	4.73	68	30.4	1.415394973	9.8387	3.986	50	3.466	3.185194095	398.6185	35.21	1240.09
0.068	764.40	0.79	81	170.0	2.105447912	3.9325	4.106	34	2.892	0.850276792	430.9286	70.58	4981.68
0.708	706.19	1.65	1	121.0	4.003686259	7.4900	0.816	23	1.945	4.593138601	443.2730	12.96	167.95
0.058	618.87	0.60	23	68.3	2.507909776	8.0321	2.323	45	2.098	3.288838115	387.9397	29.60	876.36
0.293	579.02	0.23	4	183.4	3.367010822	2.5609	0.031	33	1.209	1.171084065	116.5978	65.35	4270.09
0.542	648.15	1.91	19	175.6	1.713401914	5.0281	4.052	15	0.721	4.429715128	193.1257	88.17	7773.65
0.884	442.24	0.15	83	117.5	1.060210291	3.1879	2.894	8	3.442	1.66220965	104.6824	31.09	966.32
0.901	626.46	2.79	23	170.0	2.352009112	3.5073	0.628	17	0.326	1.259497927	54.7439	69.81	4873.81
0.964	174.45	3.04	95	174.4	3.999962642	7.7463	2.868	19	0.758	1.626934649	66.0587	26.62	708.61
0.529	215.64	0.38	96	124.7	2.631040943	4.8979	0.486	35	3.631	1.396354127	158.0237	98.94	9789.85
0.003	244.20	1.93	0	73.8	0.011479049	7.6754	1.980	44	4.115	4.843696138	56.7899	88.13	7767.08
0.255	65.81	3.21	17	5.4	1.668376992	5.2979	2.248	46	1.404	3.370029998	191.2331	27.41	751.11
0.254	114.79	0.93	80	42.3	1.341260215	3.3352	0.504	18	2.168	2.823783501	35.5702	38.92	1514.58
0.806	698.69	2.35	55	126.4	4.281947531	9.5540	2.000	43	4.295	0.059948075	85.6911	47.55	2261.04
0.183	688.86	4.27	29	148.0	3.843874632	6.4603	3.311	5	4.690	2.516121378	398.3277	21.99	483.68
0.756	286.57	3.14	66	158.6	4.719064949	0.7322	2.237	9	0.928	2.051557449	231.6429	76.86	5907.38
0.101	547.00	0.84	55	34.2	0.245738368	0.8717	3.279	49	0.074	1.048514977	477.3883	26.50	702.05
0.716	642.31	2.46	69	72.1	4.297216961	1.0915	0.614	45	3.833	0.71650934	474.0983	69.14	4780.72
0.011	767.09	0.01	84	34.2	3.275056503	3.0618	3.961	17	2.574	0.111413059	190.8920	10.68	113.97
0.394	406.90	4.96	23	180.1	4.556943344	3.2789	3.966	11	2.849	0.736997294	322.4838	78.52	6165.94
0.316	356.78	0.03	27	84.4	2.48311269	9.5969	2.871	17	2.501	1.588342348	121.4266	98.18	9639.97
0.736	238.64	3.33	81	50.3	2.31718038	5.5446	0.895	31	1.652	2.646939118	239.6162	32.57	1060.50
0.092	564.25	3.09	33	79.2	1.420616108	5.7067	1.042	11	2.653	4.666337478	23.7818	4.29	18.40
0.487	272.27	4.87	98	130.9	2.754040935	9.9934	1.570	30	2.559	1.233899084	298.5562	16.88	284.84
0.449	692.69	1.49	40	156.4	1.643227188	5.0095	1.873	25	2.884	4.979337067	16.7646	7.99	63.78
0.252	134.73	2.46	7	126.9	1.459156678	7.8571	2.870	11	4.204	4.604765971	371.2052	38.48	1480.34
0.922	431.75	2.64	74	72.6	1.761019183	0.0142	0.511	37	2.242	4.266372339	256.1487	30.84	950.97
0.528	756.10	0.37	92	57.1	3.380910322	8.3167	2.412	39	4.404	4.24208963	133.6440	69.13	4778.57
0.417	144.57	1.52	11	163.0	4.531212779	7.0990	2.691	47	2.202	3.725066455	190.0885	33.13	1097.79
0.866	787.85	4.60	29	72.6	2.623038486	0.7499	3.136	18	4.380	0.752385352	339.9312	87.48	7652.10
0.299	555.16	2.97	79	184.8	1.690160288	0.1757	2.616	27	4.753	4.092513209	376.2867	39.67	1573.93
0.253	39.80	0.44	18	166.3	0.581777927	9.3470	0.536	29	1.562	0.621016342	348.9476	80.16	6425.06
0.366	273.20	3.48	39	169.1	0.171444734	3.2516	2.007	34	3.483	1.715816323	209.7794	57.80	3341.22
0.232	740.01	2.82	47	15.4	0.90263127	8.9316	4.651	24	2.449	4.908661752	190.7698	97.25	9456.81
0.499	272.26	4.00	84	151.6	1.749962448	0.1186	4.952	24	3.351	1.910365665	138.1496	0.23	0.05
0.573	547.90	3.71	95	155.0	1.045115531	6.7242	3.018	8	2.613	2.57807186	445.9754	60.40	3648.28
0.754	315.90	3.41	53	81.9	1.063512032	5.4936	2.660	41	3.160	4.955968367	310.1093	32.87	1080.74
0.960	760.29	1.95	98	51.6	3.910513086	5.3154	4.761	35	0.959	0.780958768	41.2492	5.96	35.47
0.829	413.56	3.58	39	120.2	4.447880967	6.0176	1.220	25	2.090	4.371994829	280.7788	54.97	3021.50
0.465	683.02	0.76	91	181.0	1.947834982	2.7938	2.858	19	4.208	0.825180817	60.4247	48.41	2343.15
0.587	623.54	2.37	21	168.2	0.524052819	7.8899	1.537	28	0.230	0.420762983	303.3255	63.87	4079.78
0.410	143.55	1.83	9	103.3	2.738023523	9.9649	2.406	43	3.898	1.893405537	339.9437	75.78	5743.18
0.353	315.47	3.56	51	178.2	3.896850125	6.7810	1.795	19	1.900	1.907267228	145.3908	81.28	6605.86
0.470	25.79	4.87	84	194.1	0.104216394	4.5356	0.355	17	4.712	4.951756538	247.4033	32.79	1075.12
0.791	432.52	2.02	41	157.4	2.897313194	2.6362	2.394	15	2.852	3.456613101	162.9622	65.52	4292.52
0.306	196.93	3.84	70	192.6	0.022873432	3.4519	2.080	14	1.318	1.768810769	53.6621	15.69	246.13
0.348	634.52	4.07	65	190.3	1.266669528	8.1010	0.312	5	3.036	1.811027666	141.1776	47.73	2278.08
0.255	249.24	0.36	42	150.8	4.265160683	6.3747	0.432	36	0.957	2.278174298	342.8497	58.38	3407.73
0.503	426.14	0.43	38	4.7	0.279975946	7.3471	4.446	41	2.959	1.201131655	25.8823	95.78	9173.89
0.824	551.43	3.49	93	17.7	0.4350127	6.6352	0.459	29	1.308	4.67591249	36.4646	84.90	7208.80
0.532	21.11	3.81	59	31.4	1.874388819	0.3223	1.149	15	0.288	3.519658827	189.2782	66.53	4425.86
0.439	304.86	1.06	14	86.2	2.598361014	3.8288	0.167	13	0.047	3.434735878	338.5855	87.65	7681.98
0.561	574.39	2.83	11	72.3	2.573733238	2.5239	3.947	18	0.893	2.578306419	224.8420	20.11	404.39
0.951	604.31	2.79	96	24.4	1.570071704	6.6387	4.781	48	1.315	1.779238776	359.7279	40.53	1642.31
0.203	188.99	4.12	24	177.2	2.807854651	1.8168	3.157	17	0.101	2.815453359	366.9236	45.04	2028.69
0.761	228.18	2.31	24	88.0	0.44343864	0.4590	1.994	34	0.189	4.213385032	188.7845	47.01	2210.14
0.878	770.82	0.45	77	76.7	3.495014975	2.4709	4.983	26	3.256	2.997432596	19.4993	85.91	7380.80
0.279	394.39	3.45	50	59.9	1.929842899	2.7221	2.064	37	4.668	1.34516654	495.9530	15.97	254.91
0.569	574.16	2.86	40	35.3	2.770511626	4.2363	3.564	39	0.852	1.345276812	463.1194	97.98	9599.33
0.114	337.72	3.72	90	61.9	2.967487101	4.8561	4.840	21	2.424	0.554767554	170.3217	8.89	79.06
0.112	305.54	3.50	17	182.7	0.787945917	4.6048	0.168	32	2.398	0.739585475	71.2570	34.44	1186.24
0.251	18.43	0.78	62	162.6	4.797663081	5.4137	1.427	15	3.130	2.49935827	391.0202	80.35	6456.25
0.350	126.17	3.79	57	88.7	1.059852197	5.0176	1.480	35	2.714	2.008771647	367.0076	33.42	1117.12
0.472	381.04	0.30	16	185.2	3.610443844	7.3934	1.359	26	4.700	3.120209742	341.1086	91.30	8335.18
0.537	260.45	4.68	73	145.8	2.693144208	6.5234	0.176	6	3.269	4.81037465	172.1294	98.83	9766.61
0.721	128.42	2.17	20	154.6	2.761308681	5.6836	3.420	25	3.320	2.694749628	437.8046	70.59	4982.48
0.177	154.55	4.49	0	11.7	3.023142902	7.6859	3.173	43	1.978	2.903392735	206.2861	88.49	7829.77
0.523	594.77	3.57	24	71.6	1.778211204	6.2551	4.012	25	1.624	1.836608573	353.7885	48.27	2329.86
0.391	766.04	2.05	46	144.3	4.60553589	6.3129	3.911	43	0.623	2.4529393	220.5217	11.97	143.16
0.690	116.85	4.25	76	82.6	1.699917069	7.4935	1.489	44	2.609	0.68207454	496.3312	23.74	563.68
0.978	77.76	1.16	28	40.0	4.2359057	6.1972	3.199	32	4.798	1.666550601	275.7464	65.74	4322.07
0.106	123.43	0.55	96	173.2	3.082436997	2.2746	1.048	46	4.257	3.922909743	127.0049	74.26	5514.48
0.324	396.96	1.64	26	32.7	2.89312208	5.4133	4.808	15	4.127	2.240460486	371.5392	62.65	3924.45
0.997	361.60	3.44	72	129.0	0.904478311	3.6249	1.959	49	4.710	0.535945711	78.8187	96.57	9325.70
0.274	466.03	4.11	33	88.7	4.198050468	9.0148	1.080	41	3.223	4.501043856	207.1694	54.65	2986.69
0.135	681.49	3.19	1	179.9	4.482243173	1.3758	0.818	41	2.576	3.47953723	255.5478	30.30	917.97
0.840	374.92	4.58	83	153.0	2.528664426	2.3169	0.226	46	1.614	0.910557206	492.7948	93.31	8706.64
0.196	448.48	1.44	94	105.6	2.63612771	4.9113	3.914	33	2.584	1.818717682	309.7605	73.77	5442.72
0.843	157.76	3.98	46	88.2	3.873084786	2.5317	3.038	12	0.207	2.917079741	467.1364	51.96	2700.06
0.923	453.43	4.46	90	170.7	3.38479932	3.1692	3.727	43	2.073	1.059498857	433.0009	67.16	4510.72
0.908	643.63	1.32	2	66.5	0.70707349	5.0554	2.142	32	0.622	4.321888755	93.1581	6.61	43.76
0.982	290.06	0.10	91	154.7	2.363803004	5.5929	0.435	39	1.815	1.740647709	18.1789	27.95	781.03
0.830	133.08	3.97	29	64.4	0.407349796	6.0193	1.231	32	2.614	3.51155422	161.8926	6.26	39.22
0.432	748.62	1.16	69	29.9	1.176088489	1.7006	1.317	29	2.193	4.059893012	491.8159	97.30	9467.57
0.575	161.80	1.29	86	73.2	3.764127384	0.0929	4.929	39	2.482	4.832077119	285.3224	31.90	1017.88
0.478	699.20	0.94	24	7.8	2.30920407	0.7219	0.312	30	3.317	0.210989829	337.9701	26.86	721.63
0.549	372.94	4.56	26	73.8	4.153312172	6.2540	1.187	23	1.787	1.212227517	446.1130	32.85	1079.35
0.770	252.35	0.52	34	59.1	0.355025015	5.9337	2.129	21	2.431	1.252215901	83.1854	39.87	1589.67
0.142	450.71	2.76	66	23.6	2.985178335	2.1827	0.814	6	3.813	0.032373168	381.7709	89.75	8055.94
0.712	745.59	1.61	36	20.1	3.698616807	4.2912	4.016	44	0.429	2.798278775	361.7937	24.90	620.07
0.497	312.11	2.62	59	86.3	4.202723128	3.4814	1.500	8	1.009	3.592422182	185.2464	38.29	1466.42
0.230	674.09	1.11	82	3.1	0.35390586	1.0961	1.305	26	3.794	2.088419954	313.4187	85.84	7368.47
0.030	206.14	1.68	17	142.5	1.438628799	8.7907	0.060	31	1.677	4.338727233	176.2478	90.78	8241.32
0.320	381.43	3.18	48	115.9	4.767428534	6.1606	3.478	28	1.862	3.106362148	346.5733	17.93	321.58
0.550	24.63	4.45	7	123.9	3.29512664	5.8591	1.977	49	0.640	2.479546593	174.8949	87.70	7691.73
0.085	546.52	1.93	12	83.7	1.927361652	6.3590	0.402	49	0.264	4.289835622	244.2661	15.39	236.78
0.784	97.06	0.72	11	153.8	2.151617775	5.7554	0.330	23	1.601	3.27187518	473.4578	75.83	5750.59
0.500	14.76	3.55	5	8.9	2.851588502	9.0074	3.254	8	4.606	0.138648947	418.4101	71.84	5161.29
0.793	588.99	2.63	2	105.4	1.848992298	4.4787	1.852	47	0.754	3.846440936	39.0440	70.89	5024.85
0.696	256.18	3.52	72	7.4	2.66595264	5.1969	2.183	21	3.869	0.136563086	393.0521	29.36	862.24
0.835	642.52	1.81	66	189.4	0.320063732	9.9903	4.547	16	1.832	0.644891153	20.1606	44.51	1981.37
0.120	213.33	2.01	27	107.5	0.56468371	2.1732	2.071	5	3.200	0.12341491	406.1041	12.83	164.59
0.833	191.27	3.03	97	148.9	2.021303773	6.7881	0.046	14	1.790	0.139962932	424.0208	98.12	9627.85
0.592	328.69	2.15	27	187.2	3.289499666	0.3486	2.090	10	3.702	3.06735506	281.2311	59.48	3538.28
0.725	289.16	0.46	17	60.9	0.647617094	6.8123	3.695	42	2.080	0.001947104	270.4478	79.37	6300.30
0.408	26.09	2.85	88	135.4	2.51345421	4.5480	2.633	38	2.121	0.360302969	346.9570	4.47	19.96
0.526	583.66	2.81	1	26.7	1.713934248	6.7965	1.047	42	1.962	2.127283523	91.3850	4.42	19.52
0.511	266.00	2.99	14	107.9	3.148903465	5.5204	2.147	35	2.714	3.726206105	354.1873	59.00	3480.83
0.512	259.46	4.76	22	18.8	1.301315047	4.7452	2.513	21	3.565	2.955615127	138.0845	86.66	7509.58
