N0	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	X1	X2	Class
0.767	116.39	4.03	24	15.1	4.90965054	0.8651	2.643	18	2.185	0.467936953	4.62	58.0	267.76
0.182	365.07	1.32	85	15.0	2.079002942	8.9627	0.750	41	3.590	4.830899288	0.97	109.0	105.24
0.879	472.78	4.42	14	16.8	0.841344116	0.6762	4.841	13	4.799	1.527016184	4.73	14.0	66.21
0.688	132.56	1.33	47	98.3	3.529028209	0.1650	1.360	41	0.289	2.522684396	1.93	107.0	206.53
0.384	573.43	0.90	73	84.4	1.841715905	7.6517	2.675	35	1.098	4.416491409	0.92	6.0	5.52
0.726	263.90	0.49	14	28.6	2.912335909	2.7816	3.829	30	2.001	1.300614373	0.82	38.0	31.20
0.506	606.13	4.65	16	92.4	1.136698425	0.8097	1.630	50	4.387	1.729247209	3.30	189.0	624.52
0.468	489.60	4.13	75	49.0	2.650222103	1.1261	0.681	30	1.024	2.42443318	3.89	28.0	108.78
0.330	167.12	3.67	52	29.3	4.08697329	3.1129	2.441	12	3.469	3.699782033	4.62	131.0	605.07
0.265	390.92	1.79	88	159.0	0.178084005	0.3456	1.380	29	4.758	4.533141675	4.71	92.0	432.86
0.638	182.69	4.45	18	3.1	3.763506499	0.0541	0.496	17	0.451	1.9009788	3.46	180.0	623.66
0.003	677.13	3.60	46	60.7	2.057131873	9.5524	4.180	26	1.090	1.380881142	0.50	136.0	68.02
0.638	588.85	0.70	54	4.6	3.066803165	6.7286	2.076	10	0.694	1.091932196	2.23	78.0	173.84
0.159	70.27	3.37	38	188.8	2.145649772	8.3103	2.435	27	4.911	0.848359309	4.24	71.0	301.20
0.369	135.09	1.03	90	113.0	2.488972186	9.8728	4.558	50	2.140	0.355445505	2.10	141.0	296.47
0.825	138.16	0.79	75	140.9	3.155376947	7.3642	3.581	10	2.056	1.037885767	1.50	80.0	119.68
0.428	133.34	0.31	51	76.5	1.218229701	7.0850	1.503	32	0.463	0.077006412	4.41	182.0	802.85
0.684	514.42	1.44	28	91.4	4.847030475	6.5294	3.896	40	2.927	4.240377402	4.23	136.0	575.63
0.783	216.32	0.01	48	31.9	3.104584809	9.5612	2.938	20	3.128	1.013830846	1.78	179.0	318.59
0.921	377.31	1.54	26	55.7	0.649596142	6.3317	0.352	9	1.774	2.099553525	1.99	100.0	198.79
0.706	318.96	2.51	91	187.7	2.388715657	1.4867	1.307	44	0.215	1.473599985	1.77	27.0	47.91
0.403	568.02	0.39	7	142.8	0.534267351	2.5566	2.754	5	0.884	3.583937952	0.18	8.0	1.46
0.897	149.06	3.86	62	18.3	1.814610298	6.1699	2.348	12	1.297	4.802561402	1.78	102.0	181.08
0.539	534.05	2.50	59	156.4	4.343964055	6.7607	0.115	40	1.490	4.23050878	0.83	181.0	149.37
0.363	383.99	2.11	9	66.8	2.923180571	2.1450	0.562	13	0.646	4.304693878	0.49	196.0	96.20
0.976	244.35	0.30	4	28.9	2.272926939	2.7247	3.910	13	2.116	4.167503785	0.60	69.0	41.26
0.165	673.01	3.19	4	103.4	2.679867568	3.1994	1.959	31	4.270	3.467016291	1.60	55.0	87.77
0.124	792.02	3.57	74	36.3	3.569687166	4.6332	1.843	28	3.546	3.483394484	1.81	109.0	196.90
0.682	772.04	3.97	77	128.6	2.378038839	7.4961	3.620	24	1.669	4.502452372	0.46	67.0	30.66
0.552	5.37	0.24	77	164.5	1.96227004	6.1234	0.457	45	2.970	1.874101866	0.61	181.0	110.04
0.712	207.70	1.91	18	166.0	0.374904113	7.5116	3.610	31	3.379	0.427328127	2.78	170.0	472.72
0.707	159.01	1.42	97	190.6	2.439475753	1.4377	4.772	49	3.863	4.08009788	0.21	159.0	33.17
0.953	136.08	3.33	88	197.3	1.973576197	9.5940	4.050	44	3.427	2.790090522	3.30	137.0	452.59
0.992	37.03	4.89	46	25.7	3.3923136	6.2468	4.415	34	0.940	2.92145218	1.75	193.0	338.56
0.195	606.03	2.72	90	83.7	2.050273842	5.7742	2.265	40	4.219	4.530375217	2.23	72.0	160.34
0.188	578.41	4.84	48	94.4	0.125832869	3.1195	3.619	38	4.718	3.491877625	3.56	116.0	413.12
0.145	789.49	4.70	33	136.6	0.381446573	8.0952	1.773	25	1.051	0.703171088	1.87	82.0	153.26
0.859	762.01	0.57	83	76.2	1.132945266	6.6808	2.752	41	2.284	3.846657709	0.10	64.0	6.63
0.430	101.96	1.13	20	145.9	4.667884205	0.1324	0.293	9	0.107	4.094225377	1.20	8.0	9.62
0.540	609.51	0.92	39	152.4	1.226508118	1.8780	2.972	13	4.673	1.462070875	0.87	186.0	162.02
0.705	303.77	1.81	25	133.6	1.669589379	0.0778	1.862	15	4.412	1.22449953	1.61	104.0	167.02
0.109	474.91	3.16	57	186.6	1.442843303	8.2219	3.065	26	2.599	3.80381562	0.35	120.0	41.70
0.990	690.59	4.68	39	158.5	1.123288399	4.6293	0.957	36	0.632	0.158554778	0.25	97.0	24.37
0.347	130.13	4.15	0	64.3	4.53760595	3.7933	0.583	38	4.264	3.699080768	3.57	103.0	367.61
0.110	647.79	4.36	8	185.4	3.761685741	0.1748	3.049	37	2.500	3.83654763	3.07	5.0	15.35
0.260	403.97	0.28	22	33.9	3.792995289	0.7890	3.880	34	0.452	4.280315267	2.36	116.0	273.78
0.511	46.91	3.86	88	76.3	0.75526746	7.5118	0.683	30	3.511	4.030545458	0.29	80.0	23.36
0.252	51.84	1.18	56	176.5	2.231873197	8.3464	0.720	37	4.597	2.538409209	4.15	49.0	203.43
0.122	379.64	1.72	24	78.2	2.025051901	1.8487	3.262	27	4.968	2.992085381	1.93	194.0	374.77
0.594	32.25	4.26	85	171.2	3.988574192	3.7681	3.913	45	4.093	0.138993908	4.52	186.0	840.68
0.751	384.31	2.89	44	118.0	1.167127735	8.0477	2.575	17	3.388	3.266068858	2.66	142.0	377.05
0.991	453.66	2.23	90	168.5	0.196936503	8.2753	2.110	39	1.624	1.657692178	4.86	194.0	942.72
0.418	82.58	2.93	40	38.9	2.10344912	5.1520	4.434	48	2.017	2.910919244	1.75	128.0	223.99
0.754	114.63	1.45	60	12.3	4.295405846	0.3300	4.632	32	3.820	2.744303016	4.56	93.0	424.18
0.699	720.82	0.69	53	135.8	2.315053479	3.6023	1.304	43	1.900	3.61917887	3.35	199.0	667.44
0.296	161.06	3.03	66	50.5	0.261916097	5.0222	2.143	27	1.308	4.557952099	4.74	175.0	830.10
0.822	586.97	0.66	25	65.0	0.190952716	3.3278	2.222	9	2.176	4.831857548	3.00	176.0	527.85
0.624	306.82	2.66	65	193.3	2.734601779	4.3288	4.276	28	2.836	4.202496346	2.62	81.0	211.97
0.406	280.73	2.70	37	96.6	2.549203522	1.8613	0.294	8	1.232	0.533781269	0.56	98.0	54.90
0.983	59.50	5.00	79	133.6	3.145233707	7.3014	4.340	48	4.743	4.106753479	0.18	6.0	1.06
0.221	200.55	2.92	80	95.7	4.972110673	6.0781	1.734	8	1.595	4.712581967	0.42	167.0	69.64
0.093	634.00	3.02	3	44.4	2.351661144	9.2090	1.006	32	1.517	0.458201623	3.83	22.0	84.23
0.531	700.39	0.04	74	66.9	4.605646705	7.6522	2.406	26	3.213	0.054790369	1.54	163.0	251.15
0.178	396.30	1.26	70	93.2	2.763415675	2.7958	1.854	14	1.888	4.602279323	0.67	65.0	43.48
0.214	531.18	4.07	20	18.8	0.664098531	9.8512	4.052	35	3.980	3.21249891	2.05	24.0	49.29
0.561	381.41	1.83	80	16.7	0.071292236	4.7765	3.436	5	1.924	4.03401062	3.25	130.0	421.94
0.308	232.37	0.65	27	135.3	2.889817063	5.9774	2.258	36	1.398	4.76649143	4.60	132.0	607.11
0.935	485.80	0.18	49	198.7	4.715047872	6.8737	3.155	40	4.233	0.556266596	4.27	153.0	652.73
0.315	540.52	3.94	41	175.8	0.113293855	2.6444	0.298	28	4.517	2.040726042	3.68	57.0	209.73
0.472	441.26	1.17	12	163.2	2.599494035	8.5405	3.667	42	3.587	2.900663348	1.67	139.0	231.68
0.750	302.78	2.92	47	75.7	1.245948335	6.8796	3.427	35	0.947	1.538922773	2.26	100.0	225.68
0.620	328.03	3.17	74	4.6	1.475392406	7.3687	0.683	48	1.821	3.713642049	3.04	125.0	379.81
0.796	461.46	0.56	80	190.8	4.361588559	8.8211	1.608	39	3.777	1.030327498	0.52	147.0	76.94
0.712	595.10	3.17	18	63.3	4.310103755	0.2307	4.941	30	2.432	3.820223723	3.17	16.0	50.77
0.875	82.37	0.26	31	25.5	4.538894905	4.8237	0.305	7	4.445	2.819134206	3.84	113.0	434.10
0.893	417.67	1.68	80	19.8	1.739324002	4.1405	3.550	47	0.730	4.457059367	1.56	44.0	68.78
0.856	345.55	4.48	56	0.7	2.633759863	9.5389	3.477	24	3.652	1.25016841	4.59	20.0	91.72
0.432	137.76	4.38	68	85.0	4.378630273	7.1127	1.957	30	2.088	4.555325708	2.32	128.0	297.16
0.928	81.56	2.02	86	56.5	0.729761015	4.2342	2.362	25	1.502	0.842741168	2.59	169.0	437.29
0.599	10.11	4.81	20	189.9	2.819368038	5.9936	1.274	13	0.856	4.688928948	0.06	98.0	6.20
0.804	774.02	4.17	47	155.3	2.386388919	6.6898	4.296	19	1.217	1.003432815	4.97	197.0	978.61
0.516	433.76	4.93	10	30.3	0.258984937	3.1798	1.953	25	0.872	2.625784488	0.24	88.0	21.27
0.669	785.12	1.71	14	90.2	1.737642876	2.7599	3.982	44	4.561	2.363684145	1.25	194.0	241.86
0.441	216.81	4.22	59	178.5	4.298400312	3.7329	3.516	50	4.036	2.422582696	1.91	73.0	139.22
0.043	208.35	1.69	6	18.2	4.414587946	4.3967	2.209	9	4.048	3.968671931	4.26	22.0	93.78
0.893	328.19	3.41	3	20.6	4.884573913	2.7342	1.109	30	3.251	4.183176405	1.86	150.0	278.71
0.875	595.07	4.61	72	61.3	1.503030538	7.5319	1.135	47	2.719	0.242255612	4.06	184.0	747.68
0.781	674.20	0.93	64	106.7	0.813025111	6.3897	4.017	38	4.571	3.301325655	4.32	87.0	376.27
0.770	41.90	3.58	46	111.0	0.032995734	5.8486	2.039	48	3.942	4.970333066	1.82	200.0	363.13
0.133	617.92	2.95	23	22.2	1.160992141	2.7961	2.184	6	3.144	1.310734577	4.95	164.0	811.70
0.433	665.37	3.71	88	165.4	3.790747392	1.8888	0.739	25	2.457	0.407963905	2.41	96.0	231.71
0.370	462.27	1.23	76	168.2	3.423892589	9.4405	1.951	7	1.733	1.792444208	2.87	66.0	189.36
0.636	469.75	4.15	6	111.9	0.938275925	7.5482	0.295	5	1.639	1.899080762	4.74	151.0	716.41
0.058	291.51	1.49	22	126.8	2.802684132	0.9963	4.457	36	3.292	0.074753232	1.42	194.0	275.98
0.167	56.91	4.99	52	67.8	4.866280114	3.9052	2.527	13	2.905	4.052012957	3.27	142.0	465.03
0.479	402.16	2.99	28	44.9	3.208459935	6.4526	2.069	42	1.762	0.385044847	1.01	146.0	147.39
0.155	326.36	0.71	53	52.7	0.108314272	7.1529	2.536	27	2.251	0.998541658	0.50	175.0	87.46
0.066	68.29	4.76	48	20.8	4.063402006	3.9587	0.414	38	0.925	2.426790729	3.30	97.0	319.79
0.778	210.96	0.49	5	66.2	2.449595333	9.3539	3.130	47	3.460	1.166426792	2.75	139.0	382.20
0.802	720.00	3.96	96	12.9	1.84425654	2.0697	2.672	33	0.761	0.344431935	1.99	150.0	298.03
0.207	771.35	3.22	82	151.8	1.540865132	1.1344	0.492	37	1.373	3.404885534	0.36	145.0	51.49
0.017	115.18	0.57	67	116.0	3.340837119	3.1351	0.081	14	2.847	0.949277494	3.47	36.0	125.05
0.020	387.55	2.91	97	68.8	3.689295988	8.7339	3.031	46	3.753	1.044563086	4.93	3.0	14.78
0.575	430.82	1.56	48	161.1	3.658754221	4.2374	2.335	34	1.329	3.826030536	1.97	108.0	212.66
0.231	700.01	0.92	26	85.1	2.809490307	6.1097	0.056	41	3.849	2.160373223	0.41	41.0	16.91
0.452	410.17	0.49	88	180.8	3.655495055	9.2258	1.508	46	1.924	0.996478154	0.18	7.0	1.28
0.348	453.78	1.13	62	41.7	0.716374183	4.8558	2.624	15	1.435	1.546270317	4.39	153.0	671.60
0.525	34.13	1.28	90	103.6	2.398413757	7.6285	4.797	16	2.061	4.80549375	0.60	147.0	88.31
0.795	137.30	3.36	14	101.9	2.802452932	1.7185	0.241	29	2.955	4.483296867	2.32	180.0	416.85
0.360	95.51	2.55	97	57.7	1.160081712	0.1945	1.626	12	4.869	4.805257638	0.24	114.0	27.86
0.626	671.39	0.68	16	43.5	1.548075314	7.4142	4.582	12	3.348	0.283714994	3.94	192.0	756.44
0.646	379.32	0.99	43	81.5	2.578391514	5.0201	4.353	6	0.695	4.881935838	0.22	42.0	9.25
0.411	413.29	1.39	26	198.7	4.915233145	1.0370	1.514	40	3.971	4.058597299	2.80	42.0	117.54
0.658	370.41	4.34	17	190.8	0.672908841	3.0290	2.302	10	4.538	4.725255007	5.00	182.0	909.35
0.212	525.64	0.78	6	91.9	3.702947597	3.5758	2.888	19	2.837	0.445849313	3.18	177.0	562.50
0.267	493.01	4.77	8	12.8	4.410977259	0.5932	1.961	7	3.134	3.189675159	4.75	89.0	422.82
0.191	705.19	0.83	98	32.8	4.954658596	1.3626	1.441	29	2.525	4.000686679	0.26	61.0	15.59
0.102	298.14	3.97	34	62.1	0.196843007	3.9541	1.479	30	3.354	3.983533844	2.63	186.0	489.11
0.193	248.56	0.58	6	141.7	4.74019474	6.5285	1.805	27	3.052	1.831469906	2.28	186.0	423.93
0.667	439.67	1.93	6	9.8	0.438192064	5.2326	4.001	32	2.158	2.762280859	1.98	157.0	310.96
0.689	196.16	3.56	49	10.5	2.786069708	7.2957	1.537	37	2.956	2.354330271	0.53	22.0	11.62
0.210	202.21	3.34	84	116.5	2.522763924	1.4216	2.701	20	4.573	4.871979854	4.60	182.0	838.06
0.096	94.13	1.33	61	195.7	2.100772887	7.5275	1.114	20	0.173	3.242330596	0.92	11.0	10.08
0.345	446.68	4.94	69	64.3	2.250559521	8.2558	2.443	11	3.500	0.238164433	4.61	18.0	82.94
0.161	99.26	3.02	11	197.1	0.245760029	8.5490	0.354	25	2.083	3.095088236	1.85	197.0	363.70
0.902	77.51	1.74	62	142.5	2.237129346	1.7648	3.900	28	2.930	2.753367991	1.07	6.0	6.43
0.728	37.38	4.13	48	42.4	1.175497946	0.7667	2.235	33	0.721	2.887819543	0.33	93.0	30.62
0.663	477.23	0.11	43	108.4	0.832337102	8.5585	0.624	31	0.114	0.922597572	3.51	20.0	70.16
0.999	572.25	1.35	29	159.4	0.32741049	7.1364	3.229	7	3.032	4.073349691	1.42	33.0	46.73
0.701	526.11	3.83	71	178.7	3.710115765	1.1025	0.839	7	2.755	2.613027318	4.97	168.0	834.28
0.876	321.56	2.10	9	166.1	2.416852614	0.8640	4.931	38	3.069	1.997764301	0.78	139.0	107.90
0.851	513.43	3.90	15	160.9	2.658918505	3.2945	0.579	29	4.524	2.226725204	0.91	32.0	29.17
0.202	154.53	2.18	71	24.5	4.404666685	8.5474	1.803	38	1.585	4.452233698	2.28	158.0	360.38
0.694	703.91	2.51	88	80.0	4.12126597	7.6056	4.050	7	1.366	0.596124685	3.47	135.0	468.71
0.636	78.96	3.84	52	76.7	1.608138982	7.9527	4.356	30	1.420	1.316264261	0.52	74.0	38.25
0.876	116.04	3.57	99	83.6	2.871082073	8.9876	1.744	10	3.818	0.451693195	4.92	150.0	738.75
0.317	210.17	0.92	98	75.3	4.324229097	5.3620	3.299	48	0.576	2.871655093	0.20	15.0	3.00
0.219	604.25	2.35	76	53.0	2.43600689	8.1624	3.091	5	2.083	1.970557392	1.64	39.0	64.03
0.077	290.83	0.21	72	79.7	1.791083207	0.3677	0.569	48	4.825	4.437808301	2.76	152.0	419.17
0.106	274.11	0.39	65	111.2	0.012811014	3.7298	0.270	24	4.994	3.591228314	1.23	78.0	95.59
0.615	513.92	3.01	98	101.0	1.138947776	0.2145	0.741	23	0.738	2.469817815	3.69	111.0	409.93
0.748	712.05	3.25	63	179.5	4.57416397	8.5257	0.493	11	4.236	3.994455811	0.67	24.0	16.20
0.423	83.63	4.20	7	33.9	0.030871654	7.8242	2.729	11	2.066	0.168906612	0.97	157.0	152.55
0.985	706.57	1.91	66	19.0	1.78310357	1.5606	4.191	28	0.523	3.890318014	0.06	19.0	1.18
0.785	393.26	2.61	9	133.5	0.648856716	5.8085	2.222	20	4.420	4.617217661	2.60	190.0	493.37
0.201	294.66	1.84	77	26.3	4.172446883	1.5608	0.932	20	4.591	1.408352181	3.55	100.0	354.62
0.031	605.53	4.14	53	44.3	2.370048564	9.7045	3.314	21	0.095	2.301908491	3.86	71.0	274.05
0.134	473.82	3.82	92	106.3	3.681837282	7.8520	4.066	22	1.683	4.358933848	4.98	93.0	463.42
0.255	250.88	1.08	24	38.4	0.684462324	2.8573	3.085	10	1.737	0.325089439	0.27	23.0	6.10
0.796	215.47	3.12	84	7.2	4.633663612	8.1998	0.411	29	2.588	2.104038859	4.75	152.0	721.38
0.010	75.03	3.46	12	2.3	1.253133637	3.2492	0.242	13	0.747	1.904003957	4.06	2.0	8.12
0.528	176.42	2.51	92	94.1	2.629883208	0.1751	2.653	17	0.025	2.002425717	3.12	168.0	523.69
0.128	102.04	2.47	15	40.2	4.043151972	1.5741	4.038	50	2.808	2.567586579	1.18	96.0	113.00
0.226	475.23	4.33	21	131.7	2.101767552	5.0018	3.512	42	1.796	2.591263876	2.09	86.0	179.65
0.500	643.62	0.28	78	57.9	4.790741749	7.7566	2.797	42	0.985	2.247693574	0.41	74.0	30.61
0.837	419.08	4.82	1	22.5	3.614938859	7.1499	2.608	35	1.743	1.767027472	0.13	118.0	15.39
0.896	603.49	2.64	66	62.9	4.637600802	6.2385	1.189	9	3.408	3.129454731	0.64	100.0	64.28
0.339	569.10	0.16	26	91.2	1.877019591	8.2187	2.229	18	1.158	0.460337736	1.98	133.0	262.92
0.778	377.28	1.91	53	128.7	3.43878597	6.3009	4.603	28	0.949	0.867776595	2.07	162.0	335.82
0.690	24.94	2.44	40	134.0	4.397357003	4.4425	3.044	34	4.512	0.086217588	1.78	121.0	215.75
0.351	275.11	2.60	75	48.6	4.036929767	3.7877	3.989	21	2.349	1.049968141	1.52	54.0	81.97
0.539	39.94	1.58	87	166.9	2.032596182	9.8036	2.052	50	1.583	2.10361371	2.21	121.0	266.93
0.755	712.53	4.30	69	127.3	2.81021033	2.6450	3.882	16	4.120	4.021578201	2.66	35.0	93.21
0.574	454.33	3.19	9	158.9	4.269920898	1.9891	4.754	25	0.149	4.44305202	4.57	71.0	324.31
0.259	744.01	3.58	92	132.0	4.124476473	6.6543	1.361	10	3.838	2.115229281	0.28	65.0	18.37
0.679	307.21	2.03	84	46.8	0.825816723	8.7427	1.067	34	2.403	1.17844438	4.66	96.0	447.63
0.311	165.25	4.22	16	126.3	4.929509497	2.8560	4.407	45	1.723	0.105158843	3.31	50.0	165.26
0.343	184.07	3.43	82	86.2	1.479814675	7.6567	4.569	20	0.963	1.802054709	2.23	19.0	42.46
0.682	693.13	2.66	47	182.5	2.92019244	9.5091	1.725	43	1.078	2.315051791	3.59	63.0	226.08
0.352	124.25	1.78	77	69.1	4.282519827	4.8021	0.589	33	2.466	4.352878786	3.04	85.0	258.14
0.344	717.06	4.82	7	151.9	3.703177443	2.1325	0.020	12	0.056	4.519878979	1.16	165.0	190.59
0.050	548.71	1.03	78	79.0	4.171499578	6.9039	3.602	15	3.187	1.135642654	2.36	111.0	262.17
0.855	193.47	1.06	92	79.6	0.081543127	6.8421	4.657	19	0.468	3.664816329	3.11	177.0	550.60
0.390	660.56	1.47	84	71.4	3.938863714	4.9936	4.163	32	4.745	4.321039423	4.11	149.0	612.93
0.690	535.43	3.45	35	71.7	3.122284337	9.6151	4.476	22	1.026	3.903970896	2.65	75.0	198.91
0.226	285.95	1.22	34	52.1	2.327741457	0.9658	4.854	31	0.992	1.104686504	3.76	176.0	662.29
0.016	357.76	4.22	84	115.3	2.731065158	1.5803	3.902	49	3.237	1.440373366	0.60	101.0	60.21
0.484	477.74	1.69	6	72.9	3.32435656	7.0659	4.099	16	2.685	0.856595929	3.12	24.0	74.97
0.316	78.09	3.22	14	104.6	3.545843047	3.0656	3.007	11	4.858	2.693953239	3.01	98.0	294.64
0.693	768.08	4.34	82	191.7	2.993764207	3.3439	2.853	19	3.469	4.053129701	3.05	26.0	79.22
0.833	398.30	3.85	92	93.0	4.072496772	8.1259	1.440	26	0.852	3.054288913	2.43	94.0	228.43
0.521	333.28	2.60	30	37.9	1.436574836	5.1312	2.517	38	1.202	1.511993451	0.10	145.0	14.06
0.913	143.48	0.68	96	163.9	3.358202956	7.9064	2.878	32	4.196	2.470749815	0.35	108.0	37.56
0.331	79.77	0.40	78	49.0	0.529824291	7.7684	4.988	26	3.678	1.16733766	3.81	66.0	251.46
0.288	90.10	0.71	52	190.9	2.857035296	7.4939	1.481	9	0.454	0.885630988	1.20	123.0	147.31
0.480	305.46	4.54	100	145.9	0.233970609	5.5730	2.897	22	2.638	0.260785514	1.25	156.0	194.49
0.688	450.97	0.99	20	9.8	1.037682824	8.7798	0.493	32	2.207	3.864929926	3.45	101.0	348.27
0.022	230.03	2.21	45	39.5	1.607720458	4.2256	1.416	27	3.209	2.178127537	4.63	58.0	268.56
0.044	656.34	3.90	80	36.9	0.285792273	0.9158	2.328	35	3.848	3.817286095	3.39	194.0	656.87
0.080	173.66	0.76	96	192.0	1.933548267	3.4226	3.116	17	4.189	3.526764974	4.76	92.0	438.14
0.379	102.17	3.01	1	12.3	4.57957548	9.4315	0.836	48	1.232	1.418696853	4.47	95.0	424.46
0.159	460.03	2.34	55	3.9	0.000565311	1.3344	2.833	38	2.090	1.996008041	0.96	135.0	129.98
0.213	603.54	3.81	62	26.8	4.617018165	7.3982	0.831	26	0.807	2.813907951	0.27	1.0	0.27
0.233	757.60	1.35	64	37.5	1.619869771	5.9599	1.177	22	3.207	1.31576623	1.08	51.0	55.04
0.389	652.91	3.51	65	96.3	4.952743158	1.5568	0.333	43	0.258	4.777755019	3.98	174.0	692.75
0.777	755.11	1.02	22	88.1	2.927296715	1.9830	2.313	38	3.402	2.806378879	1.51	116.0	175.65
0.789	611.86	4.01	80	64.8	3.555247962	9.1996	2.891	38	3.007	0.744445577	4.80	69.0	331.29
0.714	533.70	2.16	70	77.6	1.134130943	6.8717	3.132	12	4.933	2.868282681	4.37	184.0	803.35
0.745	230.93	1.94	44	5.9	4.838974932	2.0231	0.089	22	3.208	1.287473141	4.90	135.0	661.14
0.267	194.91	0.34	22	17.6	1.001757973	4.6916	4.845	7	3.921	4.823458949	1.47	110.0	161.86
0.143	316.47	2.41	59	74.7	3.298355533	8.7789	0.384	37	0.805	4.028406064	4.58	39.0	178.73
0.456	487.63	1.95	45	199.4	0.185445933	2.3856	3.258	48	2.703	2.301341111	4.81	161.0	775.00
0.593	503.50	1.70	45	57.5	0.545458907	5.7102	0.107	31	4.623	1.567200077	1.21	141.0	171.25
0.109	389.42	3.50	51	150.0	1.413306147	3.0930	1.190	32	4.679	1.935340438	4.43	158.0	700.61
0.286	106.52	1.53	93	11.0	4.218074592	2.5323	4.988	49	2.745	3.306843762	3.97	196.0	777.47
0.496	298.40	0.39	88	25.8	4.196890588	4.2381	1.332	13	1.392	1.945171097	2.12	44.0	93.36
0.215	537.57	1.00	18	101.1	2.00700879	6.0834	2.871	18	3.503	2.723358358	3.38	175.0	591.06
0.121	424.96	2.34	97	97.6	0.759925826	2.2642	3.707	6	0.662	3.510036691	1.14	186.0	211.83
0.667	519.92	2.77	49	60.9	0.669716786	6.8426	4.218	9	2.033	1.282680724	4.92	200.0	983.98
0.043	573.09	3.38	55	23.2	3.943809373	3.4955	3.405	8	2.309	2.55991315	4.84	200.0	967.05
0.917	95.32	3.66	97	160.8	1.702254318	6.5679	4.114	38	2.683	4.178356672	4.99	66.0	329.63
0.618	260.44	2.12	36	38.1	3.747496092	7.3689	0.494	6	4.823	4.376757998	3.98	194.0	771.61
0.076	646.83	2.23	38	91.8	3.955725722	0.9988	0.777	22	2.887	3.564274679	3.82	19.0	72.57
0.824	665.02	3.55	46	68.1	4.317177184	0.4591	0.697	22	2.720	3.837487233	1.93	188.0	362.25
0.377	297.84	4.36	48	196.7	0.057598555	0.1065	4.168	8	2.934	3.061031337	0.35	161.0	56.07
0.292	773.59	2.15	9	25.3	1.403318166	3.5113	0.846	49	1.094	3.100952645	4.81	187.0	898.98
0.951	614.13	2.56	33	199.0	4.614100728	9.1491	2.267	33	2.586	0.288303414	0.67	19.0	12.64
0.891	57.07	3.78	77	95.2	2.077580293	2.2916	0.753	24	3.356	2.522961242	4.27	61.0	260.25
0.002	729.29	4.83	84	91.6	2.513266282	3.5876	4.795	22	2.624	1.054191359	1.95	54.0	105.15
0.010	709.50	2.61	35	2.4	4.878111533	5.4970	4.511	7	1.566	2.72002147	2.95	93.0	274.21
0.148	623.22	3.79	25	133.1	3.492796277	3.1631	0.291	9	3.026	1.701498992	4.04	96.0	388.02
0.322	387.82	3.37	80	78.3	2.969391434	0.1951	0.236	38	0.253	0.907721851	2.42	140.0	339.27
0.214	587.10	1.58	27	51.6	3.269997373	7.9090	1.390	40	1.625	4.530185358	3.41	170.0	579.09
0.264	760.01	0.82	58	31.4	3.952911961	5.8160	4.879	47	0.945	3.580656128	4.67	145.0	676.83
0.020	556.69	3.34	31	64.5	4.678085677	7.5067	4.812	47	1.630	2.580273399	3.58	51.0	182.65
0.836	740.24	3.05	82	87.7	4.202107355	0.5195	4.706	21	3.699	0.990165266	0.35	99.0	34.48
0.545	45.58	0.68	37	86.5	0.811375654	2.5167	4.056	11	0.803	1.00751917	1.83	75.0	137.30
0.384	640.31	4.49	22	176.3	4.252589161	0.3143	1.085	47	0.440	1.065849494	1.78	64.0	114.21
0.126	531.70	3.01	26	122.2	0.9449849	2.8578	0.142	6	2.193	1.130665809	1.58	185.0	292.08
0.981	220.28	4.34	80	105.3	1.445391316	1.0020	3.998	37	0.898	0.648585995	3.83	93.0	355.79
0.100	689.08	1.67	25	75.3	1.337512523	7.9072	2.429	33	4.216	1.412596927	0.10	180.0	17.93
0.649	546.16	2.03	11	191.0	3.873073005	3.4811	1.099	17	1.862	4.500511703	3.96	12.0	47.55
0.554	620.47	1.47	81	106.5	2.01005837	2.9659	0.685	34	2.875	1.106351213	1.50	8.0	12.00
0.233	733.48	4.84	51	100.2	2.943602482	3.2506	1.961	17	3.255	3.783108918	1.13	13.0	14.64
0.630	134.07	4.60	44	0.7	1.808703382	4.1321	3.002	21	4.734	4.230393222	1.78	114.0	203.10
0.897	509.87	2.80	27	144.0	2.478171157	8.0018	4.483	12	3.019	3.836724116	3.39	68.0	230.26
0.798	304.64	4.37	55	165.1	2.992149705	7.0464	0.010	13	2.501	0.219124184	2.01	134.0	269.74
0.523	697.09	1.63	21	101.3	0.375680337	5.8957	2.220	18	4.369	1.89639317	3.31	59.0	195.17
0.992	462.53	1.08	10	33.1	2.285893517	0.1586	2.512	10	3.738	1.000821687	4.38	157.0	688.00
0.906	132.60	3.69	23	196.0	3.928916625	1.3263	4.214	36	0.330	2.814171544	4.48	67.0	300.32
0.207	144.99	0.10	51	140.0	0.89897486	7.2131	1.510	6	0.689	0.711318327	3.57	5.0	17.87
0.777	678.70	3.86	83	82.2	1.883750268	0.3986	1.525	35	0.078	0.041257258	4.84	110.0	532.50
0.474	39.10	0.57	70	74.3	0.415690752	0.4604	0.407	48	1.254	3.517414567	1.73	159.0	274.58
0.778	273.52	2.42	49	110.9	1.044915882	3.3127	3.033	15	3.186	4.130283118	1.36	83.0	112.73
